MARCA_ITV,COUNT
"APRILIA",58
"ASIAWING",1
"BENELLI",288
"BETA",72
"BMW",1151
"BRIXTON",30
"CC",1
"CF MOTO",5
"DAELIM",92
"DUCATI",227
"EFUN",8
"FOXI",1
"GASGAS",43
"GOES",81
"HANWAY",38
"HARLEY-DAVIDSON",171
"HONDA",3084
"HUSQVARNA",132
"HYOSUNG",10
"INDIAN",24
"JNEN",4
"KANDI MX",6
"KAWASAKI",867
"KEEWAY",212
"KENROD",1
"KSR MOTO",26
"KTM",581
"KYMCO",1574
"LAMBRETTA",5
"LEONART",4
"LEXMOTO",2
"MACBOR",139
"MALCOR",12
"MASH",22
"MH MOTORCYCLES",31
"MONDIAL",45
"MONKEY BIKES",5
"MONTESA",11
"MOTO GUZZI",47
"MOTO SPA",3
"MV AGUSTA",9
"NO STOCK BIKES",1
"PEUGEOT",204
"PIAGGIO",1025
"RIEJU",82
"RIYA",28
"ROYAL ALLOY",1
"ROYAL ENFIELD",101
"SANBEN",2
"SCOMADI",12
"SHERCO",45
"SIN MARCA",2
"SKY TEAM",5
"SUMCO",14
"SUZUKI",650
"SWM",5
"SYM",645
"TIANDA",9
"TRIUMPH",291
"TRS",24
"UM",51
"VENT SRL",3
"VERTIGO MOTORS",7
"WOTTAN",141
"YAMAHA",2163
"ZHENHUA",1
"ZNEN",2
"ZONTES",44
