MARCA_ITV,COUNT
"AJP",2
"APRILIA",41
"ARIIC",2
"ASIAWING",1
"BENELLI",145
"BETA",35
"BMW",463
"BRIXTON",23
"BULLIT",1
"CF MOTO",10
"DAELIM",60
"DUCATI",111
"E-BROH",1
"EFUN",12
"FANTIC MOTOR",2
"FKMOTORS",1
"GASGAS",15
"GOES",37
"HANWAY",13
"HARLEY-DAVIDSON",76
"HONDA",1398
"HUSQVARNA",77
"HYOSUNG",6
"INDIAN",16
"KAWASAKI",471
"KEEWAY",117
"KSR MOTO",11
"KTM",292
"KYMCO",776
"LAMBRETTA",11
"LEONART",3
"LONCIN",6
"MACBOR",118
"MALAGUTI",10
"MALCOR",3
"MASH",7
"MH MOTORCYCLES",12
"MITT",17
"MONDIAL",13
"MONKEY BIKES",4
"MONTESA",8
"MOTO GUZZI",30
"MOTORBIKE",1
"MV AGUSTA",3
"ORCAL",5
"PEUGEOT",100
"PIAGGIO",638
"PIONEER",1
"RIEJU",27
"RIYA",1
"ROYAL ENFIELD",28
"SCOMADI",1
"SHERCO",28
"SUMCO",7
"SUZUKI",199
"SWM",14
"SYM",277
"TIANYING",2
"TM RACING",6
"TRIUMPH",169
"TRS",11
"UM",29
"VERTIGO MOTORS",5
"VOGEL-NOOT",3
"WANGYE",4
"WOTTAN",63
"YAMAHA",1281
"ZONTES",12
