MARCA_ITV,COUNT
"AJP",17
"APRILIA",324
"ARIIC",54
"BENDA",18
"BENELLI",183
"BETA",56
"BMW",1313
"BRIXTON",25
"BSA",3
"CFMOTO",293
"CYCLONE",1
"DAELIM",3
"DUCATI",107
"EFUN",12
"F.B MONDIAL",2
"FANTIC MOTOR",35
"GAS GAS",2
"GASGAS",61
"GOES",1
"HANWAY",6
"HARLEY-DAVIDSON",77
"HONDA",4211
"HUSQVARNA",175
"HYOSUNG",8
"INDIAN MOTORCYCLE",28
"ITALJET",2
"KAWASAKI",598
"KEEWAY",274
"KL",13
"KOVE",71
"KTM",579
"KYMCO",1535
"LAMBRETTA",27
"LEONART",13
"LINHAI",23
"MACBOR",110
"MALAGUTI",2
"MALCOR IBERICA",2
"MBP",46
"MH MOTORCYCLES",146
"MITT",185
"MONDIAL",8
"MONKEY BIKES",2
"MONTESA",6
"MOTO GUZZI",58
"MOTO MORINI",15
"MOTRON MOTORRAD",19
"MTR BIKES",4
"MUTT",8
"MV AGUSTA",28
"ORCAL",10
"PEUGEOT",150
"PIAGGIO",839
"QJMOTOR",392
"REDMOTO",6
"RIEJU",99
"RIYA",1
"ROYAL ENFIELD",153
"SCORPA",1
"SHERCO",60
"SUZUKI",300
"SWM",5
"SYM",1023
"TM RACING",3
"TRIUMPH",321
"TRS",13
"UM",40
"VERTIGO MOTORS",2
"VOGE",1434
"WOTTAN",106
"WOTTAN MOTOR",20
"YAMAHA",2948
"ZONTES",754
