MARCA_ITV,COUNT
"APRILIA",75
"BENELLI",272
"BETA",32
"BMW",832
"BRIXTON",71
"CF MOTO",21
"DAELIM",105
"DUCATI",165
"E-BROH",1
"EFUN",29
"FANTIC MOTOR",3
"FKMOTORS",9
"GAS-GAS",11
"GOES",78
"HANWAY",32
"HARLEY DAVIDSON",89
"HONDA",2553
"HUSQVARNA",156
"HYOSUNG",34
"INDIAN MOTORCYCLE",29
"KAWASAKI",550
"KEEWAY",250
"KENROD",1
"KSR MOTO AUSTRIA",31
"KTM",410
"KYMCO",1976
"LAMBRETTA",21
"LEONART",17
"LONCIN",2
"MACBOR",331
"MALAGUTI",36
"MALCOR",16
"MASH",14
"MH MOTORCYCLES",44
"MITT",24
"MONDIAL",42
"MONKEY BIKES",4
"MONTESA",3
"MOTO GUZZI",43
"MOTO SPA",1
"MOTOHAPPY",1
"MOTORBIKE",2
"MUTTI",7
"MV AGUSTA",7
"ORCAL",7
"PEUGEOT",232
"PIAGGIO",1028
"PIONEER",1
"RIEJU",79
"ROYAL ALLOY",3
"ROYAL ENFIELD",70
"S.Y.M",749
"SCOMADI",3
"SCORPA",2
"SHERCO",34
"SUMCO",18
"SUZUKI",332
"SWM",16
"TIANDA",1
"TIANYING",7
"TM RACING",3
"TRIUMPH",168
"TRS",11
"UM",83
"VERTIGO MOTORS",4
"VOGEL-NOOT",22
"WANGYE",4
"WOTTAN",130
"YAMAHA",1986
"ZNEN",2
"ZONTES",34
