MARCA_ITV,COUNT
"AJP",2
"APRILIA",42
"ARIIC",3
"BENELLI",189
"BETA",49
"BMW",583
"BRIXTON",35
"CF MOTO",7
"DAELIM",76
"DUCATI",122
"EFUN",19
"EKOE",1
"FANTIC MOTOR",5
"FKMOTORS",2
"GASGAS",4
"GOES",32
"HANWAY",28
"HARLEY-DAVIDSON",98
"HONDA",1776
"HUSQVARNA",86
"HYOSUNG",13
"INDIAN",18
"KAWASAKI",534
"KEEWAY",134
"KSR MOTO",10
"KTM",354
"KYMCO",978
"LAMBRETTA",11
"LEONART",7
"LEXMOTO",1
"LONCIN",2
"MACBOR",136
"MALAGUTI",23
"MALCOR",7
"MASH",9
"MH MOTORCYCLES",23
"MITT",20
"MONDIAL",21
"MONKEY BIKES",1
"MONTESA",12
"MOTO GUZZI",20
"MV AGUSTA",8
"ORCAL",4
"PEUGEOT",138
"PIAGGIO",553
"PIONEER",6
"RIEJU",51
"RIYA",1
"ROYAL ENFIELD",64
"SCOMADI",4
"SHERCO",32
"SUMCO",8
"SUZUKI",224
"SWM",11
"SYM",433
"TIANYING",3
"TM RACING",1
"TRIUMPH",131
"TRS",26
"UM",24
"VERTIGO MOTORS",11
"VOGEL-NOOT",19
"WANGYE",1
"WOTTAN",63
"YAMAHA",1186
"YINGANG",1
"ZONTES",17
