MARCA_ITV,COUNT
"AJP",15
"ALPINA DI RENANIA",4
"APRILIA",311
"ARIIC",27
"BENELLI",278
"BETA",56
"BMW",1161
"BRIXTON",44
"BSA",6
"CFMOTO",79
"DAELIM",9
"DUCATI",137
"EFUN",11
"FANTIC MOTOR",27
"GASGAS",128
"HANWAY",12
"HARLEY-DAVIDSON",67
"HONDA",4234
"HUSQVARNA",241
"HYOSUNG",11
"INDIAN",17
"ITALJET",1
"KAWASAKI",666
"KEEWAY",294
"KL",2
"KTM",617
"KYMCO",1288
"LAMBRETTA",23
"LEONART",7
"LINHAI",11
"MACBOR",173
"MALAGUTI",9
"MALCOR IBERICA",3
"MASH",3
"MH MOTORCYCLES",126
"MITT",183
"MONDIAL",8
"MONKEY BIKES",10
"MONTESA",4
"MOTO GUZZI",51
"MOTO MORINI",19
"MOTRON MOTORRAD",31
"MUTT",13
"MV AGUSTA",4
"NO STOCK BIKES",1
"ORCAL",8
"PEUGEOT",208
"PIAGGIO",820
"QJMOTOR",141
"REDMOTO",8
"RIEJU",133
"ROYAL ALLOY",4
"ROYAL ENFIELD",109
"SCORPA",2
"SHERCO",54
"SUMCO",4
"SUZUKI",302
"SWM",11
"SYM",1074
"TM RACING",3
"TRIUMPH",241
"TRS",14
"UM",42
"VERTIGO MOTORS",5
"VOGE",397
"WOTTAN",204
"YAMAHA",2633
"ZONTES",738
