MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","Almería","Andalucía","600",3
"AJP","AJP PR7","Badajoz","Extremadura","600",2
"AJP","AJP PR7","Barcelona","Cataluña","600",3
"AJP","AJP PR7","Córdoba","Andalucía","600",1
"AJP","AJP PR7","Girona","Cataluña","600",1
"AJP","AJP PR7","Illes Balears","Illes Balears","600",1
"AJP","AJP PR7","Lugo","Galicia","600",1
"AJP","AJP PR7","Málaga","Andalucía","600",1
"AJP","AJP PR7","Valencia/València","Comunidad Valenciana","600",3
"AJP","SPR 125 ENDURO","Lugo","Galicia","124",1
"AJP","SPR 240 ENDURO","Cádiz","Andalucía","233",1
"AJP","SPR 250 ENDURO","Cádiz","Andalucía","249",1
"AJP","SPR 310 ENDURO","Cádiz","Andalucía","298",1
"ALPINA DI RENANIA","STRADA 125CC","Badajoz","Extremadura","125",1
"ANDES","U3 (125)","Alicante/Alacant","Comunidad Valenciana","124",1
"ANDES","U3 (125)","Cantabria","Cantabria","124",1
"ANDES","U3 (125)","Huesca","Aragón","124",1
"ANDES","U3 (125)","Pontevedra","Galicia","124",1
"ANDES","U3 (125)","Zaragoza","Aragón","124",1
"APRILIA","RS 125","Alicante/Alacant","Comunidad Valenciana","124",2
"APRILIA","RS 125","Barcelona","Cataluña","124",1
"APRILIA","RS 125","Cantabria","Cantabria","124",1
"APRILIA","RS 125","Castellón/Castelló","Comunidad Valenciana","124",1
"APRILIA","RS 125","Madrid","Comunidad de Madrid","124",1
"APRILIA","RS 125","Murcia","Región de Murcia","124",4
"APRILIA","RS 125","Santa Cruz de Tenerife","Canarias","124",1
"APRILIA","RS 125","Sevilla","Andalucía","124",1
"APRILIA","RS 125","Valencia/València","Comunidad Valenciana","124",1
"APRILIA","RS 457","Álava/Araba","País Vasco","457",1
"APRILIA","RS 457","Almería","Andalucía","457",2
"APRILIA","RS 457","Badajoz","Extremadura","457",1
"APRILIA","RS 457","Barcelona","Cataluña","457",6
"APRILIA","RS 457","Bizkaia","País Vasco","457",1
"APRILIA","RS 457","Cádiz","Andalucía","457",1
"APRILIA","RS 457","Illes Balears","Illes Balears","457",1
"APRILIA","RS 457","Murcia","Región de Murcia","457",2
"APRILIA","RS 457","Sevilla","Andalucía","457",1
"APRILIA","RS 660","Almería","Andalucía","659",1
"APRILIA","RS 660","Badajoz","Extremadura","659",2
"APRILIA","RS 660","Barcelona","Cataluña","659",4
"APRILIA","RS 660","Cádiz","Andalucía","659",1
"APRILIA","RS 660","Coruña (A)","Galicia","659",1
"APRILIA","RS 660","Gipuzkoa","País Vasco","659",1
"APRILIA","RS 660","Madrid","Comunidad de Madrid","659",2
"APRILIA","RS 660","Málaga","Andalucía","659",1
"APRILIA","RS 660","Murcia","Región de Murcia","659",1
"APRILIA","RS 660","Palencia","Castilla y León","659",1
"APRILIA","RS 660","Palmas (Las)","Canarias","659",2
"APRILIA","RS 660","Santa Cruz de Tenerife","Canarias","659",2
"APRILIA","RS 660","Valencia/València","Comunidad Valenciana","659",3
"APRILIA","RS 660","Zaragoza","Aragón","659",1
"APRILIA","RS250","Málaga","Andalucía","249",1
"APRILIA","RSV4","Badajoz","Extremadura","1099",1
"APRILIA","RSV4","Ciudad Real","Castilla-La Mancha","1099",1
"APRILIA","RSV4","Córdoba","Andalucía","1099",1
"APRILIA","RSV4","Madrid","Comunidad de Madrid","1099",3
"APRILIA","RX 125","Asturias","Principado de Asturias","124",2
"APRILIA","RX 125","Cádiz","Andalucía","124",2
"APRILIA","RX 125","Castellón/Castelló","Comunidad Valenciana","124",1
"APRILIA","RX 125","Córdoba","Andalucía","124",2
"APRILIA","RX 125","Jaén","Andalucía","124",1
"APRILIA","RX 125","Lleida","Cataluña","124",1
"APRILIA","RX 125","Lugo","Galicia","124",1
"APRILIA","RX 125","Málaga","Andalucía","124",3
"APRILIA","RX 125","Palmas (Las)","Canarias","124",1
"APRILIA","RX 125","Salamanca","Castilla y León","124",1
"APRILIA","RX 125","Sevilla","Andalucía","124",2
"APRILIA","RX 125","Tarragona","Cataluña","124",1
"APRILIA","RX 125","Valencia/València","Comunidad Valenciana","124",1
"APRILIA","RX 125","Zaragoza","Aragón","124",1
"APRILIA","SR GT 125","Álava/Araba","País Vasco","125",1
"APRILIA","SR GT 125","Albacete","Castilla-La Mancha","125",2
"APRILIA","SR GT 125","Alicante/Alacant","Comunidad Valenciana","125",3
"APRILIA","SR GT 125","Asturias","Principado de Asturias","125",1
