MARCA_ITV,COUNT
"AJP",20
"ALPINA DI RENANIA",1
"ANDES",5
"APRILIA",308
"ARIIC",6
"BAJAJ",108
"BENDA",100
"BENELLI",96
"BETA",57
"BMW",1395
"BRIXTON",7
"CFMOTO",234
"CYCLONE",82
"DAELIM",2
"DAYANG",4
"DUCATI",171
"EFUN",2
"F.B MONDIAL",7
"FANTIC MOTOR",16
"GASGAS",21
"HARLEY-DAVIDSON",67
"HONDA",4954
"HUSQVARNA",74
"HYOSUNG",1
"INDIAN",32
"ITALJET",9
"KAWASAKI",629
"KEEWAY",360
"KOVE",62
"KTM",324
"KYMCO",1550
"LAMBRETTA",69
"LEONART",15
"LETBE",53
"LINHAI",6
"MACBOR",244
"MALAGUTI",2
"MALCOR IBERICA",3
"MBP",10
"MH MOTORCYCLES",131
"MITT",278
"MONDIAL",18
"MONKEY BIKES",2
"MONTESA",2
"MORBIDELLI",142
"MOTO GUZZI",38
"MOTO MORINI",17
"MOTORBIKE",1
"MOTRON MOTORRAD",5
"MTR BIKES",4
"MV AGUSTA",11
"NEXT",18
"ORCAL",1
"PEUGEOT",147
"PIAGGIO",675
"QJMOTOR",681
"REDMOTO",7
"RIEJU",114
"ROYAL ALLOY",4
"ROYAL ENFIELD",123
"SCORPA",1
"SHERCO",38
"SUZUKI",174
"SWM",18
"SYM",1360
"TM MOTO",1
"TRIUMPH",318
"TRS",3
"UM",10
"VERTIGO MOTORS",2
"VOGE",1588
"WOTTAN",130
"YAMAHA",3311
"ZNEN",3
"ZONTES",2056
