MARCA_ITV,COUNT
"ADLYMOTO",1
"APRILIA",76
"BENELLI",288
"BETA",36
"BMW",1163
"BRIXTON",47
"BULLIT",3
"CF MOTO",6
"DAELIM",139
"DERBI",1
"DUCATI",260
"FANTIC MOTOR",1
"GAS-GAS",77
"GENERIC",1
"GOES",72
"HANWAY",92
"HARLEY DAVIDSON",249
"HM",1
"HONDA",3293
"HUDSON BOSS",4
"HUSQVARNA",104
"HYOSUNG",10
"INDIAN MOTORCYCLE",26
"JNEN",7
"KANDI MX",2
"KAWASAKI",778
"KEEWAY",418
"KENROD",3
"KSR MOTO",4
"KSR MOTO AUSTRIA",19
"KTM",503
"KYMCO",1700
"LAMBRETTA",8
"LEONART",10
"LEXMOTO",4
"LIFAN",1
"LML",1
"MACBOR",148
"MALCOR",13
"MASH",46
"MH MOTORCYCLES",29
"MONDIAL",66
"MONTESA",10
"MOTO GUZZI",53
"MOTO SPA",3
"MOTOR HISPANIA",1
"MOTORBIKE",2
"MV AGUSTA",10
"ORCAL",1
"PEUGEOT",347
"PIAGGIO",1295
"PIONEER",3
"RIDE",2
"RIEJU",109
"RIYA",58
"ROAD RACE IBIZA BIKES",1
"ROYAL ENFIELD",56
"S.Y.M",1104
"SANBEN",4
"SCOMADI",21
"SHERCO",18
"SKY TEAM",1
"SUMCO",18
"SUZUKI",644
"SWM",22
"TGB",1
"TIANDA",4
"TM RACING",4
"TRIUMPH",290
"TRS",19
"UM",34
"VERTIGO MOTORS",7
"WOTTAN",177
"YAMAHA",2749
"YIYING",5
"ZHENHUA",1
