MARCA_ITV,COUNT
"AJP",9
"APRILIA",360
"ARIIC",2
"BENDA",1
"BENELLI",194
"BETA",87
"BMW",1438
"BRIXTON",41
"CFMOTO",39
"DAELIM",10
"DUCATI",210
"EFUN",39
"FANTIC MOTOR",42
"GAS GAS",102
"GASGAS",2
"HANWAY",10
"HARLEY-DAVIDSON",116
"HONDA",4358
"HUSQVARNA",231
"HYOSUNG",10
"INDIAN MOTORCYCLE",37
"ITALJET",7
"KAWASAKI",707
"KEEWAY",291
"KL",1
"KSR MOTO AUSTRIA",1
"KTM",621
"KYMCO",1346
"LAMBRETTA",11
"LEONART",18
"LINHAI",8
"MACBOR",125
"MALAGUTI",13
"MALCOR IBERICA",11
"MASH",2
"MH MOTORCYCLES",107
"MITT",186
"MONDIAL",23
"MONKEY BIKES",5
"MONTESA",13
"MOTO GUZZI",70
"MOTO MORINI",25
"MOTRON MOTORRAD",54
"MUTT",12
"MV AGUSTA",3
"ORCAL",5
"PEUGEOT",202
"PIAGGIO",1079
"QJMOTOR",83
"REDMOTO",8
"RIEJU",111
"RIYA",9
"ROYAL ALLOY",3
"ROYAL ENFIELD",190
"SCORPA",2
"SHERCO",43
"SUMCO",4
"SUZUKI",350
"SWM",16
"SYM",790
"TM RACING",3
"TRIUMPH",279
"TRS",28
"UM",43
"VERTIGO MOTORS",7
"VESPA",1
"VOGE",325
"WOTTAN",206
"YAMAHA",1830
"ZONTES",747
