FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,POTENCIA_ITV,NUM_PLAZAS,LOCALIDAD_VEHICULO,COD_PROVINCIA_VEH,COD_PROVINCIA_MAT,FEC_TRAMITE,CODIGO_POSTAL,PERSONA_FISICA_JURIDICA,CODIGO_ITV,SERVICIO,COD_MUNICIPIO_INE_VEH,MUNICIPIO,KW_ITV,TIPO_CARNET,TIPO_ITV,VARIANTE_ITV,VERSION_ITV,MASA_ORDEN_MARCHA_ITV,MASA_MAXIMA_TECNICA_ITV,CATEGORIA_HOMOLOGACION_EUROPEA_ITV,CARROCERIA,CONSUMO_WH_KM_ITV,CLASIFICACION_REGLAMENTO_VEHICULOS_ITV,CATEGORIA_VEHICULO_ELECTRICO,AUTONOMIA_VEHICULO_ELECTRICO,MARCA_VEHICULO_BASE,FABRICANTE_VEHICULO_BASE,TIPO_VEHICULO_BASE,VARIANTE_VEHICULO_BASE,VERSION_VEHICULO_BASE
"06102025","0","","EFUN","LION","125","2.14","2","SERRANILLOS DEL VALLE","M","SG","06102025","28979","D","","B00","28140","SERRANILLOS VALLE","11.00","A1","","0","0","161","371","L3e","","57","0400","BEV","029000","","","","",""
"06102025","0","","VMOTO","F01","0","0.68","2","MATARÓ","B","GI","06102025","08302","X","","B00","08121","MATARO","3.50","A1","","2","1","92","280","L3e","ND","39","0400","BEV","007000","","","","",""
"06102025","0","","VMOTO","F01","0","0.68","2","MATARÓ","B","GI","06102025","08302","X","","B00","08121","MATARO","3.50","A1","","2","1","92","280","L3e","ND","39","0400","BEV","007000","","","","",""
"06102025","0","","VMOTO","F01","0","0.68","2","MATARÓ","B","GI","06102025","08302","X","","B00","08121","MATARO","3.50","A1","","2","1","92","280","L3e","ND","39","0400","BEV","007000","","","","",""
"06102025","0","","VMOTO","F01","0","0.68","2","MATARÓ","B","GI","06102025","08302","X","","B00","08121","MATARO","3.50","A1","","2","1","92","280","L3e","ND","39","0400","BEV","007000","","","","",""
"06102025","0","","VMOTO","F01","0","0.68","2","IBI","A","A","06102025","03440","D","","B00","03079","IBI","3.50","A1","","2","1","92","280","L3e","ND","39","0400","BEV","007000","","","","",""
"06102025","0","","VMOTO","F01","0","0.68","2","MATARÓ","B","GI","06102025","08302","X","","B00","08121","MATARO","3.50","A1","","2","1","92","280","L3e","ND","39","0400","BEV","007000","","","","",""
"06102025","0","","SUPER SOCO","CPX","0","0.78","2","LUGO DE LLANERA","O","O","06102025","33690","D","","B00","33035","LLANERA","4.00","A1","","4","1","107","300","L3e","","37","0400","BEV","007200","","","","",""
"06102025","0","","SUPER SOCO","TC MAX E5","0","0.76","2","TARRAGONA","T","T","06102025","43006","D","","B00","43148","TARRAGONA","3.90","A1","","2","2","79","254","L3e","ND","33","0400","BEV","009200","","","","",""
"06102025","0","","SILENCE","S01","0","1.35","2","LOGROÑO","LO","LO","06102025","26001","D","","B00","26089","LOGROÑO","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"06102025","0","","HONDA","EVP4","0","0.78","2","LLEIDA","L","L","06102025","25003","X","","B00","25120","LLEIDA","4.20","A1","","1","1","119","292","L3e","","63","0400","BEV","007200","","","","",""
"06102025","0","","SILENCE","S02","0","1.35","2","SOBRADILLO, EL","TF","GC","06102025","38107","D","","B00","38038","S C TENERIFE","7.00","A1","","0","2","105","330","L3e","","60","0400","BEV","012700","","","","",""
"06102025","0","","VELCA","CALIMA S","0","0.99","2","CARTAMA","MA","MA","06102025","29570","D","","B00","29038","CARTAMA","5.15","A1","","1","6","84","256","L3e","","36","0400","BEV","008600","","","","",""
"06102025","0","","VMOTO","F01","0","0.68","2","MATARÓ","B","GI","06102025","08302","X","","B00","08121","MATARO","3.50","A1","","2","1","92","280","L3e","ND","39","0400","BEV","007000","","","","",""
"06102025","0","","VMOTO","F01","0","0.68","2","MATARÓ","B","GI","06102025","08302","X","","B00","08121","MATARO","3.50","A1","","2","1","92","280","L3e","ND","39","0400","BEV","007000","","","","",""
"06102025","0","","VMOTO","F01","0","0.68","2","MATARÓ","B","GI","06102025","08302","X","","B00","08121","MATARO","3.50","A1","","2","1","92","280","L3e","ND","39","0400","BEV","007000","","","","",""
"06102025","0","","SILENCE","SEAT MÓ ESCOOTER 125","0","1.35","2","ALICANTE/ALACANT","A","A","06102025","03540","D","","B00","03014","ALICANTE","7.00","A1","","6","2","111","320","L3e","","70","0400","BEV","013300","","","","",""
"06102025","0","","VMOTO","F01","0","0.68","2","MATARÓ","B","GI","06102025","08302","X","","B00","08121","MATARO","3.50","A1","","2","1","92","280","L3e","ND","39","0400","BEV","007000","","","","",""
"06102025","0","","VMOTO","F01","0","0.68","2","MATARÓ","B","GI","06102025","08302","X","","B00","08121","MATARO","3.50","A1","","2","1","92","280","L3e","ND","39","0400","BEV","007000","","","","",""
"06102025","0","","CECOTEC","VULCANO","0","1.16","2","OGIJARES","GR","A","06102025","18151","D","","B00","18145","OGIJARES","6.00","A1","","01","00","126","337","L3e","ND","45","0400","BEV","015100","","","","",""
"06102025","0","","HONDA","EVP4","0","0.78","2","PALMA","IB","IB","06102025","07009","X","","B00","07040","PALMA","4.20","A1","","1","1","119","292","L3e","","63","0400","BEV","007200","","","","",""
