FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,POTENCIA_ITV,NUM_PLAZAS,LOCALIDAD_VEHICULO,COD_PROVINCIA_VEH,COD_PROVINCIA_MAT,FEC_TRAMITE,CODIGO_POSTAL,PERSONA_FISICA_JURIDICA,CODIGO_ITV,SERVICIO,COD_MUNICIPIO_INE_VEH,MUNICIPIO,KW_ITV,TIPO_CARNET,TIPO_ITV,VARIANTE_ITV,VERSION_ITV,MASA_ORDEN_MARCHA_ITV,MASA_MAXIMA_TECNICA_ITV,CATEGORIA_HOMOLOGACION_EUROPEA_ITV,CARROCERIA,CONSUMO_WH_KM_ITV,CLASIFICACION_REGLAMENTO_VEHICULOS_ITV,CATEGORIA_VEHICULO_ELECTRICO,AUTONOMIA_VEHICULO_ELECTRICO,MARCA_VEHICULO_BASE,FABRICANTE_VEHICULO_BASE,TIPO_VEHICULO_BASE,VARIANTE_VEHICULO_BASE,VERSION_VEHICULO_BASE
"19082025","0","","VELCA","CALIMA S","0","0.99","2","BENETÚSSER","V","SG","19082025","46910","D","","B00","46054","BENETUSSER","5.15","A1","","1","6","84","256","L3e","","36","0400","BEV","008600","","","","",""
"19082025","0","","NEXT","MOJITO","0","0.67","2","ALGECIRAS","CA","CA","19082025","11207","D","","B00","11004","ALGECIRAS","3.50","A1","","EE","00","87","261","L3e","ND","31","0400","BEV","011400","","","","",""
"19082025","0","","SEGWAY","--","0","1.51","2","ALGECIRAS","CA","CA","19082025","11204","D","","B00","11004","ALGECIRAS","7.80","A1","","000","00","101","280","L3e","ND","44","0400","BEV","009000","","","","",""
"19082025","0","","NEXT","MOJITO","0","0.67","2","LLORET DE MAR","GI","A","19082025","17310","D","","B00","17095","LLORET DE MAR","3.50","A1","","EE","00","87","261","L3e","ND","31","0400","BEV","011400","","","","",""
"19082025","0","","SILENCE","S01","0","1.35","2","SANTA COLOMA DE FARNERS","GI","GI","19082025","17430","D","","B00","17180","SANTA COLOMA DE FARNERS","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"19082025","0","","VELCA","ONE","0","1.35","2","VISO DEL ALCOR, EL","SE","SE","19082025","41520","D","","B00","41102","EL VISO DEL ALCOR","7.00","A1","","A","2","103","300","L3e","","60","0400","BEV","013500","","","","",""
"19082025","0","","SILENCE","S01+","0","1.45","2","VILLAJOYOSA","A","A","19082025","03570","X","","B00","03139","VILLAJOYOSA","7.50","A1","","7","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"19082025","0","","NEXT","MOJITO","0","0.67","2","SASTAGO","Z","Z","19082025","50780","D","","B00","50240","SASTAGO","3.50","A1","","EE","00","87","261","L3e","ND","31","0400","BEV","011400","","","","",""
"19082025","0","","NIU","NQIX 300","0","0.97","2","JEREZ DE LA FRONTERA","CA","CA","19082025","11406","D","","B00","11020","JEREZ DE LA FTRA","5.00","A1","","E8-T","00","99","300","L3e","ND","40","0400","BEV","011800","","","","",""
"19082025","0","","SUPER SOCO","TC MAX E5","0","0.76","2","SANTANDER","S","M","19082025","39012","D","","B00","39075","SANTANDER","3.90","A1","","2","2","79","254","L3e","ND","33","0400","BEV","009200","","","","",""
"19082025","0","","NIU","NQI GTS SPORTL3 3,2KWH","0","0.60","2","MIRANDA DE EBRO","BU","VA","19082025","09200","D","","B00","09219","MIRANDA DE EBRO","4.60","A1","","E8-A","04","90","269","L3e","","56","0400","BEV","006100","","","","",""
"19082025","0","","SUPER SOCO","TC 125","0","0.37","2","SEVILLA","SE","SE","19082025","41009","D","","B00","41091","SEVILLA","1.90","A1","","2","1","72","240","L3e","ND","30","0400","BEV","004900","","","","",""
"19082025","0","","ASKOLL","N.A.","0","0.52","1","SANTPEDOR","B","B","19082025","08251","D","","B00","08192","SANTPEDOR","2.70","A1","","01","00","72","245","L3e","ND","43","0400","BEV","008700","","","","",""
