FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,POTENCIA_ITV,NUM_PLAZAS,LOCALIDAD_VEHICULO,COD_PROVINCIA_VEH,COD_PROVINCIA_MAT,FEC_TRAMITE,CODIGO_POSTAL,PERSONA_FISICA_JURIDICA,CODIGO_ITV,SERVICIO,COD_MUNICIPIO_INE_VEH,MUNICIPIO,KW_ITV,TIPO_CARNET,TIPO_ITV,VARIANTE_ITV,VERSION_ITV,MASA_ORDEN_MARCHA_ITV,MASA_MAXIMA_TECNICA_ITV,CATEGORIA_HOMOLOGACION_EUROPEA_ITV,CARROCERIA,CONSUMO_WH_KM_ITV,CLASIFICACION_REGLAMENTO_VEHICULOS_ITV,CATEGORIA_VEHICULO_ELECTRICO,AUTONOMIA_VEHICULO_ELECTRICO,MARCA_VEHICULO_BASE,FABRICANTE_VEHICULO_BASE,TIPO_VEHICULO_BASE,VARIANTE_VEHICULO_BASE,VERSION_VEHICULO_BASE
"18082025","0","","EFUN","PUSA90","0","1.07","2","SAN CRISTÓBAL DE LA LAGU","TF","TF","18082025","38206","D","","B00","38023","LA LAGUNA","5.50","A1","","02","01","90","261","L3e","","43","0400","BEV","011300","","","","",""
"18082025","0","","LIVEWIRE","S2 DEL MAR","0","5.82","2","ESPLUGUES DE LLOBREGAT","B","B","18082025","08950","D","","B00","08077","ESPLUGUES DE LLOB","30.00","A2","","AS","C","160","366","L3e","ND","114","0400","BEV","011100","","","","",""
"18082025","0","","SILENCE","S01","0","1.35","2","ALBACETE","AB","AB","18082025","02003","D","","B00","02003","ALBACETE","7.00","A1","","5","2","111","320","L3e","","70","0400","BEV","013300","","","","",""
"18082025","0","","STARK","STARK VARG","0","1.74","1","CUARTE DE HUERVA","Z","Z","18082025","50410","D","","B00","50089","CUARTE DE HUERVA","9.00","A1","","EX","HB","97","275","L3e","ND","126","0400","BEV","011700","","","","",""
"18082025","0","","VELCA","CALIMA S","0","0.99","2","TREBUJENA","CA","CA","18082025","11560","D","","B00","11037","TREBUJENA","5.15","A1","","1","6","84","256","L3e","","36","0400","BEV","008600","","","","",""
"18082025","0","","FRISON","RIDER-X","0","1.32","2","CABEZON DE LA SAL","S","S","18082025","39500","X","","B00","39012","CABEZON LA SAL","6.80","A1","","01","0","144","352","L3e","ND","61","0400","BEV","017400","","","","",""
"18082025","0","","SILENCE","S01+","0","1.45","2","ALBACETE","AB","AB","18082025","02005","D","","B00","02003","ALBACETE","7.50","A1","","7","2","111","320","L3e","","70","0400","BEV","013300","","","","",""
"18082025","0","","SEGWAY","--","0","1.51","2","SARIÑENA","HU","Z","18082025","22200","X","","B00","22213","SARIÑENA","7.80","A1","","000","00","101","280","L3e","ND","44","0400","BEV","009000","","","","",""
