FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,POTENCIA_ITV,NUM_PLAZAS,LOCALIDAD_VEHICULO,COD_PROVINCIA_VEH,COD_PROVINCIA_MAT,FEC_TRAMITE,CODIGO_POSTAL,PERSONA_FISICA_JURIDICA,CODIGO_ITV,SERVICIO,COD_MUNICIPIO_INE_VEH,MUNICIPIO,KW_ITV,TIPO_CARNET,TIPO_ITV,VARIANTE_ITV,VERSION_ITV,MASA_ORDEN_MARCHA_ITV,MASA_MAXIMA_TECNICA_ITV,CATEGORIA_HOMOLOGACION_EUROPEA_ITV,CARROCERIA,CONSUMO_WH_KM_ITV,CLASIFICACION_REGLAMENTO_VEHICULOS_ITV,CATEGORIA_VEHICULO_ELECTRICO,AUTONOMIA_VEHICULO_ELECTRICO,MARCA_VEHICULO_BASE,FABRICANTE_VEHICULO_BASE,TIPO_VEHICULO_BASE,VARIANTE_VEHICULO_BASE,VERSION_VEHICULO_BASE
"21082025","0","","HONDA","EVP4","0","0.78","2","BARCELONA","B","B","21082025","08011","X","","B00","08019","BARCELONA","4.20","A1","","1","1","119","292","L3e","","63","0400","BEV","007200","","","","",""
"21082025","0","","NWOW","NWOW-02A","0","1.31","2","DONOSTIA-SAN SEBASTIÁN","SS","M","21082025","20014","D","","B00","20069","DONOSTIA","6.80","A1","","01","0","144","352","L3e","","61","0400","BEV","017400","","","","",""
"21082025","0","","HONDA","EVP4","0","0.78","2","BARCELONA","B","B","21082025","08005","X","","B00","08019","BARCELONA","4.20","A1","","1","2","120","293","L3e","","63","0400","BEV","007200","","","","",""
"21082025","0","","SILENCE","S01","0","1.35","2","ES CASTELL","IB","IB","21082025","07720","D","","B00","07064","ES CASTELL","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"21082025","0","","VELCA","VORTEX","0","1.55","2","GIRONA","GI","M","21082025","17004","D","","B00","17079","GIRONA","8.00","A1","","00","B","129","356","L3e","","65","0400","BEV","014500","","","","",""
"21082025","0","","IONIK","VELAR","0","0.58","2","MADRID","M","M","21082025","28020","D","","B00","28079","MADRID","3.00","A1","","00","00","103","275","L3e","","42","0400","BEV","010000","","","","",""
"21082025","0","","SILENCE","S02","0","1.35","2","PICO VIENTO","GC","GC","21082025","35017","D","","B00","35016","LAS PALMAS G C","7.00","A1","","0","2","105","330","L3e","","60","0400","BEV","012700","","","","",""
"21082025","0","","HONDA","EVP4","0","0.78","2","SANT BOI DE LLOBREGAT","B","B","21082025","08830","X","","B00","08200","S BOI DE LLOB","4.20","A1","","1","2","120","293","L3e","","63","0400","BEV","007200","","","","",""
"21082025","0","","VELCA","ONE","0","1.35","2","ABLANEDA (CORBERA)","O","M","21082025","33416","D","","B00","33020","CORVERA DE ASTURIAS","7.00","A1","","A","2","103","300","L3e","","60","0400","BEV","013500","","","","",""
"21082025","0","","HONDA","EVP4","0","0.78","2","BARCELONA","B","B","21082025","08021","X","","B00","08019","BARCELONA","4.20","A1","","1","1","119","292","L3e","","63","0400","BEV","007200","","","","",""
"21082025","0","","LVNENG","LX08MAX","0","0.77","2","SAN FERNANDO DE HENARES","M","M","21082025","28830","X","","A01","28130","SAN FERNANDO HENARES","4.00","A1","","E3","01","84","255","L3e","ND","49","0400","BEV","009900","","","","",""
"21082025","0","","LVNENG","LX08MAX","0","0.77","2","SAN FERNANDO DE HENARES","M","M","21082025","28830","X","","A01","28130","SAN FERNANDO HENARES","4.00","A1","","E3","01","84","255","L3e","ND","49","0400","BEV","009900","","","","",""
"21082025","0","","LVNENG","LX08MAX","0","0.77","2","SAN FERNANDO DE HENARES","M","M","21082025","28830","X","","A01","28130","SAN FERNANDO HENARES","4.00","A1","","E3","01","84","255","L3e","ND","49","0400","BEV","009900","","","","",""
"21082025","0","","NEXTELECTRICMOTORS","NX PLUS","0","0.77","2","ALICANTE/ALACANT","A","A","21082025","03007","D","","B00","03014","ALICANTE","4.00","A1","","00","0","78","253","L3e","ND","28","0400","BEV","014600","","","","",""
"21082025","0","","SILENCE","S02","0","1.35","2","PALMAS DE GRAN CANARIA (","GC","GC","21082025","35012","D","","B00","35016","LAS PALMAS G C","7.00","A1","","0","2","105","330","L3e","","60","0400","BEV","012700","","","","",""
"21082025","0","","LVNENG","LX08MAX","0","0.77","2","SAN FERNANDO DE HENARES","M","M","21082025","28830","X","","A01","28130","SAN FERNANDO HENARES","4.00","A1","","E3","01","84","255","L3e","ND","49","0400","BEV","009900","","","","",""
"21082025","0","","SILENCE","S02","0","1.35","2","PALMAS DE GRAN CANARIA (","GC","GC","21082025","35007","D","","B00","35016","LAS PALMAS G C","7.00","A1","","0","2","105","330","L3e","","60","0400","BEV","012700","","","","",""
"21082025","0","","EFUN","PUSA90","0","1.07","2","DONOSTIA-SAN SEBASTIÁN","SS","AB","21082025","20018","D","","B00","20069","DONOSTIA","5.50","A1","","02","01","90","261","L3e","","43","0400","BEV","011300","","","","",""
"21082025","0","","ARENA","R30","0","0.77","2","PUERTOLLANO","CR","CR","21082025","13500","D","","B00","13071","PUERTOLLANO","4.00","A1","","2","0","88","254","L3e","ND","31","0400","BEV","007000","","","","",""
"21082025","0","","HONDA","EVP4","0","0.78","2","BARCELONA","B","B","21082025","08011","X","","B00","08019","BARCELONA","4.20","A1","","1","1","119","292","L3e","","63","0400","BEV","007200","","","","",""
"21082025","0","","LVNENG","LX08MAX","0","0.77","2","SAN FERNANDO DE HENARES","M","M","21082025","28830","X","","A01","28130","SAN FERNANDO HENARES","4.00","A1","","E3","01","84","255","L3e","ND","49","0400","BEV","009900","","","","",""
"21082025","0","","HONDA","EVP4","0","0.78","2","BADALONA","B","B","21082025","08918","X","","B00","08015","BADALONA","4.20","A1","","1","2","120","293","L3e","","63","0400","BEV","007200","","","","",""
"21082025","0","","FELQ","FW03","0","0.58","2","VALLADOLID","VA","VA","21082025","47012","X","","B00","47186","VALLADOLID","3.00","A1","","000","00","67","252","L3e","ND","52","0400","BEV","010400","","","","",""
