FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,POTENCIA_ITV,NUM_PLAZAS,LOCALIDAD_VEHICULO,COD_PROVINCIA_VEH,COD_PROVINCIA_MAT,FEC_TRAMITE,CODIGO_POSTAL,PERSONA_FISICA_JURIDICA,CODIGO_ITV,SERVICIO,COD_MUNICIPIO_INE_VEH,MUNICIPIO,KW_ITV,TIPO_CARNET,TIPO_ITV,VARIANTE_ITV,VERSION_ITV,MASA_ORDEN_MARCHA_ITV,MASA_MAXIMA_TECNICA_ITV,CATEGORIA_HOMOLOGACION_EUROPEA_ITV,CARROCERIA,CONSUMO_WH_KM_ITV,CLASIFICACION_REGLAMENTO_VEHICULOS_ITV,CATEGORIA_VEHICULO_ELECTRICO,AUTONOMIA_VEHICULO_ELECTRICO,MARCA_VEHICULO_BASE,FABRICANTE_VEHICULO_BASE,TIPO_VEHICULO_BASE,VARIANTE_VEHICULO_BASE,VERSION_VEHICULO_BASE
"13012025","0","","SILENCE","S02","0","1.35","1","SAN FERNANDO DE HENARES","M","M","13012025","28830","X","","A01","28130","SAN FERNANDO HENARES","7.00","A1","","0","1","105","330","L3e","","60","0400","BEV","012700","","","","",""
"13012025","0","","NEXT","MOJITO","0","0.67","2","VIGO","PO","A","13012025","36205","D","","B00","36057","VIGO","3.50","A1","","EE","00","87","261","L3e","ND","31","0400","BEV","011400","","","","",""
"13012025","0","","SILENCE","S02","0","1.35","1","SAN FERNANDO DE HENARES","M","M","13012025","28830","X","","A01","28130","SAN FERNANDO HENARES","7.00","A1","","0","1","105","330","L3e","","60","0400","BEV","012700","","","","",""
"13012025","0","","SILENCE","S02","0","1.35","1","SAN FERNANDO DE HENARES","M","M","13012025","28830","X","","A01","28130","SAN FERNANDO HENARES","7.00","A1","","0","1","105","330","L3e","","60","0400","BEV","012700","","","","",""
"13012025","0","","SILENCE","S02","0","1.35","1","SAN FERNANDO DE HENARES","M","M","13012025","28830","X","","A01","28130","SAN FERNANDO HENARES","7.00","A1","","0","1","105","330","L3e","","60","0400","BEV","012700","","","","",""
"13012025","0","","SILENCE","SEAT MÓ ESCOOTER 125","0","1.35","2","BADALONA","B","B","13012025","08911","D","","B00","08015","BADALONA","7.00","A1","","6","2","111","320","L3e","","70","0400","BEV","013300","","","","",""
"13012025","0","","SILENCE","S01","0","1.35","2","SEVILLA","SE","SE","13012025","41009","D","","B00","41091","SEVILLA","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"13012025","0","","SILENCE","S02","0","1.35","1","SAN FERNANDO DE HENARES","M","M","13012025","28830","X","","A01","28130","SAN FERNANDO HENARES","7.00","A1","","0","1","105","330","L3e","","60","0400","BEV","012700","","","","",""
"13012025","0","","SILENCE","S02","0","1.35","1","SAN FERNANDO DE HENARES","M","M","13012025","28830","X","","A01","28130","SAN FERNANDO HENARES","7.00","A1","","0","1","105","330","L3e","","60","0400","BEV","012700","","","","",""
"13012025","0","","SILENCE","S01","0","1.35","2","TRES CANTOS","M","M","13012025","28760","D","","B00","28903","TRES CANTOS","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
