FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"24082026","0","","HONDA","PCX 125","Santa Cruz de Tenerife","Canarias","125"
"24082026","0","","EFUN","LION","Girona","Cataluña","125"
"24082026","0","","PIAGGIO","MEDLEY 125","Granada","Andalucía","125"
"24082026","0","","SUZUKI","AVENIS 125","Asturias","Principado de Asturias","124"
"24082026","0","","ZONTES","125X","Cádiz","Andalucía","125"
"24082026","0","","VOGE","R125","Ávila","Castilla y León","125"
"24082026","0","","YAMAHA","NMAX 125","Santa Cruz de Tenerife","Canarias","125"
"24082026","0","","CYCLONE","RT3S","Santa Cruz de Tenerife","Canarias","289"
"24082026","0","","ZAIRON","ZS1","Granada","Andalucía","125"
"24082026","0","","YAMAHA","RayZR 125","Lleida","Cataluña","125"
"24082026","0","","BENDA","NAPOLEON","Coruña (A)","Galicia","476"
"24082026","0","","VOGE","SR1","Málaga","Andalucía","125"
"24082026","0","","HONDA","PCX 125","Santa Cruz de Tenerife","Canarias","125"
"24082026","0","","YAMAHA","NMAX 125","Jaén","Andalucía","125"
"24082026","0","","SYM","CRUISYM 125 TCS E5+","Pontevedra","Galicia","124"
"24082026","0","","HONDA","FORZA125","Madrid","Comunidad de Madrid","125"
"24082026","0","","SYM","JET 14","Barcelona","Cataluña","125"
"24082026","0","","YAMAHA","XSR-900","Santa Cruz de Tenerife","Canarias","890"
"24082026","0","","HONDA","PCX 125","Madrid","Comunidad de Madrid","125"
"24082026","0","","HONDA","ST125A","Melilla","Melilla","124"
"24082026","0","","ZONTES","125X","Sevilla","Andalucía","125"
"24082026","0","","ZONTES","125X","Cádiz","Andalucía","125"
"24082026","0","","KOVE","KOVE 800 X PRO 2026","Barcelona","Cataluña","799"
"24082026","0","","HONDA","GB350S","Madrid","Comunidad de Madrid","348"
"24082026","0","","KAWASAKI","Z900","Asturias","Principado de Asturias","948"
"24082026","0","","QJMOTOR","SRT 900 S","Córdoba","Andalucía","904"
"24082026","0","","ZONTES","368E","Madrid","Comunidad de Madrid","368"
"24082026","0","","HONDA","PCX 125","Málaga","Andalucía","125"
"24082026","0","","ROYAL ENFIELD","SUPER METEOR 650","Cádiz","Andalucía","648"
"24082026","0","","KOVE","450 RALLY 2026","Murcia","Región de Murcia","449"
"24082026","0","","KYMCO","DTX","Cádiz","Andalucía","124"
"24082026","0","","YAMAHA","RayZR 125","Illes Balears","Illes Balears","125"
"24082026","0","","KYMCO","SKYTOWN 125","Asturias","Principado de Asturias","125"
"24082026","0","","ZONTES","125X","Valencia/València","Comunidad Valenciana","125"
"24082026","0","","YAMAHA","TMAX 560","Barcelona","Cataluña","562"
"24082026","0","","YAMAHA","XMAX 125","Pontevedra","Galicia","125"
"24082026","0","","VOGE","DS525X","Málaga","Andalucía","494"
"24082026","0","","HONDA","PCX 125","Palmas (Las)","Canarias","125"
"24082026","0","","HONDA","SH125i","Barcelona","Cataluña","125"
"24082026","0","","ZONTES","125X","Málaga","Andalucía","125"
"24082026","0","","ZONTES","368G","Málaga","Andalucía","368"
"24082026","0","","ZONTES","125X","Cantabria","Cantabria","125"
"24082026","0","","ZONTES","ZT125-Z2","Málaga","Andalucía","125"
"24082026","0","","ZONTES","368G","Asturias","Principado de Asturias","368"
"24082026","0","","KYMCO","SUPER DINK GT 125 E5+","Pontevedra","Galicia","124"
"24082026","0","","HONDA","SH Mode 125","Valladolid","Castilla y León","125"
"24082026","0","","HONDA","PCX 125","Huesca","Aragón","125"
"24082026","0","","VOGE","SR1","Teruel","Aragón","125"
"24082026","0","","HONDA","SH125i","Madrid","Comunidad de Madrid","125"
"24082026","0","","HONDA","ADV 350","Barcelona","Cataluña","330"
"24082026","0","","ZONTES","125X","Cádiz","Andalucía","125"
"24082026","0","","HONDA","ADV 350","Barcelona","Cataluña","330"
"24082026","0","","ZONTES","125X","Girona","Cataluña","125"
"24082026","0","","ZONTES","125X","Illes Balears","Illes Balears","125"
