MARCA_ITV,COUNT
"AJP",2
"ANDES",1
"APRILIA",231
"BAJAJ",99
"BENDA",77
"BENELLI",92
"BETA",30
"BMW",576
"BRIXTON",10
"BSA",13
"CFMOTO",415
"CYCLONE",148
"DAYANG",1
"DUCATI",135
"EFUN",49
"FANTIC MOTOR",8
"GASGAS",4
"HARLEY-DAVIDSON",35
"HERO MOTOCORP",49
"HONDA",3979
"HUSQVARNA",50
"INDIAN",22
"ITALJET",4
"JIAJUE",6
"JYMOTO",1
"KAWASAKI",403
"KEEWAY",287
"KOVE",275
"KRC",18
"KTM",300
"KYMCO",1055
"LAMBRETTA",32
"LEONART",9
"LETBE",99
"LINHAI",3
"MACBOR",146
"MALAGUTI",1
"MALCOR IBERICA",1
"MARSHAL MOTO",11
"MH MOTORCYCLES",113
"MITT",183
"MONKEY BIKES",8
"MONTESA",2
"MORBIDELLI",89
"MOTO GUZZI",23
"MOTO MORINI",53
"MOTORBIKE",1
"MOTRON MOTORRAD",1
"MTR BIKES",4
"MV AGUSTA",3
"NEXT",36
"ORCAL",1
"PEUGEOT",192
"PIAGGIO",459
"QJMOTOR",679
"REDMOTO",9
"RIEJU",258
"ROMET",1
"ROYAL ALLOY",2
"ROYAL ENFIELD",82
"SCORPA",9
"SENKE",1
"SHARMAX",6
"SHERCO",46
"SUZUKI",343
"SWM",8
"SYM",1136
"TM MOTO",1
"TRIUMPH",183
"TRS",5
"TVS",4
"UM",1
"VENT S.R.L.",2
"VOGE",1011
"WOTTAN",3
"YAMAHA",2787
"YIBEN",1
"ZAIRON",23
"ZNEN",5
"ZONTES",3527
"ZXMOTO",16
