FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"25082026","0","","HONDA","CBR600R3","Valencia/València","Comunidad Valenciana","599"
"25082026","0","","SHERCO","300 SE-R","Huelva","Andalucía","293"
"25082026","0","","HONDA","SH125i","Cádiz","Andalucía","125"
"25082026","0","","ZONTES","125X","Álava/Araba","País Vasco","125"
"25082026","0","","YAMAHA","XTZ 700 Tenere","Granada","Andalucía","689"
"25082026","0","","HONDA","PCX 125","Palmas (Las)","Canarias","125"
"25082026","0","","SYM","JET 14","Valencia/València","Comunidad Valenciana","125"
"25082026","0","","HONDA","PCX 125","Málaga","Andalucía","125"
"25082026","0","","SYM","JET X","Alicante/Alacant","Comunidad Valenciana","125"
"25082026","0","","BMW","R 12 G/S","Madrid","Comunidad de Madrid","1170"
"25082026","0","","YAMAHA","NMAX 125","Málaga","Andalucía","125"
"25082026","0","","ZONTES","368G","Barcelona","Cataluña","368"
"25082026","0","","KYMCO","SUPER DINK GT 125 E5+","Ourense","Galicia","124"
"25082026","0","","YAMAHA","XTZ 700 Tenere","Cuenca","Castilla-La Mancha","689"
"25082026","0","","DUCATI","SCRAMBLER FULL THROTTL","Valencia/València","Comunidad Valenciana","803"
"25082026","0","","YAMAHA","NMAX 125","Illes Balears","Illes Balears","125"
"25082026","0","","YAMAHA","Tracer 9 GT","Cantabria","Cantabria","890"
"25082026","0","","KYMCO","DTX","Tarragona","Cataluña","321"
"25082026","0","","ZONTES","125X","Zaragoza","Aragón","125"
"25082026","0","","YAMAHA","XMAX 125","Barcelona","Cataluña","125"
"25082026","0","","HONDA","PCX 125","Barcelona","Cataluña","125"
"25082026","0","","BMW","C 400 GT","Málaga","Andalucía","350"
"25082026","0","","KEEWAY","ICON 125 S","Huesca","Aragón","124"
"25082026","0","","KYMCO","SUPER DINK GT 125 E5+","Madrid","Comunidad de Madrid","124"
"25082026","0","","BMW","R 1300 RT","Madrid","Comunidad de Madrid","1300"
