FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"20082026","0","","KEEWAY","VIESTE 125","Ourense","Galicia","125"
"20082026","0","","YAMAHA","RayZR 125","Barcelona","Cataluña","125"
"20082026","0","","HONDA","PCX 125","Cádiz","Andalucía","125"
"20082026","0","","SUZUKI","GSX-R125","Santa Cruz de Tenerife","Canarias","124"
"20082026","0","","HONDA","NC 750 X","Navarra","Comunidad Foral de Navarra","745"
"20082026","0","","BENELLI","TRK 902 X","Madrid","Comunidad de Madrid","904"
"20082026","0","","YAMAHA","NMAX 125","Málaga","Andalucía","125"
"20082026","0","","HONDA","CB650RA","Málaga","Andalucía","649"
"20082026","0","","HONDA","SH Mode 125","Málaga","Andalucía","125"
"20082026","0","","BMW","R 1300 GS ADVENTURE","Cádiz","Andalucía","1300"
"20082026","0","","ZONTES","125X","Barcelona","Cataluña","125"
"20082026","0","","CFMOTO","DUAL250","Valladolid","Castilla y León","249"
"20082026","0","","YAMAHA","XMAX 125","Cádiz","Andalucía","125"
"20082026","0","","CFMOTO","450MT","Sevilla","Andalucía","449"
"20082026","0","","QJMOTOR","SRK 800","Zaragoza","Aragón","778"
"20082026","0","","YAMAHA","NMAX 125","Sevilla","Andalucía","125"
"20082026","0","","ZONTES","368D","Tarragona","Cataluña","368"
"20082026","0","","KYMCO","SUPER DINK GT 125 E5+","Córdoba","Andalucía","124"
"20082026","0","","YAMAHA","NMAX 125","Valencia/València","Comunidad Valenciana","125"
"20082026","0","","BMW","F 900 XR","Asturias","Principado de Asturias","895"
"20082026","0","","ZONTES","125X","Cádiz","Andalucía","125"
"20082026","0","","HONDA","ADV 350","Madrid","Comunidad de Madrid","330"
"20082026","0","","HERO MOTOCORP","XOOM 125R ZX","Castellón/Castelló","Comunidad Valenciana","125"
"20082026","0","","HUSQVARNA","HUSQVARNA TE 300","Bizkaia","País Vasco","293"
"20082026","0","","HONDA","CB750 Hornet","Madrid","Comunidad de Madrid","755"
"20082026","0","","SYM","FUGUE 125 ABS TOP CASE","Cádiz","Andalucía","124"
"20082026","0","","QJMOTOR","SRT 600 SX E5+","Córdoba","Andalucía","554"
"20082026","0","","HONDA","SH Mode 125","Barcelona","Cataluña","125"
"20082026","0","","ZONTES","368G","Girona","Cataluña","368"
"20082026","0","","KAWASAKI","Z900","Cádiz","Andalucía","948"
"20082026","0","","ZONTES","125X","Almería","Andalucía","125"
"20082026","0","","HONDA","CB500FAC","Gipuzkoa","País Vasco","471"
"20082026","0","","SYM","JOYMAX Z 300 E5+","Alicante/Alacant","Comunidad Valenciana","278"
"20082026","0","","ZONTES","125X","Málaga","Andalucía","125"
"20082026","0","","ZONTES","368K","Valladolid","Castilla y León","368"
"20082026","0","","KTM","KTM 125 DUKE","Badajoz","Extremadura","125"
"20082026","0","","ZONTES","125X","Madrid","Comunidad de Madrid","125"
"20082026","0","","QJMOTOR","SRT 600 SX E5+","Navarra","Comunidad Foral de Navarra","554"
"20082026","0","","HONDA","CBR500","Barcelona","Cataluña","471"
"20082026","0","","HONDA","PCX 125","Barcelona","Cataluña","125"
"20082026","0","","BAJAJ","PULSAR NS 200","Barcelona","Cataluña","200"
"20082026","0","","SYM","ADX 125 LC TCS E5+","Alicante/Alacant","Comunidad Valenciana","125"
"20082026","0","","HONDA","PCX 125","Madrid","Comunidad de Madrid","125"
"20082026","0","","HONDA","PCX 125","Valencia/València","Comunidad Valenciana","125"
"20082026","0","","ZONTES","125X","Málaga","Andalucía","125"
"20082026","0","","ZONTES","125X","Albacete","Castilla-La Mancha","125"
"20082026","0","","MACBOR","MONTANA XR5 510 E5+","Girona","Cataluña","498"
"20082026","0","","ZONTES","125C","Badajoz","Extremadura","125"
"20082026","0","","ZONTES","125X","Almería","Andalucía","125"
"20082026","0","","ZONTES","125C","Lugo","Galicia","125"
"20082026","0","","YAMAHA","TMAX 560","Navarra","Comunidad Foral de Navarra","562"
"20082026","0","","ZONTES","703RR","Málaga","Andalucía","699"
"20082026","0","","HONDA","CB650RA","Cantabria","Cantabria","649"
"20082026","0","","KTM","KTM 890 SM T","Granada","Andalucía","889"
"20082026","0","","HONDA","SH125i","Asturias","Principado de Asturias","125"
"20082026","0","","MH MOTORCYCLES","VR10","Jaén","Andalucía","124"
"20082026","0","","ZAIRON","ZS2","Asturias","Principado de Asturias","125"
"20082026","0","","HONDA","NT1100","Asturias","Principado de Asturias","1084"
"20082026","0","","VOGE","DS525X","Santa Cruz de Tenerife","Canarias","494"
"20082026","0","","ZONTES","125X","Pontevedra","Galicia","125"
"20082026","0","","YAMAHA","NMAX 125","Cádiz","Andalucía","125"
"20082026","0","","ZONTES","125X","Cantabria","Cantabria","125"
"20082026","0","","HONDA","ADV 750","Bizkaia","País Vasco","745"
"20082026","0","","HONDA","ADV 750","Tarragona","Cataluña","745"
"20082026","0","","QJMOTOR","FORT 125 N E5+","Valencia/València","Comunidad Valenciana","125"
"20082026","0","","HONDA","PCX 125","Valencia/València","Comunidad Valenciana","125"
"20082026","0","","VOGE","625DSX","Málaga","Andalucía","581"
"20082026","0","","ZONTES","125X","Córdoba","Andalucía","125"
"20082026","0","","YAMAHA","NMAX 125","Granada","Andalucía","125"
"20082026","0","","ROYAL ENFIELD","GUERRILLA 450","Palmas (Las)","Canarias","452"
"20082026","0","","HONDA","ADV 750","Cádiz","Andalucía","745"
"20082026","0","","ZONTES","125X","Barcelona","Cataluña","125"
"20082026","0","","YAMAHA","NMAX 125","Palmas (Las)","Canarias","125"
"20082026","0","","MACBOR","MONTANA XR1 125 EVO","Girona","Cataluña","124"
"20082026","0","","HONDA","XL750 Transalp","Rioja (La)","La Rioja","755"
"20082026","0","","SYM","JET 14","Málaga","Andalucía","125"
"20082026","0","","TRIUMPH","TIGER 900 ALPINE EDITI","Palmas (Las)","Canarias","888"
"20082026","0","","HONDA","SH125i","Santa Cruz de Tenerife","Canarias","125"
"20082026","0","","ZONTES","ZT125-G1","Girona","Cataluña","125"
"20082026","0","","ZONTES","368G","Castellón/Castelló","Comunidad Valenciana","368"
"20082026","0","","ZONTES","368G","Murcia","Región de Murcia","368"
"20082026","0","","BAJAJ","PULSAR NS 125","Barcelona","Cataluña","124"
"20082026","0","","YAMAHA","MT-07","Cádiz","Andalucía","689"
"20082026","0","","YAMAHA","TMAX 560","Madrid","Comunidad de Madrid","562"
"20082026","0","","HONDA","PCX 125","Murcia","Región de Murcia","125"
"20082026","0","","SUZUKI","ADDRESS 125","Asturias","Principado de Asturias","124"
"20082026","0","","KYMCO","XCITING VS 400","Córdoba","Andalucía","400"
"20082026","0","","HONDA","SH125i","Zaragoza","Aragón","125"
"20082026","0","","MV AGUSTA","TURISMO VELOCE LUSSO","Ávila","Castilla y León","798"
"20082026","0","","MOTO MORINI","X-CAPE 1200","Cádiz","Andalucía","1187"
"20082026","0","","ZONTES","125X","Madrid","Comunidad de Madrid","125"
"20082026","0","","RIEJU","NKD 125","Girona","Cataluña","124"
"20082026","0","","HONDA","PCX 125","Madrid","Comunidad de Madrid","125"
"20082026","0","","ZONTES","125X","Gipuzkoa","País Vasco","125"
"20082026","0","","PEUGEOT","KISBEE M","Asturias","Principado de Asturias","125"
"20082026","0","","KOVE","KOVE 800 X GT","Girona","Cataluña","799"
"20082026","0","","YAMAHA","TRICITY 125","Barcelona","Cataluña","125"
"20082026","0","","SUZUKI","GSX-R125","Cádiz","Andalucía","124"
"20082026","0","","HONDA","PCX 125","Illes Balears","Illes Balears","125"
"20082026","0","","KAWASAKI","VERSYS 650","Pontevedra","Galicia","649"
"20082026","0","","HONDA","PCX 125","Granada","Andalucía","125"
"20082026","0","","HONDA","ADV 350","Illes Balears","Illes Balears","330"
"20082026","0","","YAMAHA","XMAX 125","Valencia/València","Comunidad Valenciana","125"
"20082026","0","","KTM","KTM 300 EXC","Málaga","Andalucía","293"
"20082026","0","","MITT","EMPEROR","Sevilla","Andalucía","125"
"20082026","0","","HONDA","SH Mode 125","Barcelona","Cataluña","125"
"20082026","0","","ZONTES","368G","Barcelona","Cataluña","368"
"20082026","0","","APRILIA","SR GT 200","Málaga","Andalucía","174"
"20082026","0","","ZONTES","125X","Cantabria","Cantabria","125"
"20082026","0","","ZONTES","125X","Granada","Andalucía","125"
"20082026","0","","YAMAHA","MT-09","Málaga","Andalucía","890"
"20082026","0","","VOGE","DS800X RALLY","Cádiz","Andalucía","798"
"20082026","0","","HONDA","PCX 125","Santa Cruz de Tenerife","Canarias","125"
"20082026","0","","HONDA","VISION 110","Girona","Cataluña","109"
"20082026","0","","SYM","ADX 125 LC TCS E5+","Zaragoza","Aragón","125"
