FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"19082026","0","","ZONTES","ZT125-U","Illes Balears","Illes Balears","125"
"19082026","0","","ZONTES","368M","Albacete","Castilla-La Mancha","368"
"19082026","0","","KAWASAKI","KLE500","Sevilla","Andalucía","451"
"19082026","0","","BAJAJ","PULSAR NS 125","Valencia/València","Comunidad Valenciana","124"
"19082026","0","","ZONTES","125X","Jaén","Andalucía","125"
"19082026","0","","KYMCO","SUPER DINK GT","Asturias","Principado de Asturias","321"
"19082026","0","","HONDA","CBF 125","Álava/Araba","País Vasco","125"
"19082026","0","","QJMOTOR","ATR 125 E5+","Cádiz","Andalucía","125"
"19082026","0","","BMW","C 400 GT","Palmas (Las)","Canarias","350"
"19082026","0","","SYM","SYMPHONY 125","Illes Balears","Illes Balears","125"
"19082026","0","","BENELLI","BN125","Badajoz","Extremadura","125"
"19082026","0","","ZONTES","125X","Barcelona","Cataluña","125"
"19082026","0","","SYM","SYMPHONY 125","Valladolid","Castilla y León","125"
"19082026","0","","SYM","SYMPHONY 125","Girona","Cataluña","125"
"19082026","0","","ZONTES","125X","Girona","Cataluña","125"
"19082026","0","","KEEWAY","XDV 125 EVO PRO","Cádiz","Andalucía","125"
"19082026","0","","KYMCO","PEOPLE S 125 E5+","Girona","Cataluña","125"
"19082026","0","","SYM","SYMPHONY 125","Asturias","Principado de Asturias","125"
"19082026","0","","ZONTES","125X","Alicante/Alacant","Comunidad Valenciana","125"
"19082026","0","","HONDA","ADV 750","Valencia/València","Comunidad Valenciana","745"
"19082026","0","","YAMAHA","NMAX 125","Madrid","Comunidad de Madrid","125"
"19082026","0","","HONDA","FORZA125","Ceuta","Ceuta","125"
"19082026","0","","ZONTES","125X","Granada","Andalucía","125"
"19082026","0","","KAWASAKI","NINJA 500","Palmas (Las)","Canarias","451"
"19082026","0","","YAMAHA","XMAX 300","Jaén","Andalucía","292"
"19082026","0","","PIAGGIO","VESPA PRIMAVERA 125","Cádiz","Andalucía","124"
"19082026","0","","HERO MOTOCORP","HUNK 440","Sevilla","Andalucía","440"
"19082026","0","","KYMCO","AGILITY NX 125","Asturias","Principado de Asturias","125"
"19082026","0","","MITT","125 DESERT","Cádiz","Andalucía","125"
"19082026","0","","ZONTES","125X","Murcia","Región de Murcia","125"
"19082026","0","","KEEWAY","ICON 125 S","Badajoz","Extremadura","124"
"19082026","0","","ZONTES","125X","Gipuzkoa","País Vasco","125"
"19082026","0","","ZONTES","703RR","Albacete","Castilla-La Mancha","699"
"19082026","0","","ZONTES","125X","Illes Balears","Illes Balears","125"
"19082026","0","","ZONTES","ZT125-G1","Cáceres","Extremadura","125"
"19082026","0","","ZONTES","125X","Pontevedra","Galicia","125"
"19082026","0","","ZONTES","368G","Ávila","Castilla y León","368"
"19082026","0","","KYMCO","AGILITY S","Madrid","Comunidad de Madrid","125"
"19082026","0","","VOGE","DS800X RALLY","Cantabria","Cantabria","798"
"19082026","0","","ZONTES","125X","Valladolid","Castilla y León","125"
"19082026","0","","SYM","SYMPHONY 125","Girona","Cataluña","125"
"19082026","0","","QJMOTOR","SRV 125 E5+","Santa Cruz de Tenerife","Canarias","125"
"19082026","0","","KOVE","KOVE 625 X","Pontevedra","Galicia","581"
"19082026","0","","YAMAHA","NMAX 125","Asturias","Principado de Asturias","125"
"19082026","0","","VOGE","DS800X RALLY","Badajoz","Extremadura","798"
"19082026","0","","CFMOTO","675NK","Huelva","Andalucía","674"
"19082026","0","","HONDA","SH Mode 125","Gipuzkoa","País Vasco","125"
"19082026","0","","ZONTES","125E","Teruel","Aragón","125"
"19082026","0","","BMW","F 900 R","Valencia/València","Comunidad Valenciana","895"
"19082026","0","","SYM","ADX 300 TCS","Sevilla","Andalucía","278"
"19082026","0","","KYMCO","SKYTOWN 125","Bizkaia","País Vasco","125"
"19082026","0","","ZONTES","ZT125-U","Palmas (Las)","Canarias","125"
"19082026","0","","ZONTES","125X","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","QJMOTOR","SQ-350","Girona","Cataluña","330"
"19082026","0","","YAMAHA","MT-07","Albacete","Castilla-La Mancha","689"
"19082026","0","","ZONTES","125X","Illes Balears","Illes Balears","125"
"19082026","0","","KEEWAY","XDV 125 EVO PRO","Badajoz","Extremadura","125"
"19082026","0","","KOVE","KOVE 800 X GT","Valencia/València","Comunidad Valenciana","799"
"19082026","0","","YAMAHA","XMAX 125","Palmas (Las)","Canarias","125"
"19082026","0","","ZONTES","125X","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","ZONTES","125X","Málaga","Andalucía","125"
"19082026","0","","ZONTES","125E","Sevilla","Andalucía","125"
"19082026","0","","LETBE","HJ125T-5B","Alicante/Alacant","Comunidad Valenciana","125"
"19082026","0","","ZONTES","125X","Girona","Cataluña","125"
"19082026","0","","YAMAHA","XMAX 125","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","HONDA","CB750 Hornet","Murcia","Región de Murcia","755"
"19082026","0","","ZONTES","125X","Cádiz","Andalucía","125"
"19082026","0","","YAMAHA","TRACER 700","Alicante/Alacant","Comunidad Valenciana","689"
"19082026","0","","ZONTES","125X","Málaga","Andalucía","125"
"19082026","0","","ZONTES","703T","Valencia/València","Comunidad Valenciana","699"
"19082026","0","","ZONTES","ZT125-G1","Alicante/Alacant","Comunidad Valenciana","125"
"19082026","0","","QJMOTOR","SRT 450 RX","Granada","Andalucía","450"
"19082026","0","","PIAGGIO","VESPA PRIMAVERA 125","Alicante/Alacant","Comunidad Valenciana","124"
"19082026","0","","SYM","JET X","Illes Balears","Illes Balears","125"
"19082026","0","","QJMOTOR","SRT 450 RX","Asturias","Principado de Asturias","450"
"19082026","0","","HONDA","FORZA 350","Santa Cruz de Tenerife","Canarias","330"
"19082026","0","","ZONTES","368G","Palmas (Las)","Canarias","368"
"19082026","0","","ZONTES","125X","Barcelona","Cataluña","125"
"19082026","0","","ZONTES","125X","Girona","Cataluña","125"
"19082026","0","","YAMAHA","NMAX 125","Asturias","Principado de Asturias","125"
"19082026","0","","HONDA","GB350S","Illes Balears","Illes Balears","348"
"19082026","0","","MH MOTORCYCLES","VRT","Navarra","Comunidad Foral de Navarra","124"
"19082026","0","","ZONTES","125X","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","TRIUMPH","SPEED 400","Madrid","Comunidad de Madrid","398"
"19082026","0","","KYMCO","AGILITY NX 125","Madrid","Comunidad de Madrid","125"
"19082026","0","","PIAGGIO","MEDLEY 125","Granada","Andalucía","125"
"19082026","0","","SYM","JET 14","Girona","Cataluña","125"
"19082026","0","","ZONTES","125X","Sevilla","Andalucía","125"
"19082026","0","","YAMAHA","TMAX 560","Illes Balears","Illes Balears","562"
"19082026","0","","MITT","IBIZA","Castellón/Castelló","Comunidad Valenciana","125"
"19082026","0","","HONDA","CBF 125","Córdoba","Andalucía","125"
"19082026","0","","HONDA","GB350S","Ceuta","Ceuta","348"
"19082026","0","","SYM","JET 14","Santa Cruz de Tenerife","Canarias","125"
"19082026","0","","HONDA","PCX 125","Illes Balears","Illes Balears","125"
"19082026","0","","VOGE","DS900X","Granada","Andalucía","895"
"19082026","0","","QJMOTOR","SRK 125 R E5+","Barcelona","Cataluña","125"
"19082026","0","","HONDA","FORZA125","Illes Balears","Illes Balears","125"
"19082026","0","","KYMCO","SUPER DINK GT 125 E5+","Girona","Cataluña","124"
"19082026","0","","PIAGGIO","VESPA PRIMAVERA 125","Pontevedra","Galicia","124"
"19082026","0","","HONDA","PCX 125","Madrid","Comunidad de Madrid","125"
"19082026","0","","ZONTES","125X","Albacete","Castilla-La Mancha","125"
"19082026","0","","KYMCO","AGILITY NX 125","Madrid","Comunidad de Madrid","125"
"19082026","0","","ZONTES","125X","Navarra","Comunidad Foral de Navarra","125"
"19082026","0","","ZONTES","125X","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","HONDA","CRF 300 L","Asturias","Principado de Asturias","286"
"19082026","0","","VOGE","SR1ADV","Badajoz","Extremadura","125"
"19082026","0","","CFMOTO","DUAL250","Albacete","Castilla-La Mancha","249"
"19082026","0","","CFMOTO","1000MT-X","Bizkaia","País Vasco","946"
"19082026","0","","VOGE","SR1","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","ZONTES","ZT125-G1","Lleida","Cataluña","125"
"19082026","0","","YAMAHA","MT-125","Girona","Cataluña","125"
"19082026","0","","BAJAJ","PULSAR NS 125","Madrid","Comunidad de Madrid","124"
"19082026","0","","ZONTES","125X","Almería","Andalucía","125"
"19082026","0","","HONDA","FORZA 750","Barcelona","Cataluña","745"
"19082026","0","","HONDA","PCX 125","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","YAMAHA","NMAX 125","Alicante/Alacant","Comunidad Valenciana","125"
"19082026","0","","ZONTES","125X","Gipuzkoa","País Vasco","125"
"19082026","0","","ZONTES","125X","Almería","Andalucía","125"
"19082026","0","","MH MOTORCYCLES","VRT","Barcelona","Cataluña","124"
"19082026","0","","KOVE","KOVE 350 RR","Badajoz","Extremadura","344"
"19082026","0","","RIEJU","NKD 125","Lleida","Cataluña","124"
"19082026","0","","APRILIA","SR GT 125","Palmas (Las)","Canarias","125"
"19082026","0","","HONDA","VISION 110","Cantabria","Cantabria","109"
"19082026","0","","ZONTES","125X","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","HONDA","CBF 125","Barcelona","Cataluña","125"
"19082026","0","","HONDA","PCX 125","Illes Balears","Illes Balears","125"
"19082026","0","","KYMCO","DTX","Asturias","Principado de Asturias","321"
"19082026","0","","ZONTES","703T","Valencia/València","Comunidad Valenciana","699"
"19082026","0","","ZONTES","125X","Murcia","Región de Murcia","125"
"19082026","0","","HUSQVARNA","HUSQVARNA TE 300","Córdoba","Andalucía","293"
"19082026","0","","YAMAHA","XMAX 125","Barcelona","Cataluña","125"
"19082026","0","","ZONTES","125X","Sevilla","Andalucía","125"
"19082026","0","","VOGE","R125","Coruña (A)","Galicia","125"
"19082026","0","","KYMCO","SKYTOWN 125","Alicante/Alacant","Comunidad Valenciana","125"
"19082026","0","","ZONTES","703T","Valencia/València","Comunidad Valenciana","699"
"19082026","0","","HONDA","CB1000SP","León","Castilla y León","1000"
"19082026","0","","HONDA","NC 750 X","Alicante/Alacant","Comunidad Valenciana","745"
"19082026","0","","SYM","JET X","Girona","Cataluña","125"
"19082026","0","","CYCLONE","RX2","Madrid","Comunidad de Madrid","124"
"19082026","0","","SYM","JET 14","Cádiz","Andalucía","125"
"19082026","0","","YAMAHA","RayZR 125","Madrid","Comunidad de Madrid","125"
"19082026","0","","HONDA","CBR600R3","Barcelona","Cataluña","599"
"19082026","0","","APRILIA","SR GT 125","Rioja (La)","La Rioja","125"
"19082026","0","","ZONTES","125X","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","KYMCO","SUPER DINK GT","Girona","Cataluña","321"
"19082026","0","","KYMCO","AGILITY NX 125","Madrid","Comunidad de Madrid","125"
"19082026","0","","ZONTES","125X","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","HONDA","SH125i","Alicante/Alacant","Comunidad Valenciana","125"
"19082026","0","","QJMOTOR","FORT 125 N E5+","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","QJMOTOR","SRT 450 RX","Zaragoza","Aragón","450"
"19082026","0","","QJMOTOR","ATR 125 E5+","Barcelona","Cataluña","125"
"19082026","0","","ZONTES","125X","Cantabria","Cantabria","125"
"19082026","0","","KYMCO","DTX","Cantabria","Cantabria","124"
"19082026","0","","YAMAHA","NMAX 125","Asturias","Principado de Asturias","125"
"19082026","0","","KYMCO","DTX","Palmas (Las)","Canarias","321"
"19082026","0","","YAMAHA","NMAX 125","Asturias","Principado de Asturias","125"
"19082026","0","","QJMOTOR","MTX 125 E5+","Bizkaia","País Vasco","125"
"19082026","0","","YAMAHA","NMAX 125","Asturias","Principado de Asturias","125"
"19082026","0","","YAMAHA","NMAX 125","Illes Balears","Illes Balears","125"
"19082026","0","","TRIUMPH","STREET TRIPLE 765 RX","Madrid","Comunidad de Madrid","765"
"19082026","0","","HERO MOTOCORP","X PULSE 200 4V","Albacete","Castilla-La Mancha","200"
"19082026","0","","YAMAHA","XMAX 125","Barcelona","Cataluña","125"
"19082026","0","","ZONTES","125X","Almería","Andalucía","125"
"19082026","0","","QJMOTOR","MTX 125 E5+","Alicante/Alacant","Comunidad Valenciana","125"
"19082026","0","","SCORPA","CITY CORP 125","Illes Balears","Illes Balears","125"
"19082026","0","","YAMAHA","RayZR 125","Asturias","Principado de Asturias","125"
"19082026","0","","YAMAHA","TRACER 700","Barcelona","Cataluña","689"
"19082026","0","","ZONTES","125C","Murcia","Región de Murcia","125"
"19082026","0","","HONDA","FORZA 350","Valencia/València","Comunidad Valenciana","330"
"19082026","0","","HONDA","ADV 350","Barcelona","Cataluña","330"
"19082026","0","","YAMAHA","RayZR 125","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","RIEJU","NKD 125","Barcelona","Cataluña","124"
"19082026","0","","QJMOTOR","SRK 125 S","Girona","Cataluña","125"
"19082026","0","","HONDA","PCX 125","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","VOGE","DS900X","Valladolid","Castilla y León","895"
"19082026","0","","QJMOTOR","SRT 900 SX","Álava/Araba","País Vasco","904"
"19082026","0","","VOGE","SR1","Pontevedra","Galicia","125"
"19082026","0","","ZONTES","368K","Barcelona","Cataluña","368"
"19082026","0","","ZONTES","125X","Girona","Cataluña","125"
"19082026","0","","APRILIA","RS 125","Barcelona","Cataluña","124"
"19082026","0","","QJMOTOR","ATR 125 E5+","Girona","Cataluña","125"
"19082026","0","","HONDA","VISION 110","Bizkaia","País Vasco","109"
"19082026","0","","HONDA","CB750 Hornet","Álava/Araba","País Vasco","755"
"19082026","0","","PIAGGIO","VESPA PRIMAVERA 125","Madrid","Comunidad de Madrid","124"
"19082026","0","","BENDA","NAPOLEON 125","Lleida","Cataluña","125"
"19082026","0","","KYMCO","PEOPLE S 125 E5+","Asturias","Principado de Asturias","125"
"19082026","0","","VOGE","R125","Barcelona","Cataluña","125"
"19082026","0","","HONDA","PCX 125","Cádiz","Andalucía","125"
"19082026","0","","TRIUMPH","TIGER SPORT 660","Cádiz","Andalucía","660"
"19082026","0","","YAMAHA","XMAX 125","Illes Balears","Illes Balears","125"
"19082026","0","","ZONTES","368G","Málaga","Andalucía","368"
"19082026","0","","VOGE","SR1","Palencia","Castilla y León","125"
"19082026","0","","ZONTES","368G","Barcelona","Cataluña","368"
"19082026","0","","SYM","JET 14","Zaragoza","Aragón","125"
"19082026","0","","SYM","JET 14","Girona","Cataluña","125"
"19082026","0","","YAMAHA","XMAX 300","Badajoz","Extremadura","292"
"19082026","0","","SYM","SYMPHONY 125","Illes Balears","Illes Balears","125"
"19082026","0","","KTM","KTM 390 ADVENTURE R","Barcelona","Cataluña","399"
"19082026","0","","KTM","KTM 350 EXC-F","Soria","Castilla y León","350"
"19082026","0","","YAMAHA","MT-125","Sevilla","Andalucía","125"
"19082026","0","","ZONTES","125X","Gipuzkoa","País Vasco","125"
"19082026","0","","YAMAHA","NMAX 125","Albacete","Castilla-La Mancha","125"
"19082026","0","","BENELLI","TRK 902","Girona","Cataluña","904"
"19082026","0","","MORBIDELLI","T125 X","Badajoz","Extremadura","124"
"19082026","0","","HONDA","CB 125 F","Valladolid","Castilla y León","124"
"19082026","0","","ZONTES","125X","Barcelona","Cataluña","125"
"19082026","0","","BAJAJ","PULSAR NS 125","Almería","Andalucía","124"
"19082026","0","","QJMOTOR","MTX 125 E5+","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","YAMAHA","NMAX 125","Barcelona","Cataluña","125"
"19082026","0","","BAJAJ","PULSAR NS 125","Barcelona","Cataluña","124"
"19082026","0","","CFMOTO","DUAL250","Sevilla","Andalucía","249"
"19082026","0","","LETBE","VELOCITY","Illes Balears","Illes Balears","125"
"19082026","0","","KOVE","450 RALLY 2026","Málaga","Andalucía","449"
"19082026","0","","HONDA","ADV 350","Valencia/València","Comunidad Valenciana","330"
"19082026","0","","HONDA","ADV 750","Palmas (Las)","Canarias","745"
"19082026","0","","SYM","JET X","Granada","Andalucía","125"
"19082026","0","","ZONTES","368G","Madrid","Comunidad de Madrid","368"
"19082026","0","","ZONTES","125C","Illes Balears","Illes Balears","125"
"19082026","0","","KYMCO","DTX","Santa Cruz de Tenerife","Canarias","321"
"19082026","0","","HONDA","ADV 350","Granada","Andalucía","330"
"19082026","0","","ZONTES","125X","Almería","Andalucía","125"
"19082026","0","","BAJAJ","PULSAR NS 125","Madrid","Comunidad de Madrid","124"
"19082026","0","","SUZUKI","GSX-S 1000","Navarra","Comunidad Foral de Navarra","999"
"19082026","0","","SYM","JET X","Barcelona","Cataluña","125"
"19082026","0","","BENELLI","TRK 902 X","Cantabria","Cantabria","904"
"19082026","0","","ZONTES","ZT125-Z2","Illes Balears","Illes Balears","125"
"19082026","0","","HONDA","ADV 750","Asturias","Principado de Asturias","745"
"19082026","0","","HONDA","PCX 125","Madrid","Comunidad de Madrid","125"
"19082026","0","","KYMCO","SUPER DINK GT 125 E5+","Madrid","Comunidad de Madrid","124"
"19082026","0","","QJMOTOR","SRV 125 E5+","Bizkaia","País Vasco","125"
"19082026","0","","ZONTES","368D","Córdoba","Andalucía","368"
"19082026","0","","ZONTES","368G","Zaragoza","Aragón","368"
"19082026","0","","KEEWAY","GEMMA","Guadalajara","Castilla-La Mancha","117"
"19082026","0","","VOGE","DS800X RALLY","Cádiz","Andalucía","798"
"19082026","0","","BMW","M 1000 XR","Madrid","Comunidad de Madrid","999"
"19082026","0","","HONDA","SH125i","Gipuzkoa","País Vasco","125"
"19082026","0","","HONDA","XL750 Transalp","Guadalajara","Castilla-La Mancha","755"
"19082026","0","","DUCATI","MULTISTRADA V2","Almería","Andalucía","890"
"19082026","0","","ZONTES","125X","Almería","Andalucía","125"
"19082026","0","","HONDA","SH125i","Gipuzkoa","País Vasco","125"
"19082026","0","","APRILIA","SR GT 125","Palmas (Las)","Canarias","125"
"19082026","0","","HONDA","ADV 750","Melilla","Melilla","745"
"19082026","0","","HONDA","PCX 125","Granada","Andalucía","125"
"19082026","0","","KYMCO","DTX","León","Castilla y León","124"
"19082026","0","","MOTO MORINI","X-CAPE 1200","Sevilla","Andalucía","1187"
"19082026","0","","BMW","R 1300 R","Burgos","Castilla y León","1300"
"19082026","0","","ZONTES","125X","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","YAMAHA","RayZR 125","Cuenca","Castilla-La Mancha","125"
"19082026","0","","ZONTES","125X","Jaén","Andalucía","125"
"19082026","0","","VOGE","R125","Madrid","Comunidad de Madrid","125"
"19082026","0","","ZONTES","125X","Málaga","Andalucía","125"
"19082026","0","","VOGE","SR3","Valencia/València","Comunidad Valenciana","244"
"19082026","0","","YAMAHA","MT-07","Lugo","Galicia","689"
"19082026","0","","SYM","SYMPHONY 125","Santa Cruz de Tenerife","Canarias","125"
"19082026","0","","KAWASAKI","NINJA 125","Cantabria","Cantabria","125"
"19082026","0","","HONDA","CBR500","Bizkaia","País Vasco","471"
"19082026","0","","VOGE","DS800X RALLY","Santa Cruz de Tenerife","Canarias","798"
"19082026","0","","PEUGEOT","PULSION EVO","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","VOGE","DS800X RALLY","Cuenca","Castilla-La Mancha","798"
"19082026","0","","YAMAHA","XMAX 300","Santa Cruz de Tenerife","Canarias","292"
"19082026","0","","HONDA","CB750 Hornet","Tarragona","Cataluña","755"
"19082026","0","","ZONTES","125X","Cádiz","Andalucía","125"
"19082026","0","","HONDA","SH Mode 125","Lleida","Cataluña","125"
"19082026","0","","ZONTES","125X","Pontevedra","Galicia","125"
"19082026","0","","PIAGGIO","VESPA GTV","Asturias","Principado de Asturias","310"
"19082026","0","","HONDA","CBR500","Barcelona","Cataluña","471"
"19082026","0","","ZONTES","125X","Asturias","Principado de Asturias","125"
"19082026","0","","CYCLONE","RT2","Cantabria","Cantabria","289"
"19082026","0","","BMW","F 800 GS","Almería","Andalucía","895"
"19082026","0","","KEEWAY","XDV 125 EVO PRO","Cádiz","Andalucía","125"
"19082026","0","","CFMOTO","1000MT-X","Madrid","Comunidad de Madrid","946"
"19082026","0","","ZONTES","368D","Sevilla","Andalucía","368"
"19082026","0","","YAMAHA","NMAX 125","Illes Balears","Illes Balears","125"
"19082026","0","","KYMCO","AGILITY S","Alicante/Alacant","Comunidad Valenciana","125"
"19082026","0","","ZONTES","125X","Cádiz","Andalucía","125"
"19082026","0","","ZONTES","368G","Zaragoza","Aragón","368"
"19082026","0","","YAMAHA","XMAX 125","Palmas (Las)","Canarias","125"
"19082026","0","","KYMCO","AGILITY NX 125","Madrid","Comunidad de Madrid","125"
"19082026","0","","ZONTES","125X","Zaragoza","Aragón","125"
"19082026","0","","MITT","GT-S","Barcelona","Cataluña","125"
"19082026","0","","VOGE","DS800X RALLY","Granada","Andalucía","798"
"19082026","0","","PEUGEOT","TWEET FL 125 CC","Santa Cruz de Tenerife","Canarias","125"
"19082026","0","","ZONTES","125X","Pontevedra","Galicia","125"
"19082026","0","","ZONTES","125X","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","APRILIA","TUONO 457","Palmas (Las)","Canarias","457"
"19082026","0","","YAMAHA","NMAX 125","Albacete","Castilla-La Mancha","125"
"19082026","0","","KTM","KTM 125 DUKE","Santa Cruz de Tenerife","Canarias","125"
"19082026","0","","ZONTES","703T","Valencia/València","Comunidad Valenciana","699"
"19082026","0","","SYM","SYMPHONY 125","Girona","Cataluña","125"
"19082026","0","","KYMCO","DTX","Murcia","Región de Murcia","124"
"19082026","0","","ZONTES","125X","Tarragona","Cataluña","125"
"19082026","0","","TRIUMPH","SCRAMBLER 1200 XE","Castellón/Castelló","Comunidad Valenciana","1200"
"19082026","0","","HONDA","PCX 125","Santa Cruz de Tenerife","Canarias","125"
"19082026","0","","ZONTES","368G","Navarra","Comunidad Foral de Navarra","368"
"19082026","0","","KTM","KTM 390 ADVENTURE X","Girona","Cataluña","399"
"19082026","0","","YAMAHA","NMAX 125","Santa Cruz de Tenerife","Canarias","125"
"19082026","0","","SYM","ADX 300 TCS","Alicante/Alacant","Comunidad Valenciana","278"
"19082026","0","","YAMAHA","XTZ 700 Tenere","Barcelona","Cataluña","689"
"19082026","0","","YAMAHA","TMAX 560","Cantabria","Cantabria","562"
"19082026","0","","YAMAHA","MT-09","Valencia/València","Comunidad Valenciana","890"
"19082026","0","","KTM","KTM 125 ENDURO","Asturias","Principado de Asturias","125"
"19082026","0","","PIAGGIO","VESPA SPRINT 125","Almería","Andalucía","124"
"19082026","0","","YAMAHA","RayZR 125","Sevilla","Andalucía","125"
"19082026","0","","HONDA","XL750 Transalp","León","Castilla y León","755"
"19082026","0","","YAMAHA","XMAX 300","Valladolid","Castilla y León","292"
"19082026","0","","KAWASAKI","VERSYS 650","Granada","Andalucía","649"
"19082026","0","","VOGE","DS900X","Valencia/València","Comunidad Valenciana","895"
"19082026","0","","ZONTES","125X","Teruel","Aragón","125"
"19082026","0","","KAWASAKI","NINJA 500","Madrid","Comunidad de Madrid","451"
"19082026","0","","ZONTES","368G","Alicante/Alacant","Comunidad Valenciana","368"
"19082026","0","","VOGE","DS900X","Valencia/València","Comunidad Valenciana","895"
"19082026","0","","HONDA","MSX125A","Santa Cruz de Tenerife","Canarias","124"
"19082026","0","","SYM","JET 14","Girona","Cataluña","125"
"19082026","0","","TRIUMPH","BONNEVILLE SPEEDMASTER","Madrid","Comunidad de Madrid","1200"
"19082026","0","","SYM","JET 14","Barcelona","Cataluña","125"
"19082026","0","","VOGE","625DSX","Cádiz","Andalucía","581"
"19082026","0","","MITT","GT-S","Jaén","Andalucía","125"
"19082026","0","","HONDA","CB650RA","Barcelona","Cataluña","649"
"19082026","0","","VOGE","300RALLY","Sevilla","Andalucía","292"
"19082026","0","","ZONTES","125X","Barcelona","Cataluña","125"
"19082026","0","","ZONTES","368M","Palmas (Las)","Canarias","368"
"19082026","0","","YAMAHA","NMAX 125","Illes Balears","Illes Balears","125"
"19082026","0","","ROYAL ENFIELD","INTERCEPTOR BEAR 650","Bizkaia","País Vasco","648"
"19082026","0","","ZONTES","368G","Cantabria","Cantabria","368"
"19082026","0","","KOVE","450 RALLY 2026","Sevilla","Andalucía","449"
"19082026","0","","ZONTES","703T","Valencia/València","Comunidad Valenciana","699"
"19082026","0","","ZONTES","368G","Palmas (Las)","Canarias","368"
"19082026","0","","ZONTES","125X","Málaga","Andalucía","125"
"19082026","0","","PIAGGIO","VESPA GTS","Illes Balears","Illes Balears","310"
"19082026","0","","HONDA","NX500","Barcelona","Cataluña","471"
"19082026","0","","HUSQVARNA","HUSQVARNA 701 SUPERMOT","Albacete","Castilla-La Mancha","693"
"19082026","0","","KOVE","KOVE 625 X","Valencia/València","Comunidad Valenciana","581"
"19082026","0","","SYM","SYMPHONY 125","Girona","Cataluña","125"
"19082026","0","","PIAGGIO","VESPA PRIMAVERA 125","Zaragoza","Aragón","124"
"19082026","0","","KYMCO","SUPER DINK GT","Barcelona","Cataluña","321"
"19082026","0","","QJMOTOR","LTR 125 E5+","Santa Cruz de Tenerife","Canarias","125"
"19082026","0","","YAMAHA","MT-125","Valencia/València","Comunidad Valenciana","125"
"19082026","0","","ZONTES","125X","Barcelona","Cataluña","125"
"19082026","0","","ZONTES","368G","Sevilla","Andalucía","368"
"19082026","0","","SUZUKI","GSX-8S","Cádiz","Andalucía","776"
"19082026","0","","KYMCO","DTX","Albacete","Castilla-La Mancha","124"
"19082026","0","","YAMAHA","R7","Palmas (Las)","Canarias","689"
"19082026","0","","HONDA","PCX 125","Teruel","Aragón","125"
"19082026","0","","KYMCO","AGILITY NX 125","Jaén","Andalucía","125"
"19082026","0","","CYCLONE","RX600","Asturias","Principado de Asturias","550"
"19082026","0","","HONDA","NX500","Sevilla","Andalucía","471"
"19082026","0","","ZONTES","368G","Coruña (A)","Galicia","368"
"19082026","0","","PIAGGIO","VESPA PRIMAVERA 125","Illes Balears","Illes Balears","124"
"19082026","0","","KTM","KTM 125 ENDURO","Sevilla","Andalucía","125"
"19082026","0","","ZONTES","703F","Barcelona","Cataluña","699"
