FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"05082026","0","","YAMAHA","NMAX 125","Valencia/València","Comunidad Valenciana","125"
"05082026","0","","YAMAHA","RayZR 125","Madrid","Comunidad de Madrid","125"
"05082026","0","","HONDA","SH Mode 125","Granada","Andalucía","125"
"05082026","0","","KAWASAKI","ELIMINATOR","Málaga","Andalucía","451"
"05082026","0","","YAMAHA","NMAX 125","Cádiz","Andalucía","125"
"05082026","0","","ZONTES","125X","Gipuzkoa","País Vasco","125"
"05082026","0","","SUZUKI","ADDRESS 125","Madrid","Comunidad de Madrid","124"
"05082026","0","","BETA","N/A","Madrid","Comunidad de Madrid","249"
"05082026","0","","KYMCO","AGILITY S","Rioja (La)","La Rioja","125"
"05082026","0","","MOTO MORINI","SEIEMMEZZO","Málaga","Andalucía","649"
"05082026","0","","SYM","SYMPHONY 125","Madrid","Comunidad de Madrid","125"
"05082026","0","","KEEWAY","XDV 125 EVO PRO","Cádiz","Andalucía","125"
"05082026","0","","HERO MOTOCORP","X PULSE 200 4V","Girona","Cataluña","200"
"05082026","0","","YAMAHA","XMAX 125","Barcelona","Cataluña","125"
"05082026","0","","YAMAHA","TRACER 700","Gipuzkoa","País Vasco","689"
"05082026","0","","CYCLONE","RX401","Asturias","Principado de Asturias","401"
"05082026","0","","KAWASAKI","Z1100","Pontevedra","Galicia","1099"
"05082026","0","","VOGE","DS800X RALLY","Girona","Cataluña","798"
"05082026","0","","YAMAHA","RayZR 125","Castellón/Castelló","Comunidad Valenciana","125"
"05082026","0","","ZONTES","125X","Huelva","Andalucía","125"
"05082026","0","","ZONTES","368G","Cádiz","Andalucía","368"
"05082026","0","","CYCLONE","RT2","Murcia","Región de Murcia","289"
"05082026","0","","KEEWAY","ARIIC 125","Tarragona","Cataluña","125"
"05082026","0","","HONDA","ADV 350","Cádiz","Andalucía","330"
"05082026","0","","HONDA","NX500","Valencia/València","Comunidad Valenciana","471"
"05082026","0","","VOGE","R125","Santa Cruz de Tenerife","Canarias","125"
"05082026","0","","YAMAHA","Tracer 9 GT","Málaga","Andalucía","890"
"05082026","0","","KYMCO","AGILITY S","Bizkaia","País Vasco","125"
"05082026","0","","YAMAHA","RayZR 125","Girona","Cataluña","125"
"05082026","0","","YAMAHA","NMAX 125","Málaga","Andalucía","125"
"05082026","0","","MITT","GT-S","Bizkaia","País Vasco","125"
"05082026","0","","ZONTES","368D","Barcelona","Cataluña","368"
"05082026","0","","VOGE","DS525X","Alicante/Alacant","Comunidad Valenciana","494"
"05082026","0","","QJMOTOR","FORT 350 EVO","Barcelona","Cataluña","330"
"05082026","0","","KYMCO","AGILITY S","Barcelona","Cataluña","125"
"05082026","0","","VOGE","R125","Zaragoza","Aragón","125"
"05082026","0","","QJMOTOR","ATR 125 E5+","Granada","Andalucía","125"
"05082026","0","","HONDA","PCX 125","Bizkaia","País Vasco","125"
"05082026","0","","HONDA","SH125i","Málaga","Andalucía","125"
"05082026","0","","HONDA","FORZA125","Cantabria","Cantabria","125"
"05082026","0","","KTM","KTM 125 ENDURO","Barcelona","Cataluña","125"
"05082026","0","","HONDA","VISION 110","Barcelona","Cataluña","109"
"05082026","0","","KAWASAKI","NINJA ZX-6R","Lleida","Cataluña","636"
"05082026","0","","HONDA","PCX 125","Málaga","Andalucía","125"
"05082026","0","","HONDA","ADV 750","Valencia/València","Comunidad Valenciana","745"
"05082026","0","","BAJAJ","PULSAR NS 400 Z","Murcia","Región de Murcia","373"
"05082026","0","","ZONTES","368G","Málaga","Andalucía","368"
"05082026","0","","SYM","JET X","Tarragona","Cataluña","125"
"05082026","0","","YAMAHA","NMAX 125","Madrid","Comunidad de Madrid","125"
"05082026","0","","ZONTES","125X","Huelva","Andalucía","125"
"05082026","0","","SYM","SYMPHONY 125","Barcelona","Cataluña","125"
"05082026","0","","ZONTES","125C","Cantabria","Cantabria","125"
"05082026","0","","ZONTES","125X","Madrid","Comunidad de Madrid","125"
"05082026","0","","HONDA","SH350i","Tarragona","Cataluña","330"
"05082026","0","","HONDA","FORZA125","Barcelona","Cataluña","125"
"05082026","0","","ZONTES","368G","Barcelona","Cataluña","368"
"05082026","0","","ZONTES","125X","Bizkaia","País Vasco","125"
"05082026","0","","SUZUKI","GSX-8S","Madrid","Comunidad de Madrid","776"
"05082026","0","","YAMAHA","TRACER 700","Barcelona","Cataluña","689"
"05082026","0","","YAMAHA","NMAX 125","Illes Balears","Illes Balears","125"
"05082026","0","","PEUGEOT","PULSION EVO","Coruña (A)","Galicia","125"
"05082026","0","","JIAJUE","PRIDE 125","Jaén","Andalucía","125"
"05082026","0","","SYM","SYMPHONY 125","Girona","Cataluña","125"
"05082026","0","","YAMAHA","NMAX 125","Girona","Cataluña","125"
"05082026","0","","SUZUKI","AVENIS 125","Cantabria","Cantabria","124"
"05082026","0","","SYM","JET 14","Pontevedra","Galicia","125"
"05082026","0","","QJMOTOR","MTX 125 E5+","Barcelona","Cataluña","125"
"05082026","0","","VOGE","DS900X","Málaga","Andalucía","895"
"05082026","0","","YAMAHA","XMAX 300","Barcelona","Cataluña","292"
"05082026","0","","YAMAHA","YZF-R9","Asturias","Principado de Asturias","890"
"05082026","0","","YAMAHA","XMAX 300","Córdoba","Andalucía","292"
"05082026","0","","ZONTES","125X","Barcelona","Cataluña","125"
"05082026","0","","BENDA","NAPOLEON 125","Girona","Cataluña","125"
"05082026","0","","HONDA","PCX 125","Madrid","Comunidad de Madrid","125"
"05082026","0","","HONDA","FORZA125","Barcelona","Cataluña","125"
"05082026","0","","ZONTES","ZT125-Z2","Barcelona","Cataluña","125"
"05082026","0","","KYMCO","DTX","Cantabria","Cantabria","124"
"05082026","0","","CFMOTO","1000MT-X","Madrid","Comunidad de Madrid","946"
"05082026","0","","YAMAHA","TRACER 700","Girona","Cataluña","689"
"05082026","0","","YAMAHA","XMAX 125","Melilla","Melilla","125"
"05082026","0","","QJMOTOR","SRT 125 DX","Valladolid","Castilla y León","125"
"05082026","0","","BMW","R 1300 GS ADVENTURE","Ciudad Real","Castilla-La Mancha","1300"
"05082026","0","","ZONTES","125X","Barcelona","Cataluña","125"
"05082026","0","","YAMAHA","XTZ 700 Tenere","Cantabria","Cantabria","689"
"05082026","0","","HONDA","SH125i","Alicante/Alacant","Comunidad Valenciana","125"
"05082026","0","","HONDA","FORZA125","Málaga","Andalucía","125"
"05082026","0","","HONDA","Rebel 500","Palmas (Las)","Canarias","471"
"05082026","0","","KYMCO","AGILITY NX 125","Barcelona","Cataluña","125"
"05082026","0","","ZONTES","368G","Alicante/Alacant","Comunidad Valenciana","368"
"05082026","0","","SYM","JET 14","Girona","Cataluña","125"
"05082026","0","","ZONTES","125X","Girona","Cataluña","125"
"05082026","0","","HONDA","CBR500","Madrid","Comunidad de Madrid","471"
"05082026","0","","KAWASAKI","NINJA ZX-6R","Córdoba","Andalucía","636"
"05082026","0","","ZONTES","ZT125-GK","Málaga","Andalucía","125"
"05082026","0","","ZONTES","125X","Madrid","Comunidad de Madrid","125"
"05082026","0","","PIAGGIO","VESPA PRIMAVERA 125","Alicante/Alacant","Comunidad Valenciana","124"
"05082026","0","","ZONTES","368E","Segovia","Castilla y León","368"
"05082026","0","","ZONTES","125X","Cuenca","Castilla-La Mancha","125"
"05082026","0","","HARLEY-DAVIDSON","STREET BOB","Barcelona","Cataluña","1923"
"05082026","0","","YAMAHA","MT-07","Zaragoza","Aragón","689"
"05082026","0","","HONDA","PCX 125","Madrid","Comunidad de Madrid","125"
"05082026","0","","KAWASAKI","Z125","Pontevedra","Galicia","125"
"05082026","0","","YAMAHA","MT-09","Barcelona","Cataluña","890"
"05082026","0","","HONDA","PCX 125","Pontevedra","Galicia","125"
"05082026","0","","KAWASAKI","NINJA ZX-4R","Cádiz","Andalucía","399"
"05082026","0","","KEEWAY","VIESTE 125","Palmas (Las)","Canarias","125"
"05082026","0","","QJMOTOR","SRT 125 DX","Segovia","Castilla y León","125"
"05082026","0","","KYMCO","AGILITY S","Alicante/Alacant","Comunidad Valenciana","125"
"05082026","0","","ZONTES","125X","Bizkaia","País Vasco","125"
"05082026","0","","YAMAHA","XMAX 125","Pontevedra","Galicia","125"
"05082026","0","","WOTTAN","GT2","Santa Cruz de Tenerife","Canarias","278"
"05082026","0","","YAMAHA","XMAX 125","Teruel","Aragón","125"
"05082026","0","","HONDA","CL500","Ciudad Real","Castilla-La Mancha","471"
"05082026","0","","ZONTES","125X","Huelva","Andalucía","125"
"05082026","0","","KEEWAY","VERSILIA 125","Huelva","Andalucía","125"
"05082026","0","","CFMOTO","800MT-X","Córdoba","Andalucía","799"
"05082026","0","","SYM","ADX 125 LC TCS E5+","Castellón/Castelló","Comunidad Valenciana","125"
"05082026","0","","HONDA","FORZA 350","Navarra","Comunidad Foral de Navarra","330"
