MARCA_ITV,COUNT
"ABENDAÑO",7
"AJP",7
"APRILIA",103
"BENELLI",285
"BETA",42
"BMW",1606
"BRIXTON",100
"CF MOTO",29
"DAELIM",34
"DAYANG",11
"DUCATI",276
"E-BROH",1
"FANTIC MOTOR",5
"FKMOTORS",6
"GAS-GAS",50
"GOES",44
"HANWAY",43
"HARLEY DAVIDSON",103
"HONDA",4260
"HUSQVARNA",136
"HYOSUNG",40
"INDIAN MOTORCYCLE",46
"KANDI MX",3
"KAWASAKI",790
"KEEWAY",290
"KSR MOTO AUSTRIA",23
"KTM",570
"KYMCO",1149
"LAMBRETTA",33
"LEIHU",1
"LEONART",2
"LEXMOTO",1
"LONCIN",4
"MACBOR",221
"MALAGUTI",15
"MALCOR",6
"MASH",12
"MESSERSCHMITT",20
"MH MOTORCYCLES",45
"MITT",106
"MONDIAL",18
"MONKEY BIKES",1
"MONTESA",2
"MOTO GUZZI",83
"MOTRON MOTORRAD",9
"MUTT",13
"MV AGUSTA",11
"ORCAL",29
"PEUGEOT",256
"PIAGGIO",1281
"PIONEER",3
"REDMOTO",1
"RIEJU",98
"ROYAL ENFIELD",121
"S.Y.M",1001
"SHERCO",27
"SUMCO",16
"SUZUKI",256
"SWM",12
"TIANDA",1
"TIANYING",8
"TM RACING",7
"TRIUMPH",305
"TRS",32
"UM",167
"VARIO",1
"VENT SRL",1
"VERTIGO MOTORS",12
"VOGE",38
"WANGYE",8
"WOTTAN",135
"YAMAHA",3012
"ZONTES",446
