MARCA_ITV,COUNT
"APRILIA",57
"ASIAWING",2
"BENELLI",308
"BETA",66
"BMW",931
"BRIXTON",50
"CF MOTO",3
"DAELIM",132
"DERBI",1
"DUCATI",172
"EFUN",29
"GASGAS",50
"GOES",52
"HANWAY",56
"HARLEY-DAVIDSON",186
"HONDA",2913
"HUDSON BOSS",3
"HUSQVARNA",215
"HYOSUNG",20
"INDIAN",18
"JNEN",1
"KANDI MX",2
"KAWASAKI",632
"KEEWAY",332
"KENROD",2
"KSR MOTO",31
"KTM",635
"KYMCO",1630
"LAMBRETTA",9
"LEONART",9
"LEXMOTO",5
"LML",1
"MACBOR",140
"MALCOR",8
"MASH",32
"MH MOTORCYCLES",26
"MONDIAL",46
"MONTESA",5
"MOTO GUZZI",33
"MOTO SPA",4
"MV AGUSTA",2
"ORCAL",3
"PEUGEOT",251
"PIAGGIO",918
"PIONEER",1
"RIEJU",79
"RIYA",30
"ROYAL ALLOY",7
"ROYAL ENFIELD",53
"SANBEN",4
"SCOMADI",12
"SHERCO",58
"SKY TEAM",2
"SUMCO",27
"SUZUKI",390
"SWM",5
"SYM",786
"TGB",1
"TIANDA",2
"TM RACING",1
"TRIUMPH",186
"TRS",12
"UM",41
"VENT SRL",1
"VERTIGO MOTORS",4
"WOTTAN",91
"YAMAHA",2134
"YINGANG",1
"YIYING",1
"ZNEN",1
"ZONTES",20
