FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"02042026","0","","KYMCO","SUPER DINK GT","Barcelona","Cataluña","321"
"02042026","0","","PIAGGIO","LIBERTY 125 ABS","Toledo","Castilla-La Mancha","124"
"02042026","0","","CFMOTO","800MT-X","Barcelona","Cataluña","799"
"02042026","0","","YAMAHA","NMAX 125","Valencia/València","Comunidad Valenciana","125"
"02042026","0","","YAMAHA","TMAX 560","Barcelona","Cataluña","562"
"02042026","0","","ZONTES","368G","Barcelona","Cataluña","368"
"02042026","0","","KOVE","KOVE 800 X PRO 2026","Barcelona","Cataluña","799"
"02042026","0","","SYM","SYMPHONY 125","Girona","Cataluña","125"
"02042026","0","","VOGE","300RALLY","Valencia/València","Comunidad Valenciana","292"
"02042026","0","","PIAGGIO","VESPA GTS","Barcelona","Cataluña","310"
"02042026","0","","HONDA","SH125i","Barcelona","Cataluña","125"
"02042026","0","","HONDA","ADV 350","Barcelona","Cataluña","330"
"02042026","0","","SYM","SYMPHONY 125","Alicante/Alacant","Comunidad Valenciana","125"
"02042026","0","","YAMAHA","XTZ 700 Tenere","Barcelona","Cataluña","689"
"02042026","0","","HONDA","Z125MA","Alicante/Alacant","Comunidad Valenciana","124"
"02042026","0","","HONDA","PCX 125","Barcelona","Cataluña","125"
"02042026","0","","HONDA","CB 500 X","Alicante/Alacant","Comunidad Valenciana","471"
"02042026","0","","ZONTES","ZT125-U1","Valencia/València","Comunidad Valenciana","125"
"02042026","0","","HONDA","FORZA125","Barcelona","Cataluña","125"
"02042026","0","","MOTO GUZZI","V85 TT","Barcelona","Cataluña","853"
"02042026","0","","PIAGGIO","VESPA GTS 125","Barcelona","Cataluña","125"
"02042026","0","","BENDA","NAPOLEON 125","Alicante/Alacant","Comunidad Valenciana","125"
"02042026","0","","YAMAHA","TRACER 700","Barcelona","Cataluña","689"
"02042026","0","","HONDA","FORZA 750","Barcelona","Cataluña","745"
"02042026","0","","YAMAHA","NMAX 125","Valencia/València","Comunidad Valenciana","125"
"02042026","0","","HONDA","CB 500 X","Barcelona","Cataluña","471"
"02042026","0","","YAMAHA","R125","Valencia/València","Comunidad Valenciana","125"
"02042026","0","","PIAGGIO","LIBERTY 125 ABS","Valencia/València","Comunidad Valenciana","124"
"02042026","0","","ROYAL ENFIELD","SUPER METEOR 650","Girona","Cataluña","648"
"02042026","0","","MACBOR","MONTANA XR1 125 EVO","Tarragona","Cataluña","124"
"02042026","0","","ZONTES","125E","Barcelona","Cataluña","125"
"02042026","0","","HONDA","FORZA125","Valencia/València","Comunidad Valenciana","125"
"02042026","0","","HONDA","XL750 Transalp","Alicante/Alacant","Comunidad Valenciana","755"
"02042026","0","","YAMAHA","MT-125","Alicante/Alacant","Comunidad Valenciana","125"
"02042026","0","","QJMOTOR","SRV 550","Barcelona","Cataluña","554"
"02042026","0","","KOVE","KOVE 800 X RALLY","Girona","Cataluña","799"
"02042026","0","","YAMAHA","MT-125","Valencia/València","Comunidad Valenciana","125"
"02042026","0","","ZONTES","368G","Barcelona","Cataluña","368"
"02042026","0","","VOGE","DS800X RALLY","Barcelona","Cataluña","798"
"02042026","0","","RIEJU","RALLY 307","Barcelona","Cataluña","292"
"02042026","0","","ZONTES","368G","Valencia/València","Comunidad Valenciana","368"
"02042026","0","","HONDA","CB650RA","Barcelona","Cataluña","649"
"02042026","0","","HONDA","PCX 125","Barcelona","Cataluña","125"
"02042026","0","","YAMAHA","RayZR 125","Alicante/Alacant","Comunidad Valenciana","125"
"02042026","0","","SYM","JET 14","Girona","Cataluña","125"
"02042026","0","","ZONTES","125C","Barcelona","Cataluña","125"
"02042026","0","","SHERCO","300 SE-R","Barcelona","Cataluña","293"
"02042026","0","","YAMAHA","NMAX 125","Valencia/València","Comunidad Valenciana","125"
"02042026","0","","APRILIA","RX 125","Valencia/València","Comunidad Valenciana","124"
"02042026","0","","HONDA","NC 750 X","Barcelona","Cataluña","745"
"02042026","0","","SYM","SYMPHONY 125","Girona","Cataluña","125"
"02042026","0","","YAMAHA","RayZR 125","Valencia/València","Comunidad Valenciana","125"
"02042026","0","","EFUN","LION","Tarragona","Cataluña","125"
"02042026","0","","HONDA","SH350i","Barcelona","Cataluña","330"
"02042026","0","","YAMAHA","XMAX 125","Alicante/Alacant","Comunidad Valenciana","125"
"02042026","0","","KEEWAY","VIESTE 125LX","Valencia/València","Comunidad Valenciana","125"
"02042026","0","","HONDA","PCX 125","Valencia/València","Comunidad Valenciana","125"
"02042026","0","","HONDA","XL750 Transalp","Alicante/Alacant","Comunidad Valenciana","755"
"02042026","0","","SYM","JET 14","Girona","Cataluña","125"
"02042026","0","","SYM","JET X","Barcelona","Cataluña","125"
"02042026","0","","ITALJET","DRAGSTER 700 TWIN","Castellón/Castelló","Comunidad Valenciana","698"
"02042026","0","","SUZUKI","ADDRESS 125","Barcelona","Cataluña","124"
"02042026","0","","SYM","ADX 300 TCS","Lleida","Cataluña","278"
"02042026","0","","APRILIA","SR GT 125","Barcelona","Cataluña","125"
"02042026","0","","HONDA","CBR 650 R","Barcelona","Cataluña","649"
"02042026","0","","ZONTES","368G","Valencia/València","Comunidad Valenciana","368"
"02042026","0","","YAMAHA","NMAX 125","Barcelona","Cataluña","125"
"02042026","0","","KYMCO","SKYTOWN 125","Valencia/València","Comunidad Valenciana","125"
"02042026","0","","BENDA","CHINCHILLA 350","Alicante/Alacant","Comunidad Valenciana","343"
"02042026","0","","YAMAHA","XMAX 125","Valencia/València","Comunidad Valenciana","125"
"02042026","0","","CFMOTO","700MT","Barcelona","Cataluña","693"
