MARCA_ITV,COUNT
"AJP",2
"APRILIA",472
"ARIIC",5
"BENDA",3
"BENELLI",511
"BETA",51
"BMW",992
"BRIXTON",91
"CFMOTO",71
"DAELIM",16
"DAYANG",1
"DUCATI",255
"EFUN",1
"FANTIC MOTOR",27
"FKMOTORS",2
"GAS GAS",54
"GOES",6
"HANWAY",12
"HARLEY-DAVIDSON",112
"HONDA",4113
"HUSQVARNA",146
"HYOSUNG",52
"INDIAN MOTORCYCLE",39
"ITALJET",18
"KAWASAKI",587
"KEEWAY",312
"KL",2
"KTM",526
"KYMCO",1500
"LAMBRETTA",29
"LEONART",16
"LINHAI",18
"MACBOR",216
"MALAGUTI",25
"MALCOR",8
"MALCOR IBERICA",6
"MASH",9
"MH MOTORCYCLES",88
"MITT",294
"MONDIAL",46
"MONKEY BIKES",8
"MONTESA",2
"MOTO GUZZI",57
"MOTO GUZZI HISPANIA",1
"MOTO MORINI",25
"MOTORBIKE",2
"MOTRON MOTORRAD",107
"MUTT",18
"MV AGUSTA",13
"ORCAL",16
"PEUGEOT",460
"PIAGGIO",1200
"REDMOTO",3
"RIEJU",101
"RIYA",11
"ROYAL ALLOY",4
"ROYAL ENFIELD",133
"SCORPA",2
"SHERCO",40
"SUMCO",17
"SUZUKI",227
"SWM",12
"SYM",1821
"TM RACING",4
"TRIUMPH",379
"TRS",17
"UM",83
"VERTIGO MOTORS",5
"VOGE",118
"WOTTAN",272
"YAMAHA",2041
"ZONTES",606
