MARCA_ITV,COUNT
"AJP",1
"APRILIA",370
"ARIIC",13
"BENDA",1
"BENELLI",189
"BETA",59
"BMW",792
"BRIXTON",50
"CFMOTO",33
"DAELIM",4
"DUCATI",164
"EFUN",17
"FANTIC MOTOR",19
"GAS GAS",62
"HANWAY",9
"HARLEY-DAVIDSON",69
"HONDA",3477
"HUSQVARNA",126
"HYOSUNG",12
"INDIAN MOTORCYCLE",41
"ITALJET",2
"KAWASAKI",620
"KEEWAY",283
"KL",4
"KTM",518
"KYMCO",1197
"LAMBRETTA",5
"LEONART",9
"LINHAI",8
"MACBOR",115
"MALAGUTI",6
"MALCOR IBERICA",6
"MASH",1
"MH MOTORCYCLES",89
"MITT",139
"MONDIAL",17
"MONKEY BIKES",5
"MONTESA",5
"MOTO GUZZI",45
"MOTO MORINI",22
"MOTRON MOTORRAD",47
"MUTT",11
"MV AGUSTA",3
"ORCAL",2
"PEUGEOT",580
"PIAGGIO",925
"QJMOTOR",81
"REDMOTO",6
"RIEJU",86
"RIYA",6
"ROYAL ALLOY",4
"ROYAL ENFIELD",124
"SCORPA",1
"SHERCO",41
"SUMCO",8
"SUZUKI",195
"SWM",12
"SYM",807
"TM RACING",2
"TRIUMPH",229
"TRS",30
"UM",31
"VENT S.R.L.",1
"VERTIGO MOTORS",5
"VOGE",227
"WOTTAN",197
"YAMAHA",1874
"ZONTES",613
