MARCA_ITV,COUNT
"AJP",4
"ALPINA DI RENANIA",1
"ANDES",1
"APRILIA",370
"ARIIC",1
"BAJAJ",84
"BENDA",127
"BENELLI",77
"BETA",72
"BMW",1183
"BRIXTON",25
"BSA",25
"CFMOTO",420
"CYCLONE",190
"DAELIM",1
"DAYANG",1
"DUCATI",243
"EFUN",53
"F.B MONDIAL",2
"FANTIC MOTOR",19
"GASGAS",13
"HANWAY",2
"HARLEY-DAVIDSON",77
"HERO MOTOCORP",71
"HONDA",5170
"HUSQVARNA",75
"INDIAN",27
"ITALJET",26
"KAWASAKI",853
"KEEWAY",311
"KOVE",124
"KTM",486
"KYMCO",1325
"LAMBRETTA",45
"LEONART",27
"LETBE",106
"LINHAI",27
"MACBOR",218
"MALAGUTI",2
"MALCOR IBERICA",4
"MH MOTORCYCLES",179
"MITT",287
"MONDIAL",1
"MONTESA",10
"MORBIDELLI",150
"MOTO GUZZI",59
"MOTO MORINI",134
"MOTRON MOTORRAD",4
"MTR BIKES",4
"MV AGUSTA",8
"NEXT",26
"ORCAL",2
"PEUGEOT",308
"PIAGGIO",741
"QJMOTOR",674
"REDMOTO",10
"RIEJU",477
"ROYAL ENFIELD",113
"SCORPA",16
"SENKE",1
"SHERCO",35
"SKY TEAM",1
"SUZUKI",336
"SWM",6
"SYM",1343
"TM MOTO",1
"TNT MOTOR",1
"TRIUMPH",330
"TRS",14
"UM",5
"VENT S.R.L.",8
"VOGE",2321
"WOTTAN",25
"YAMAHA",3762
"ZF-KY",1
"ZNEN",7
"ZONTES",2609
