FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"25052026","0","","MACBOR","MONTANA XR5 510 E5+","Barcelona","Cataluña","498"
"25052026","0","","VOGE","DS525X","Cuenca","Castilla-La Mancha","494"
"25052026","0","","APRILIA","SR GT 125","Málaga","Andalucía","125"
"25052026","0","","HONDA","NT1100","Almería","Andalucía","1084"
"25052026","0","","HONDA","PCX 125","Madrid","Comunidad de Madrid","125"
"25052026","0","","MITT","TY125T-26F","Sevilla","Andalucía","125"
"25052026","0","","YAMAHA","RayZR 125","Madrid","Comunidad de Madrid","125"
"25052026","0","","KAWASAKI","Z900","Coruña (A)","Galicia","948"
"25052026","0","","MH MOTORCYCLES","TRAY","Murcia","Región de Murcia","125"
"25052026","0","","YAMAHA","XMAX 125","Madrid","Comunidad de Madrid","125"
"25052026","0","","HONDA","PCX 125","Córdoba","Andalucía","125"
"25052026","0","","ZONTES","368G","León","Castilla y León","368"
"25052026","0","","HONDA","FORZA125","Valencia/València","Comunidad Valenciana","125"
"25052026","0","","YAMAHA","Tracer 9 GT","Barcelona","Cataluña","890"
"25052026","0","","VOGE","625DSX","Granada","Andalucía","581"
"25052026","0","","KYMCO","AGILITY S","Córdoba","Andalucía","125"
"25052026","0","","VOGE","DS900X","Cádiz","Andalucía","895"
"25052026","0","","KYMCO","SUPER DINK GT 125 E5+","Huelva","Andalucía","124"
"25052026","0","","YAMAHA","XMAX 300","Pontevedra","Galicia","292"
"25052026","0","","KAWASAKI","Z900","Cádiz","Andalucía","948"
"25052026","0","","YAMAHA","XMAX 125","Albacete","Castilla-La Mancha","125"
"25052026","0","","YAMAHA","XTZ 700 Tenere","Tarragona","Cataluña","689"
"25052026","0","","EFUN","LION","Sevilla","Andalucía","125"
"25052026","0","","VOGE","DS900X","Málaga","Andalucía","895"
"25052026","0","","KEEWAY","RKS 125","Toledo","Castilla-La Mancha","124"
"25052026","0","","HONDA","SH Mode 125","Alicante/Alacant","Comunidad Valenciana","125"
"25052026","0","","ZONTES","368M","Tarragona","Cataluña","368"
"25052026","0","","VOGE","DS525X","Valencia/València","Comunidad Valenciana","494"
"25052026","0","","MORBIDELLI","T125","Asturias","Principado de Asturias","124"
"25052026","0","","CYCLONE","LS-Z","Lugo","Galicia","124"
"25052026","0","","SYM","SYMPHONY 125","Sevilla","Andalucía","125"
"25052026","0","","HONDA","PCX 125","Córdoba","Andalucía","125"
"25052026","0","","KYMCO","AGILITY S","Madrid","Comunidad de Madrid","125"
"25052026","0","","YAMAHA","XMAX 300","Cádiz","Andalucía","292"
"25052026","0","","KYMCO","SKYTOWN 125","Murcia","Región de Murcia","125"
"25052026","0","","QJMOTOR","MTX 125 E5+","Cuenca","Castilla-La Mancha","125"
"25052026","0","","YAMAHA","NMAX 125","Illes Balears","Illes Balears","125"
"25052026","0","","SYM","JET X","Ciudad Real","Castilla-La Mancha","125"
"25052026","0","","HONDA","SH125i","Málaga","Andalucía","125"
"25052026","0","","HONDA","PCX 125","Badajoz","Extremadura","125"
"25052026","0","","MH MOTORCYCLES","TRAY","Bizkaia","País Vasco","125"
"25052026","0","","HONDA","FORZA125","Sevilla","Andalucía","125"
"25052026","0","","YAMAHA","XMAX 125","Valladolid","Castilla y León","125"
"25052026","0","","ZONTES","368G","Sevilla","Andalucía","368"
"25052026","0","","PEUGEOT","KISBEE M","Madrid","Comunidad de Madrid","125"
"25052026","0","","VOGE","DS800X RALLY","Málaga","Andalucía","798"
"25052026","0","","SYM","SYMPHONY 125","Granada","Andalucía","125"
"25052026","0","","MONTESA","COTA 4RT 301RR","Málaga","Andalucía","298"
"25052026","0","","KTM","KTM 125 SMC R","Asturias","Principado de Asturias","125"
"25052026","0","","SYM","SYMPHONY 125","Granada","Andalucía","125"
"25052026","0","","HONDA","NX500","Palmas (Las)","Canarias","471"
"25052026","0","","DUCATI","PANIGALE V2","Madrid","Comunidad de Madrid","890"
"25052026","0","","KAWASAKI","NINJA 500","Álava/Araba","País Vasco","451"
"25052026","0","","HONDA","FORZA125","Valencia/València","Comunidad Valenciana","125"
"25052026","0","","YAMAHA","NMAX 125","Málaga","Andalucía","125"
"25052026","0","","ZONTES","368K","Madrid","Comunidad de Madrid","368"
"25052026","0","","VOGE","625DSX","Murcia","Región de Murcia","581"
"25052026","0","","KAWASAKI","NINJA ZX-4R","Asturias","Principado de Asturias","399"
"25052026","0","","RIEJU","RALLY 307","Barcelona","Cataluña","292"
"25052026","0","","BMW","F 900 GS","Barcelona","Cataluña","895"
"25052026","0","","QJMOTOR","SRT 600 SX E5+","Madrid","Comunidad de Madrid","554"
