MARCA_ITV,COUNT
"AJP",3
"APRILIA",58
"ARIIC",2
"BENELLI",202
"BETA",79
"BMW",962
"BRIXTON",53
"CF MOTO",9
"DAELIM",74
"DAYANG",3
"DUCATI",163
"EFUN",17
"FANTIC MOTOR",5
"FKMOTORS",10
"GAS-GAS",46
"GOES",35
"HANWAY",40
"HARLEY DAVIDSON",91
"HONDA",1642
"HUSQVARNA",101
"HYOSUNG",24
"INDIAN MOTORCYCLE",27
"JCADI",1
"KAWASAKI",422
"KEEWAY",189
"KSR MOTO AUSTRIA",14
"KTM",649
"KYMCO",635
"LAMBRETTA",9
"LEONART",15
"LONCIN",1
"MACBOR",229
"MALAGUTI",34
"MALCOR",5
"MASH",19
"MH MOTORCYCLES",32
"MITT",53
"MONDIAL",24
"MONKEY BIKES",3
"MONTESA",22
"MOTO GUZZI",29
"MOTORBIKE",1
"MUTTI",7
"MV AGUSTA",7
"ORCAL",7
"PEUGEOT",200
"PIAGGIO",811
"PIONEER",1
"RIEJU",75
"ROYAL ALLOY",1
"ROYAL ENFIELD",75
"S.Y.M",588
"SCORPA",1
"SHERCO",76
"SUMCO",14
"SUZUKI",257
"SWM",17
"TIANDA",3
"TIANYING",2
"TM RACING",4
"TRIUMPH",158
"TRS",38
"UM",46
"VERTIGO MOTORS",10
"VOGE",46
"WOTTAN",131
"YAMAHA",1615
"ZONTES",181
