FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"16072026","0","","YAMAHA","XMAX 125","Valencia/València","Comunidad Valenciana","125"
"16072026","0","","DUCATI","PANIGALE V2","Illes Balears","Illes Balears","890"
"16072026","0","","KYMCO","DTX","Alicante/Alacant","Comunidad Valenciana","124"
"16072026","0","","HONDA","FORZA125","Illes Balears","Illes Balears","125"
"16072026","0","","KAWASAKI","NINJA 125","Pontevedra","Galicia","125"
"16072026","0","","HONDA","PCX 125","Granada","Andalucía","125"
"16072026","0","","FANTIC MOTOR","---","Almería","Andalucía","125"
"16072026","0","","ROYAL ENFIELD","SUPER METEOR 650","Madrid","Comunidad de Madrid","648"
"16072026","0","","YAMAHA","RayZR 125","Madrid","Comunidad de Madrid","125"
"16072026","0","","MORBIDELLI","SC125 RE","Toledo","Castilla-La Mancha","125"
"16072026","0","","ORCAL","SK125-K","Toledo","Castilla-La Mancha","124"
"16072026","0","","KAWASAKI","Z650","Alicante/Alacant","Comunidad Valenciana","649"
"16072026","0","","KEEWAY","XDV 125 EVO PRO","Barcelona","Cataluña","125"
"16072026","0","","ZONTES","125X","Barcelona","Cataluña","125"
"16072026","0","","KAWASAKI","Z900","Salamanca","Castilla y León","948"
"16072026","0","","CFMOTO","675SR-R","Barcelona","Cataluña","674"
"16072026","0","","YAMAHA","RayZR 125","Sevilla","Andalucía","125"
"16072026","0","","VOGE","DS900X","Cáceres","Extremadura","895"
"16072026","0","","SYM","SYMPHONY 125","Girona","Cataluña","125"
"16072026","0","","KEEWAY","XDV 125 EVO PRO","Ourense","Galicia","125"
"16072026","0","","HONDA","PCX 125","Zaragoza","Aragón","125"
"16072026","0","","HONDA","FORZA125","Alicante/Alacant","Comunidad Valenciana","125"
"16072026","0","","YAMAHA","R7","Santa Cruz de Tenerife","Canarias","689"
"16072026","0","","PEUGEOT","KISBEE M","Valladolid","Castilla y León","125"
"16072026","0","","HONDA","SH125i","Barcelona","Cataluña","125"
"16072026","0","","SYM","SYMPHONY 125","Madrid","Comunidad de Madrid","125"
"16072026","0","","ZONTES","125C","Barcelona","Cataluña","125"
"16072026","0","","SHERCO","450 SEF-R","Gipuzkoa","País Vasco","449"
"16072026","0","","SYM","JET 14","Santa Cruz de Tenerife","Canarias","125"
"16072026","0","","PIAGGIO","VESPA PRIMAVERA 125","Illes Balears","Illes Balears","124"
"16072026","0","","HONDA","SH Mode 125","Barcelona","Cataluña","125"
"16072026","0","","HONDA","NX500","Palmas (Las)","Canarias","471"
"16072026","0","","HONDA","SH125i","Girona","Cataluña","125"
"16072026","0","","VOGE","DS800X RALLY","Albacete","Castilla-La Mancha","798"
"16072026","0","","HONDA","ADV 350","Madrid","Comunidad de Madrid","330"
"16072026","0","","KAWASAKI","Z900","Valencia/València","Comunidad Valenciana","948"
"16072026","0","","VOGE","SR16","Melilla","Melilla","125"
"16072026","0","","QJMOTOR","MTX 125 E5+","Málaga","Andalucía","125"
"16072026","0","","KYMCO","DTX","Cádiz","Andalucía","124"
"16072026","0","","ZONTES","368E","Huelva","Andalucía","368"
"16072026","0","","YAMAHA","NMAX 125","Alicante/Alacant","Comunidad Valenciana","125"
"16072026","0","","TVS","TVS RR310","Madrid","Comunidad de Madrid","312"
"16072026","0","","HONDA","ADV 750","Santa Cruz de Tenerife","Canarias","745"
"16072026","0","","KEEWAY","ICON 125 S","Toledo","Castilla-La Mancha","124"
"16072026","0","","KAWASAKI","Z1100","Barcelona","Cataluña","1099"
