FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"27072026","0","","VOGE","R125S","Madrid","Comunidad de Madrid","125"
"27072026","0","","HONDA","PCX 125","Santa Cruz de Tenerife","Canarias","125"
"27072026","0","","HONDA","CRF 300 L","Barcelona","Cataluña","286"
"27072026","0","","ZONTES","125C","Alicante/Alacant","Comunidad Valenciana","125"
"27072026","0","","ZONTES","368G","Alicante/Alacant","Comunidad Valenciana","368"
"27072026","0","","APRILIA","TUAREG 660","Murcia","Región de Murcia","659"
"27072026","0","","YAMAHA","MT-07","Madrid","Comunidad de Madrid","689"
"27072026","0","","BMW","F 800 GS","Cádiz","Andalucía","895"
"27072026","0","","KAWASAKI","NINJA 500","Barcelona","Cataluña","451"
"27072026","0","","ZONTES","368G","Granada","Andalucía","368"
"27072026","0","","HONDA","SH Mode 125","Cádiz","Andalucía","125"
"27072026","0","","YAMAHA","XMAX 125","Valencia/València","Comunidad Valenciana","125"
"27072026","0","","ZONTES","125X","Madrid","Comunidad de Madrid","125"
"27072026","0","","HONDA","ADV 750","Palmas (Las)","Canarias","745"
"27072026","0","","HONDA","PCX 125","Barcelona","Cataluña","125"
"27072026","0","","TRIUMPH","SPEED TWIN 900","Alicante/Alacant","Comunidad Valenciana","900"
"27072026","0","","HONDA","ADV 350","Barcelona","Cataluña","330"
"27072026","0","","KTM","KTM 300 EXC","Málaga","Andalucía","293"
"27072026","0","","ZONTES","368G","Córdoba","Andalucía","368"
"27072026","0","","YAMAHA","RayZR 125","Illes Balears","Illes Balears","125"
"27072026","0","","ZONTES","ZT125-Z2","Valencia/València","Comunidad Valenciana","125"
"27072026","0","","HONDA","SH Mode 125","Barcelona","Cataluña","125"
"27072026","0","","SYM","SYMPHONY 125","Lleida","Cataluña","125"
"27072026","0","","HONDA","CBR600R3","Málaga","Andalucía","599"
"27072026","0","","ZONTES","125X","Barcelona","Cataluña","125"
"27072026","0","","ZONTES","368G","Almería","Andalucía","368"
"27072026","0","","YAMAHA","NMAX 125","Cádiz","Andalucía","125"
"27072026","0","","ZONTES","125C","Toledo","Castilla-La Mancha","125"
"27072026","0","","SYM","SYMPHONY 125","Tarragona","Cataluña","125"
"27072026","0","","HONDA","CB650RA","Valencia/València","Comunidad Valenciana","649"
"27072026","0","","ZONTES","125X","Tarragona","Cataluña","125"
"27072026","0","","YAMAHA","WR125","Málaga","Andalucía","125"
"27072026","0","","HONDA","VISION 110","Barcelona","Cataluña","109"
"27072026","0","","BMW","R 1300 RT","Navarra","Comunidad Foral de Navarra","1300"
"27072026","0","","BENDA","V302C","Alicante/Alacant","Comunidad Valenciana","298"
"27072026","0","","YAMAHA","TRACER 700","Girona","Cataluña","689"
"27072026","0","","ZONTES","125X","Barcelona","Cataluña","125"
"27072026","0","","ZONTES","368G","Málaga","Andalucía","368"
"27072026","0","","VOGE","R125S","Granada","Andalucía","125"
"27072026","0","","VOGE","DS900X","Teruel","Aragón","895"
"27072026","0","","ZONTES","125X","Illes Balears","Illes Balears","125"
"27072026","0","","PIAGGIO","BEVERLY 310 HPE","Valencia/València","Comunidad Valenciana","310"
"27072026","0","","SYM","SYMPHONY 125","Madrid","Comunidad de Madrid","125"
"27072026","0","","KAWASAKI","VERSYS 650","Alicante/Alacant","Comunidad Valenciana","649"
"27072026","0","","EFUN","LION","Toledo","Castilla-La Mancha","125"
"27072026","0","","YAMAHA","MT-07","Zaragoza","Aragón","689"
"27072026","0","","SYM","SYMPHONY 125","Almería","Andalucía","125"
"27072026","0","","PIAGGIO","LIBERTY 125 ABS","Valencia/València","Comunidad Valenciana","124"
"27072026","0","","MITT","125GTS","Sevilla","Andalucía","125"
"27072026","0","","ZONTES","368G","Alicante/Alacant","Comunidad Valenciana","368"
"27072026","0","","YAMAHA","RayZR 125","Almería","Andalucía","125"
"27072026","0","","KYMCO","AGILITY S","Gipuzkoa","País Vasco","125"
"27072026","0","","QJMOTOR","SRT 125 DX","Valencia/València","Comunidad Valenciana","125"
"27072026","0","","YAMAHA","XMAX 125","Valencia/València","Comunidad Valenciana","125"
"27072026","0","","YAMAHA","R7","Madrid","Comunidad de Madrid","689"
"27072026","0","","KYMCO","SUPER DINK GT","Cádiz","Andalucía","321"
"27072026","0","","ZONTES","368G","Bizkaia","País Vasco","368"
"27072026","0","","KOVE","KOVE 800 X GT","Barcelona","Cataluña","799"
"27072026","0","","YAMAHA","RayZR 125","Alicante/Alacant","Comunidad Valenciana","125"
"27072026","0","","PEUGEOT","KISBEE M","Alicante/Alacant","Comunidad Valenciana","125"
"27072026","0","","KEEWAY","XDV 125 EVO PRO","Coruña (A)","Galicia","125"
"27072026","0","","YAMAHA","NMAX 125","Madrid","Comunidad de Madrid","125"
"27072026","0","","HONDA","NX500","Barcelona","Cataluña","471"
"27072026","0","","YAMAHA","XMAX 300","Málaga","Andalucía","292"
"27072026","0","","HONDA","XL750 Transalp","Bizkaia","País Vasco","755"
"27072026","0","","KAWASAKI","NINJA 500","Cádiz","Andalucía","451"
"27072026","0","","VOGE","DS800X RALLY","Álava/Araba","País Vasco","798"
"27072026","0","","YAMAHA","RayZR 125","Alicante/Alacant","Comunidad Valenciana","125"
"27072026","0","","MOTO GUZZI","V7 STONE","Córdoba","Andalucía","853"
"27072026","0","","CYCLONE","SR600-3A","Barcelona","Cataluña","549"
