FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"03072026","0","","MH MOTORCYCLES","VRT","Madrid","Comunidad de Madrid","124"
"03072026","0","","HONDA","FORZA 750","Navarra","Comunidad Foral de Navarra","745"
"03072026","0","","ZONTES","368G","Cádiz","Andalucía","368"
"03072026","0","","ZONTES","368G","Alicante/Alacant","Comunidad Valenciana","368"
"03072026","0","","ZONTES","368G","Madrid","Comunidad de Madrid","368"
"03072026","0","","HONDA","FORZA125","Cantabria","Cantabria","125"
"03072026","0","","HONDA","FORZA125","Illes Balears","Illes Balears","125"
"03072026","0","","VOGE","DS800X RALLY","Illes Balears","Illes Balears","798"
"03072026","0","","DUCATI","STREETFIGHTER","Bizkaia","País Vasco","890"
"03072026","0","","ZONTES","703RR","Lleida","Cataluña","699"
"03072026","0","","ZONTES","368E","Barcelona","Cataluña","368"
"03072026","0","","HONDA","CBR500","Cáceres","Extremadura","471"
"03072026","0","","ZONTES","368G","Lugo","Galicia","368"
"03072026","0","","MACBOR","MONTANA XR1 125 EVO","Málaga","Andalucía","124"
"03072026","0","","CFMOTO","675SR-R","Santa Cruz de Tenerife","Canarias","674"
"03072026","0","","KYMCO","DTX","Valencia/València","Comunidad Valenciana","124"
"03072026","0","","SYM","SYMPHONY 125","Girona","Cataluña","125"
"03072026","0","","ZONTES","368G","Cantabria","Cantabria","368"
"03072026","0","","QJMOTOR","SRK 125 S E5+","Córdoba","Andalucía","125"
"03072026","0","","KEEWAY","XDV 125 EVO PRO","Murcia","Región de Murcia","125"
"03072026","0","","QJMOTOR","SRT 450 RX","Barcelona","Cataluña","450"
"03072026","0","","KTM","KTM 690 SMC R","Alicante/Alacant","Comunidad Valenciana","693"
"03072026","0","","BMW","F 450 GS","Girona","Cataluña","420"
"03072026","0","","MH MOTORCYCLES","TRAY","Santa Cruz de Tenerife","Canarias","125"
"03072026","0","","SYM","JET 14","Cádiz","Andalucía","125"
"03072026","0","","VOGE","SR1ADV","Cádiz","Andalucía","125"
"03072026","0","","CFMOTO","125 NK","Burgos","Castilla y León","124"
"03072026","0","","CFMOTO","DUAL250","Alicante/Alacant","Comunidad Valenciana","249"
"03072026","0","","PEUGEOT","PULSION EVO","Málaga","Andalucía","125"
"03072026","0","","SYM","JET X","Málaga","Andalucía","125"
"03072026","0","","YAMAHA","XMAX 300","Santa Cruz de Tenerife","Canarias","292"
"03072026","0","","SYM","SYMPHONY 125","Barcelona","Cataluña","125"
"03072026","0","","APRILIA","RS 660","Ciudad Real","Castilla-La Mancha","659"
"03072026","0","","KEEWAY","XDV 125 EVO PRO","Barcelona","Cataluña","125"
"03072026","0","","HONDA","PCX 125","Cáceres","Extremadura","125"
"03072026","0","","HONDA","PCX 125","Málaga","Andalucía","125"
"03072026","0","","VOGE","DS800X RALLY","Barcelona","Cataluña","798"
"03072026","0","","ZONTES","125X","Madrid","Comunidad de Madrid","125"
"03072026","0","","PIAGGIO","VESPA PRIMAVERA 125","Alicante/Alacant","Comunidad Valenciana","124"
"03072026","0","","ZONTES","125X","Cádiz","Andalucía","125"
