FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"07072026","0","","HONDA","SH125i","Málaga","Andalucía","125"
"07072026","0","","YAMAHA","MT-125","Tarragona","Cataluña","125"
"07072026","0","","HONDA","CBR500","Barcelona","Cataluña","471"
"07072026","0","","VOGE","R125S","Madrid","Comunidad de Madrid","125"
"07072026","0","","KEEWAY","VIESTE 125LX","Alicante/Alacant","Comunidad Valenciana","125"
"07072026","0","","VOGE","DS900X","Barcelona","Cataluña","895"
"07072026","0","","KEEWAY","XDV 125 EVO PRO","Málaga","Andalucía","125"
"07072026","0","","KYMCO","DTX","Valencia/València","Comunidad Valenciana","124"
"07072026","0","","YAMAHA","NMAX 125","Valencia/València","Comunidad Valenciana","125"
"07072026","0","","HONDA","FORZA125","Madrid","Comunidad de Madrid","125"
"07072026","0","","SUZUKI","DR-Z400","Barcelona","Cataluña","398"
"07072026","0","","RIEJU","RALLY 307","Tarragona","Cataluña","292"
"07072026","0","","HONDA","PCX 125","Barcelona","Cataluña","125"
"07072026","0","","YAMAHA","TRACER 700","Alicante/Alacant","Comunidad Valenciana","689"
"07072026","0","","VOGE","SR1","Segovia","Castilla y León","125"
"07072026","0","","SYM","SYMPHONY 125","Girona","Cataluña","125"
"07072026","0","","ZONTES","125X","Girona","Cataluña","125"
"07072026","0","","YAMAHA","XMAX 125","Valencia/València","Comunidad Valenciana","125"
"07072026","0","","BSA","BANTAM","Palmas (Las)","Canarias","334"
"07072026","0","","VOGE","SR1","Madrid","Comunidad de Madrid","125"
"07072026","0","","YAMAHA","YZF-R9","Barcelona","Cataluña","890"
"07072026","0","","MOTO MORINI","SEIEMMEZZO","Bizkaia","País Vasco","649"
"07072026","0","","MOTO MORINI","X-CAPE 1200","Coruña (A)","Galicia","1187"
"07072026","0","","MACBOR","MONTANA XR1 125 EVO","Barcelona","Cataluña","124"
"07072026","0","","KYMCO","AGILITY S","Madrid","Comunidad de Madrid","125"
"07072026","0","","APRILIA","SR GT 125","Alicante/Alacant","Comunidad Valenciana","125"
"07072026","0","","HONDA","PCX 125","Madrid","Comunidad de Madrid","125"
"07072026","0","","HONDA","CRF1100L Africa Twin","Madrid","Comunidad de Madrid","1084"
"07072026","0","","ZONTES","368G","Murcia","Región de Murcia","368"
"07072026","0","","YAMAHA","NMAX 125","Bizkaia","País Vasco","125"
"07072026","0","","HONDA","VISION 110","Girona","Cataluña","109"
"07072026","0","","BMW","F 900 R","Alicante/Alacant","Comunidad Valenciana","895"
"07072026","0","","ZONTES","368G","Cantabria","Cantabria","368"
"07072026","0","","SYM","SYMPHONY 125","Madrid","Comunidad de Madrid","125"
"07072026","0","","YAMAHA","XTZ 700 Tenere","Sevilla","Andalucía","689"
"07072026","0","","QJMOTOR","SRT 700 E5+","Málaga","Andalucía","698"
"07072026","0","","YAMAHA","NMAX 125","Cádiz","Andalucía","125"
"07072026","0","","BMW","S 1000 XR","Gipuzkoa","País Vasco","999"
"07072026","0","","VOGE","625R","Barcelona","Cataluña","581"
"07072026","0","","ZONTES","368G","Jaén","Andalucía","368"
"07072026","0","","ZONTES","125X","Albacete","Castilla-La Mancha","125"
"07072026","0","","YAMAHA","NMAX 125","Cádiz","Andalucía","125"
"07072026","0","","PIAGGIO","LIBERTY 125 ABS","Cádiz","Andalucía","124"
"07072026","0","","HONDA","FORZA125","Barcelona","Cataluña","125"
"07072026","0","","HONDA","PCX 125","Santa Cruz de Tenerife","Canarias","125"
"07072026","0","","VOGE","DS900X","Bizkaia","País Vasco","895"
"07072026","0","","YAMAHA","R7","Palmas (Las)","Canarias","689"
"07072026","0","","ZONTES","125X","Córdoba","Andalucía","125"
"07072026","0","","SYM","JET 14","Pontevedra","Galicia","125"
"07072026","0","","KYMCO","DTX","Cáceres","Extremadura","321"
"07072026","0","","SYM","JET 14","Pontevedra","Galicia","125"
"07072026","0","","ZONTES","125X","Valencia/València","Comunidad Valenciana","125"
"07072026","0","","YAMAHA","TRACER 700","Barcelona","Cataluña","689"
"07072026","0","","SYM","JET X","Madrid","Comunidad de Madrid","125"
"07072026","0","","YAMAHA","NMAX 125","Bizkaia","País Vasco","125"
"07072026","0","","SYM","CRUISYM 125 TCS E5+","Valencia/València","Comunidad Valenciana","124"
