MARCA_ITV,COUNT
"AJP",12
"ALPINA DI RENANIA",1
"ANDES",4
"APRILIA",390
"ARIIC",1
"BAJAJ",152
"BENDA",115
"BENELLI",125
"BETA",82
"BMW",873
"BRIXTON",16
"BSA",27
"CC",1
"CFMOTO",556
"CYCLONE",241
"DAYANG",1
"DUCATI",238
"EFUN",14
"FANTIC MOTOR",12
"GASGAS",8
"GEELYMING",1
"HANWAY",1
"HARLEY-DAVIDSON",66
"HERO MOTOCORP",69
"HONDA",5284
"HUSQVARNA",108
"INDIAN",36
"ITALJET",12
"JIAJUE",4
"JYMOTO",1
"KAWASAKI",793
"KEEWAY",441
"KOVE",276
"KTM",414
"KYMCO",1658
"LAMBRETTA",45
"LEONART",16
"LETBE",144
"LINHAI",44
"MACBOR",226
"MALAGUTI",5
"MALCOR IBERICA",1
"MARSHAL MOTO",13
"MBP",3
"MH MOTORCYCLES",207
"MITT",272
"MONDIAL",1
"MONKEY BIKES",1
"MORBIDELLI",208
"MOTO GUZZI",60
"MOTO MORINI",116
"MOTRON MOTORRAD",2
"MTR BIKES",5
"MV AGUSTA",7
"NEXT",26
"ORCAL",2
"PEUGEOT",280
"PIAGGIO",800
"QJMOTOR",847
"REDMOTO",4
"RIEJU",408
"ROYAL ENFIELD",164
"SCORPA",14
"SHARMAX",12
"SHERCO",58
"SKY TEAM",1
"SUZUKI",554
"SWM",11
"SYM",1792
"TRIUMPH",243
"TRS",19
"TVS",18
"UM",5
"VENT S.R.L.",5
"VERTIGO MOTORS",2
"VOGE",2176
"WOTTAN",21
"YAMAHA",4372
"YIBEN",1
"ZAIRON",18
"ZNEN",12
"ZONTES",4667
