FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"20072026","0","","APRILIA","SR GT 125","Palmas (Las)","Canarias","125"
"20072026","0","","ZONTES","125X","Murcia","Región de Murcia","125"
"20072026","0","","KTM","KTM 390 DUKE","Alicante/Alacant","Comunidad Valenciana","399"
"20072026","0","","YAMAHA","NMAX 125","Murcia","Región de Murcia","125"
"20072026","0","","RIEJU","NKD 125","Valencia/València","Comunidad Valenciana","124"
"20072026","0","","HONDA","FORZA125","Sevilla","Andalucía","125"
"20072026","0","","HONDA","PCX 125","Málaga","Andalucía","125"
"20072026","0","","YAMAHA","NMAX 125","Cádiz","Andalucía","125"
"20072026","0","","YAMAHA","NMAX 125","Barcelona","Cataluña","125"
"20072026","0","","VOGE","SR1","Córdoba","Andalucía","125"
"20072026","0","","YAMAHA","XTZ 700 Tenere","Cantabria","Cantabria","689"
"20072026","0","","QJMOTOR","SQ 16 E5+","Huelva","Andalucía","125"
"20072026","0","","APRILIA","SR GT 125","Valencia/València","Comunidad Valenciana","125"
"20072026","0","","KYMCO","SKYTOWN 125","Bizkaia","País Vasco","125"
"20072026","0","","ZONTES","368E","Toledo","Castilla-La Mancha","368"
"20072026","0","","BMW","R 1300 GS","Barcelona","Cataluña","1300"
"20072026","0","","ZONTES","125X","Castellón/Castelló","Comunidad Valenciana","125"
"20072026","0","","PIAGGIO","VESPA GTV","Melilla","Melilla","310"
"20072026","0","","SYM","SYMPHONY 125","Barcelona","Cataluña","125"
"20072026","0","","YAMAHA","NMAX 125","Madrid","Comunidad de Madrid","125"
"20072026","0","","SYM","JET 14","Illes Balears","Illes Balears","125"
"20072026","0","","KYMCO","PEOPLE S 125 E5+","Barcelona","Cataluña","125"
"20072026","0","","ZONTES","125E","Coruña (A)","Galicia","125"
"20072026","0","","HONDA","SH Mode 125","Barcelona","Cataluña","125"
"20072026","0","","ZONTES","125X","Guadalajara","Castilla-La Mancha","125"
"20072026","0","","MARSHAL MOTO","JOY125","Cádiz","Andalucía","124"
"20072026","0","","KYMCO","SUPER DINK GT","Bizkaia","País Vasco","321"
"20072026","0","","CYCLONE","RX2","Barcelona","Cataluña","124"
"20072026","0","","HONDA","FORZA125","Cádiz","Andalucía","125"
"20072026","0","","HONDA","FORZA125","Barcelona","Cataluña","125"
"20072026","0","","HONDA","VISION 110","Barcelona","Cataluña","109"
"20072026","0","","HONDA","ADV 750","Málaga","Andalucía","745"
"20072026","0","","ZONTES","125X","Málaga","Andalucía","125"
"20072026","0","","VOGE","625DSX","Madrid","Comunidad de Madrid","581"
"20072026","0","","SYM","JET 14","Cádiz","Andalucía","125"
"20072026","0","","QJMOTOR","ATR 125 E5+","Santa Cruz de Tenerife","Canarias","125"
"20072026","0","","HONDA","PCX 125","Lleida","Cataluña","125"
"20072026","0","","HONDA","CBR 650 R","Pontevedra","Galicia","649"
"20072026","0","","HONDA","VISION 110","Illes Balears","Illes Balears","109"
"20072026","0","","KEEWAY","RKS 125","Sevilla","Andalucía","124"
"20072026","0","","YAMAHA","NMAX 125","Barcelona","Cataluña","125"
"20072026","0","","ZONTES","368G","Murcia","Región de Murcia","368"
"20072026","0","","YAMAHA","XMAX 300","Barcelona","Cataluña","292"
"20072026","0","","HONDA","XL750 Transalp","Lugo","Galicia","755"
"20072026","0","","HONDA","SH Mode 125","Santa Cruz de Tenerife","Canarias","125"
"20072026","0","","HARLEY-DAVIDSON","PAN AMERICA 1250 ST","Madrid","Comunidad de Madrid","1252"
"20072026","0","","KAWASAKI","ELIMINATOR","Granada","Andalucía","451"
"20072026","0","","YAMAHA","RayZR 125","Madrid","Comunidad de Madrid","125"
"20072026","0","","PIAGGIO","BEVERLY 400 HPE","Granada","Andalucía","399"
"20072026","0","","QJMOTOR","MTX 125","Murcia","Región de Murcia","125"
"20072026","0","","TRIUMPH","SCRAMBLER 400 X","Barcelona","Cataluña","398"
"20072026","0","","HONDA","PCX 125","Granada","Andalucía","125"
"20072026","0","","YAMAHA","NMAX 125","Barcelona","Cataluña","125"
"20072026","0","","YAMAHA","MT-09","Asturias","Principado de Asturias","890"
"20072026","0","","SUZUKI","DR-Z400","Barcelona","Cataluña","398"
"20072026","0","","ZONTES","368G","Barcelona","Cataluña","368"
"20072026","0","","YAMAHA","NMAX 125","Cantabria","Cantabria","125"
"20072026","0","","ZONTES","125X","Barcelona","Cataluña","125"
"20072026","0","","HONDA","FORZA 750","Santa Cruz de Tenerife","Canarias","745"
"20072026","0","","PEUGEOT","KISBEE M","Barcelona","Cataluña","125"
"20072026","0","","BMW","R 1300 R","Tarragona","Cataluña","1300"
