MARCA_ITV,COUNT
"AJP",5
"APRILIA",216
"ARIIC",1
"BENDA",1
"BENELLI",188
"BETA",56
"BMW",1317
"BRIXTON",33
"CFMOTO",38
"DAELIM",2
"DAYANG",1
"DUCATI",174
"EFUN",2
"FANTIC MOTOR",27
"FKMOTORS",10
"GASGAS",74
"HANWAY",10
"HARLEY-DAVIDSON",62
"HONDA",2479
"HUSQVARNA",89
"HYOSUNG",13
"INDIAN",24
"ITALJET",3
"KAWASAKI",324
"KEEWAY",157
"KL",3
"KSR MOTO",4
"KTM",348
"KYMCO",571
"LAMBRETTA",9
"LEONART",13
"LINHAI",5
"MACBOR",124
"MALAGUTI",25
"MALCOR",21
"MALCOR IBERICA",1
"MASH",3
"MH MOTORCYCLES",63
"MITT",114
"MONDIAL",31
"MONKEY BIKES",6
"MONTESA",5
"MOTO GUZZI",73
"MOTO MORINI",15
"MOTORBIKE",1
"MOTRON MOTORRAD",29
"MUTT",15
"MV AGUSTA",13
"ORCAL",9
"PEUGEOT",173
"PIAGGIO",922
"QJMOTOR",14
"REDMOTO",7
"RIEJU",50
"RIYA",2
"ROYAL ALLOY",2
"ROYAL ENFIELD",64
"SCORPA",3
"SHERCO",50
"SUMCO",4
"SUZUKI",166
"SWM",11
"SYM",463
"TM RACING",1
"TRIUMPH",146
"TRS",13
"UM",63
"VERTIGO MOTORS",6
"VOGE",81
"WOTTAN",138
"YAMAHA",1676
"ZONTES",278
