MARCA_ITV,COUNT
"AJP",3
"APRILIA",229
"ARIIC",3
"BENDA",9
"BENELLI",274
"BETA",52
"BMW",803
"BRIXTON",65
"CFMOTO",55
"DAELIM",7
"DAYANG",2
"DUCATI",165
"EFUN",3
"FANTIC MOTOR",20
"FKMOTORS",2
"GAS GAS",87
"GOES",7
"HANWAY",11
"HARLEY-DAVIDSON",122
"HONDA",3282
"HUSQVARNA",195
"HUVE",5
"HYOSUNG",21
"INDIAN",1
"INDIAN MOTORCYCLE",32
"ITALJET",8
"KAWASAKI",484
"KEEWAY",146
"KENROD",1
"KSR MOTO AUSTRIA",1
"KTM",534
"KYMCO",789
"LAMBRETTA",15
"LEONART",17
"LINHAI",3
"MACBOR",148
"MALAGUTI",29
"MALCOR",9
"MASH",5
"MH MOTORCYCLES",67
"MITT",170
"MONDIAL",30
"MONKEY BIKES",7
"MONTESA",20
"MOTO GUZZI",54
"MOTO MORINI",8
"MOTRON MOTORRAD",50
"MUTT",11
"MV AGUSTA",5
"NO STOCK BIKES",1
"ORCAL",13
"PEUGEOT",329
"PIAGGIO",956
"REDMOTO",7
"RIEJU",75
"RIYA",9
"ROYAL ALLOY",7
"ROYAL ENFIELD",115
"SCORPA",4
"SHERCO",37
"SUMCO",8
"SUZUKI",144
"SWM",6
"SYM",647
"TIANYING",2
"TM RACING",2
"TRIUMPH",211
"TRS",34
"UM",19
"VERTIGO MOTORS",13
"VOGE",78
"WOTTAN",145
"YAMAHA",1517
"ZONTES",347
