MARCA_ITV,COUNT
"APRILIA",31
"BENELLI",218
"BETA",61
"BMW",981
"BRIXTON",34
"DAELIM",109
"DERBI",3
"DUCATI",142
"GASGAS",50
"GENERIC",4
"GOES",37
"HANWAY",81
"HARLEY-DAVIDSON",186
"HM",26
"HONDA",2581
"HUDSON BOSS",2
"HUSQVARNA",104
"HYOSUNG",20
"INDIAN",14
"KAWASAKI",451
"KEEWAY",269
"KENROD",2
"KSR MOTO",13
"KTM",477
"KYMCO",1587
"LEONART",10
"LIFAN",2
"LINHAI",1
"LINTEX",2
"LML",8
"MACBOR",23
"MASH",59
"MH MOTORCYCLES",68
"MONDIAL",57
"MONTESA",13
"MOTO GUZZI",20
"MOTO SPA",1
"MV AGUSTA",4
"MX",1
"NORTON",1
"PEUGEOT",198
"PGO",1
"PIAGGIO",929
"RIDE",8
"RIEJU",39
"RIYA",46
"ROYAL ENFIELD",25
"SCOMADI",23
"SHERCO",35
"SKY TEAM",5
"SUMCO",9
"SUZUKI",530
"SWM",1
"SYM",681
"TGB",10
"TIANDA",6
"TIANYING",1
"TRIUMPH",180
"TRS",11
"UM",21
"WOTTAN",43
"YAMAHA",1703
"YIYING",3
"ZHENHUA",1
