MARCA_ITV,COUNT
"AEON",2
"AIYUMO",1
"APRILIA",52
"BENELLI",6
"BETA",24
"BMW",385
"DAELIM",119
"DERBI",19
"DUCATI",70
"GASGAS",6
"GENERIC",12
"GILERA",1
"GUZZI",24
"HANWAY",39
"HARLEY-DAVIDSON",81
"HONDA",1479
"HUSQVARNA-CAGIVA",65
"HYOSUNG",15
"INDIAN",4
"JONWAY",17
"JTG",1
"KAWASAKI",322
"KEEWAY",209
"KENROD",11
"KTM",110
"KYMCO",1454
"LEONART",1
"LIFAN",6
"LML",23
"MASH",31
"MBK",1
"MINIMOTO",2
"MONKEY BIKES",4
"MONSTERPRO",2
"MONTESA",3
"MOTOR HISPANIA",2
"MV AGUSTA",14
"PEUGEOT",200
"PGO",2
"PIAGGIO",781
"RIDE",46
"RIEJU",56
"RIYA",30
"ROYAL ENFIELD",16
"SANYOU",7
"SCOMADI",11
"SHERCO",13
"SKY TEAM",2
"SUMCO",7
"SUZUKI",515
"SYM",431
"TGB",9
"TRIUMPH",97
"TURBHO",2
"VESPA",1
"YAMAHA",1303
"YIYING",4
"ZHENHUA",2
"ZNEN",4
