MARCA_ITV,COUNT
"ARENA",2
"ASKOLL",1
"BMW",25
"BRP",4
"CECOTEC",10
"E-BROH",3
"E-ZI",1
"EFUN",18
"FELQ",1
"HORWIN",4
"IONIK",4
"KAINING",1
"KAWASAKI",1
"LVNENG",71
"MILG",2
"NEXT",5
"NEXTELECTRICMOTORS",3
"NIU",3
"PIAGGIO",1
"QUAZZAR",6
"RAY ELECTRIC MOTORS",2
"RIEJU",1
"RODEA",1
"SEGWAY",5
"SILENCE",62
"SUPER SOCO",9
"SURRON",1
"VELCA",48
"VELIMOTOR",1
"VMOTO",2
"YADEA",4
"YASAN MOTOR",1
"ZEEHO",1
"ZERO MOTORCYCLES",8
