MARCA_ITV,COUNT
"ACURA",5
"APRILIA",57
"BENELLI",8
"BETA",49
"BMW",896
"BMW I",1
"DAELIM",102
"DERBI",30
"DUCATI",123
"GASGAS",15
"GENERIC",11
"HANWAY",64
"HARLEY-DAVIDSON",172
"HM",1
"HONDA",1679
"HUSQVARNA",60
"HYOSUNG",56
"INDIAN",10
"JONWAY",2
"JTG",1
"KAWASAKI",482
"KEEWAY",228
"KENROD",6
"KTM",257
"KYMCO",1133
"LAMBRETTA",1
"LIFAN",5
"LML",21
"LUCLA",1
"MASH",38
"MBK",4
"MONKEY BIKES",5
"MONTESA",24
"MOTO GUZZI",29
"MTR",1
"MV AGUSTA",20
"ORCAL",6
"OSSA",2
"PEUGEOT",417
"PIAGGIO",870
"RIDE",10
"RIEJU",46
"RIYA",50
"ROYAL ENFIELD",25
"SANYOU",10
"SCOMADI",26
"SCUTUM",6
"SHERCO",41
"SKY TEAM",3
"SUMCO",4
"SUZUKI",510
"SYM",370
"TGB",11
"TRIUMPH",181
"TURBHO",1
"VERTIGO MOTORS",13
"VICTORY MOTOR",5
"YAMAHA",1392
"YIBEN",1
"YIYING",2
"ZHENHUA",2
"ZNEN",2
