MARCA_ITV,COUNT
"ACURA",1
"AEON",1
"APRILIA",73
"BENELLI",13
"BETA",34
"BMW",1111
"BMW I",1
"CF MOTO",2
"DAELIM",195
"DERBI",26
"DUCATI",228
"GAS-GAS",33
"GENERIC",13
"GILERA",2
"GOES",5
"HANWAY",122
"HARLEY DAVIDSON",207
"HM",3
"HONDA",2987
"HUSQVARNA",34
"HYOSUNG",116
"INDIAN MOTORCYCLE",13
"JTG",1
"KAWASAKI",1063
"KEEWAY",378
"KENROD",12
"KTM",292
"KYMCO",2027
"LEONART",2
"LIFAN",17
"LINTEX",4
"LML",57
"MASH",52
"MBK",3
"MONKEY BIKES",8
"MONSTERPRO",1
"MONTESA",10
"MOTO GUZZI",58
"MV AGUSTA",7
"MX",1
"ORCAL",4
"PEUGEOT",648
"PIAGGIO",1710
"PIONEER",1
"QINGQI",1
"RIDE",43
"RIEJU",98
"RIYA",80
"ROYAL ENFIELD",24
"S.Y.M",834
"SANYOU",8
"SCOMADI",59
"SCORPA",1
"SHERCO",32
"SUMCO",3
"SUZUKI",1094
"SWM",1
"TGB",8
"TNT MOTOR",1
"TRIUMPH",286
"TRS",1
"TURBHO",2
"VERTIGO MOTORS",1
"VICTORY MOTOR DIVISION",8
"YAMAHA",2453
"YIBEN",2
"ZHENHUA",1
"ZNEN",9
