MARCA_ITV,COUNT
"AJP",5
"APRILIA",222
"ARIIC",37
"BENELLI",162
"BETA",25
"BMW",714
"BRIXTON",38
"CFMOTO",73
"DAELIM",12
"DUCATI",117
"EFUN",6
"FANTIC MOTOR",22
"GASGAS",45
"GUZZI",1
"HANWAY",8
"HARLEY-DAVIDSON",62
"HONDA",3596
"HUSQVARNA",131
"HYOSUNG",14
"INDIAN",30
"ITALJET",2
"KAWASAKI",468
"KEEWAY",226
"KL",1
"KTM",443
"KYMCO",1173
"LAMBRETTA",11
"LEONART",9
"LINHAI",12
"MACBOR",196
"MALAGUTI",12
"MALCOR IBERICA",14
"MASH",3
"MH MOTORCYCLES",145
"MITT",119
"MONDIAL",11
"MONKEY BIKES",3
"MONTESA",4
"MOTO GUZZI",38
"MOTO MORINI",12
"MOTRON MOTORRAD",39
"MUTT",8
"MV AGUSTA",10
"ORCAL",2
"PEUGEOT",230
"PIAGGIO",736
"QJMOTOR",149
"REDMOTO",7
"RIEJU",105
"RIYA",4
"ROYAL ALLOY",10
"ROYAL ENFIELD",83
"SHERCO",26
"SUMCO",1
"SUZUKI",249
"SWM",9
"SYM",1024
"TRIUMPH",184
"TRS",4
"UM",46
"VERTIGO MOTORS",3
"VICTORY MOTOR",1
"VOGE",261
"WOTTAN",174
"YAMAHA",1873
"ZONTES",561
