MARCA_ITV,COUNT
"ABENDAÑO",6
"AJP",3
"APRILIA",77
"BAYER, MOT WERKE-BMW",1
"BENELLI",318
"BETA",89
"BMW",1106
"BRIXTON",60
"CF MOTO",6
"DAELIM",72
"DAYANG",4
"DUCATI",235
"E-BROH",1
"EFUN",3
"FANTIC MOTOR",4
"FKMOTORS",5
"GAS-GAS",116
"GOES",52
"HANWAY",41
"HARLEY DAVIDSON",81
"HONDA",2952
"HUSQVARNA",93
"HYOSUNG",34
"INDIAN MOTORCYCLE",43
"KAWASAKI",908
"KEEWAY",274
"KSR MOTO AUSTRIA",18
"KTM",521
"KYMCO",834
"LAMBRETTA",11
"LEIHU",4
"LEONART",5
"LONCIN",5
"MACBOR",246
"MALAGUTI",27
"MALCOR",18
"MASH",20
"MESSERSCHMITT",2
"MH MOTORCYCLES",52
"MITT",77
"MONDIAL",12
"MONKEY BIKES",1
"MONTESA",17
"MOTO GUZZI",71
"MUTT",35
"MUTTI",4
"MV AGUSTA",16
"ORCAL",38
"PEUGEOT",256
"PIAGGIO",999
"PIONEER",3
"REDMOTO",3
"RIEJU",127
"ROYAL ENFIELD",125
"S.Y.M",637
"SHERCO",39
"SUMCO",11
"SUZUKI",222
"SWM",9
"TIANDA",1
"TIANYING",2
"TM RACING",9
"TRIUMPH",218
"TRS",40
"UM",105
"VENT SRL",2
"VERTIGO MOTORS",8
"VOGE",53
"WANGYE",1
"WOTTAN",139
"YAMAHA",2164
"ZNEN",1
"ZONTES",309
