MARCA_ITV,COUNT
"AJP",23
"ALPINA DI RENANIA",1
"APRILIA",343
"ARIIC",40
"BENELLI",401
"BETA",65
"BMW",1052
"BRIXTON",31
"CFMOTO",93
"DAELIM",7
"DUCATI",223
"EFUN",5
"FANTIC MOTOR",44
"GASGAS",48
"GOES",1
"GREASY BOBBER (GB)",1
"HANWAY",7
"HARLEY-DAVIDSON",105
"HONDA",3899
"HUSQVARNA",156
"HYOSUNG",14
"INDIAN",31
"ITALJET",4
"KAWASAKI",888
"KEEWAY",230
"KOVE",57
"KTM",519
"KYMCO",1323
"LAMBRETTA",11
"LEONART",5
"LINHAI",7
"MACBOR",146
"MALAGUTI",10
"MALCOR IBERICA",3
"MBP",8
"MH MOTORCYCLES",133
"MITT",219
"MONDIAL",2
"MONKEY BIKES",5
"MONTESA",8
"MOTO GUZZI",73
"MOTO MORINI",51
"MOTORBIKE",1
"MOTRON MOTORRAD",27
"MTR BIKES",2
"MUTT",10
"MV AGUSTA",6
"ORCAL",5
"PEUGEOT",157
"PIAGGIO",1003
"QJMOTOR",281
"REDMOTO",6
"RIEJU",122
"ROYAL ALLOY",7
"ROYAL ENFIELD",169
"SHERCO",44
"SUMCO",1
"SUZUKI",298
"SWM",14
"SYM",857
"TM RACING",1
"TRIUMPH",315
"TRS",18
"UM",51
"VENT S.R.L.",4
"VERTIGO MOTORS",8
"VOGE",825
"WOTTAN",207
"YAMAHA",3048
"ZONTES",870
