MARCA_ITV,COUNT
"AJP",10
"APRILIA",336
"ARIIC",1
"BENELLI",271
"BETA",67
"BMW",1382
"BRIXTON",90
"CFMOTO",42
"DAELIM",20
"DUCATI",202
"EFUN",27
"FANTIC MOTOR",39
"FKMOTORS",4
"GAS GAS",99
"GASGAS",1
"HANWAY",12
"HARLEY-DAVIDSON",109
"HONDA",3036
"HUSQVARNA",155
"HYOSUNG",28
"INDIAN MOTORCYCLE",33
"ITALJET",5
"KAWASAKI",465
"KEEWAY",326
"KL",1
"KTM",494
"KYMCO",1457
"LAMBRETTA",23
"LEONART",26
"LINHAI",12
"MACBOR",177
"MALAGUTI",22
"MALCOR",7
"MALCOR IBERICA",6
"MASH",3
"MH MOTORCYCLES",103
"MITT",203
"MONDIAL",27
"MONKEY BIKES",6
"MONTESA",9
"MOTO GUZZI",65
"MOTO MORINI",18
"MOTRON MOTORRAD",75
"MUTT",26
"MV AGUSTA",3
"NO STOCK BIKES",1
"ORCAL",9
"PEUGEOT",253
"PIAGGIO",760
"QJMOTOR",6
"REDMOTO",1
"RIEJU",103
"RIYA",19
"ROYAL ALLOY",5
"ROYAL ENFIELD",119
"SCORPA",4
"SHERCO",52
"SUMCO",8
"SUZUKI",205
"SWM",8
"SYM",780
"TM RACING",6
"TRIUMPH",269
"TRS",21
"UM",50
"VENT S.R.L.",2
"VERTIGO MOTORS",3
"VOGE",117
"WOTTAN",208
"YAMAHA",1816
"ZONTES",503
