FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,POTENCIA_ITV,NUM_PLAZAS,LOCALIDAD_VEHICULO,COD_PROVINCIA_VEH,COD_PROVINCIA_MAT,FEC_TRAMITE,CODIGO_POSTAL,PERSONA_FISICA_JURIDICA,CODIGO_ITV,SERVICIO,COD_MUNICIPIO_INE_VEH,MUNICIPIO,KW_ITV,TIPO_CARNET,TIPO_ITV,VARIANTE_ITV,VERSION_ITV,MASA_ORDEN_MARCHA_ITV,MASA_MAXIMA_TECNICA_ITV,CATEGORIA_HOMOLOGACION_EUROPEA_ITV,CARROCERIA,CONSUMO_WH_KM_ITV,CLASIFICACION_REGLAMENTO_VEHICULOS_ITV,CATEGORIA_VEHICULO_ELECTRICO,AUTONOMIA_VEHICULO_ELECTRICO,MARCA_VEHICULO_BASE,FABRICANTE_VEHICULO_BASE,TIPO_VEHICULO_BASE,VARIANTE_VEHICULO_BASE,VERSION_VEHICULO_BASE
"08072025","0","","SILENCE","SEAT MÓ ESCOOTER 125","0","1.35","2","CIUTADELLA DE MENORCA","IB","IB","08072025","07760","D","","B00","07015","CIUTADELLA MENORCA","7.00","A1","","6","2","111","320","L3e","","70","0400","BEV","013300","","","","",""
"08072025","0","","SUPER SOCO","TC WANDERER","0","0.49","2","VILLALONGA","V","SG","08072025","46720","D","","B00","46255","VILLALONGA","2.50","A1","","2","1","89","266","L3e","ND","40","0400","BEV","005000","","","","",""
"08072025","0","","SEGWAY","--","0","1.51","2","JAÉN","J","GR","08072025","23006","D","","B00","23050","JAEN","7.80","A1","","000","00","101","280","L3e","ND","44","0400","BEV","009000","","","","",""
"08072025","0","","SILENCE","S01","0","1.35","2","BARCELONA","B","B","08072025","08008","X","","A01","08019","BARCELONA","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"08072025","0","","NEXT","MOJITO","0","0.67","2","MÁLAGA","MA","MA","08072025","29004","D","","B00","29067","MALAGA","3.50","A1","","EE","00","87","261","L3e","ND","31","0400","BEV","011400","","","","",""
"08072025","0","","VELCA","VORTEX","0","1.55","2","NAVALCARNERO","M","SG","08072025","28600","D","","B00","28096","NAVALCARNERO","8.00","A1","","00","B","103","300","L3e","","65","0400","BEV","014500","","","","",""
"08072025","0","","VELCA","ONE","0","1.35","2","TRES CANTOS","M","SG","08072025","28760","D","","B00","28903","TRES CANTOS","7.00","A1","","A","2","103","300","L3e","","60","0400","BEV","013500","","","","",""
"08072025","0","","SILENCE","S01","0","1.35","2","BARCELONA","B","B","08072025","08008","X","","B00","08019","BARCELONA","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"08072025","0","","SUPER SOCO","CPXPRO","0","1.36","2","ALMODOVAR DEL RIO","CO","CO","08072025","14720","X","","B00","14005","ALMODOVAR DEL RIO","4.00","A1","","6","1","107","300","L3e","ND","53","0400","BEV","010000","","","","",""
"08072025","0","","SILENCE","S01","0","1.35","2","DONOSTIA-SAN SEBASTIÁN","SS","SS","08072025","20009","D","","B00","20069","DONOSTIA","7.00","A1","","5","2","111","320","L3e","","70","0400","BEV","013300","","","","",""
"08072025","0","","SILENCE","S01","0","1.35","2","BARCELONA","B","B","08072025","08008","X","","A01","08019","BARCELONA","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"08072025","0","","SUPER SOCO","CPXPRO","0","1.36","2","MADRID","M","LE","08072025","28030","D","","B00","28079","MADRID","4.00","A1","","6","1","107","300","L3e","","53","0400","BEV","010000","","","","",""
"08072025","0","","VELCA","ONE","0","1.35","2","IRUN","SS","M","08072025","20301","D","","B00","20045","IRUN","7.00","A1","","A","2","103","300","L3e","","60","0400","BEV","013500","","","","",""
"08072025","0","","VELCA","ONE","0","1.35","2","CARBAJOSA DE LA SAGRADA","SA","SA","08072025","37188","X","","B00","37085","CARBAJOSA DE SAGRADA","7.00","A1","","00","2","103","300","L3e","","60","0400","BEV","013500","","","","",""
"08072025","0","","EFUN","TIGER 100","0","1.36","2","TALAMANCA DEL JARAMA","M","M","08072025","28160","D","","B00","28145","TALAMANCA DEL JARAMA","7.10","A1","","04","01","101","306","L3e","","48","0400","BEV","020100","","","","",""
"08072025","0","","SILENCE","S01","0","1.35","2","ERRENTERIA","SS","SS","08072025","20100","D","","B00","20067","RENTERIA","7.00","A1","","5","2","111","320","L3e","","70","0400","BEV","013300","","","","",""
"08072025","0","","VELCA","CALIMA S","0","0.99","2","MADRID","M","SG","08072025","28031","D","","B00","28079","MADRID","5.15","A1","","1","6","84","256","L3e","","36","0400","BEV","008600","","","","",""
"08072025","0","","SILENCE","S01","0","1.35","2","BARCELONA","B","B","08072025","08008","X","","A01","08019","BARCELONA","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"08072025","0","","SILENCE","S01","0","1.35","2","BARCELONA","B","B","08072025","08008","X","","A01","08019","BARCELONA","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"08072025","0","","SILENCE","S01","0","1.35","2","BARCELONA","B","B","08072025","08008","X","","A01","08019","BARCELONA","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
