FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,POTENCIA_ITV,NUM_PLAZAS,LOCALIDAD_VEHICULO,COD_PROVINCIA_VEH,COD_PROVINCIA_MAT,FEC_TRAMITE,CODIGO_POSTAL,PERSONA_FISICA_JURIDICA,CODIGO_ITV,SERVICIO,COD_MUNICIPIO_INE_VEH,MUNICIPIO,KW_ITV,TIPO_CARNET,TIPO_ITV,VARIANTE_ITV,VERSION_ITV,MASA_ORDEN_MARCHA_ITV,MASA_MAXIMA_TECNICA_ITV,CATEGORIA_HOMOLOGACION_EUROPEA_ITV,CARROCERIA,CONSUMO_WH_KM_ITV,CLASIFICACION_REGLAMENTO_VEHICULOS_ITV,CATEGORIA_VEHICULO_ELECTRICO,AUTONOMIA_VEHICULO_ELECTRICO,MARCA_VEHICULO_BASE,FABRICANTE_VEHICULO_BASE,TIPO_VEHICULO_BASE,VARIANTE_VEHICULO_BASE,VERSION_VEHICULO_BASE
"28072025","0","","URBAN ELECTRIC MOTORS","URBAN DELIVERY","0","0.91","1","SAN FERNANDO DE HENARES","M","M","28072025","28830","X","","A01","28130","SAN FERNANDO HENARES","4.70","A1","","MD80A","MDF9B","89","262","L3e","","55","0400","BEV","010400","","","","",""
"28072025","0","","URBAN ELECTRIC MOTORS","URBAN DELIVERY","0","0.91","1","SAN FERNANDO DE HENARES","M","M","28072025","28830","X","","A01","28130","SAN FERNANDO HENARES","4.70","A1","","MD80A","MDF9B","89","262","L3e","","55","0400","BEV","010400","","","","",""
"28072025","0","","SILENCE","SEAT MÓ ESCOOTER 125","0","1.35","2","LEIOA","BI","BI","28072025","48940","D","","B00","48054","LEIOA","7.00","A1","","6","2","111","320","L3e","","70","0400","BEV","013300","","","","",""
"28072025","0","","NEXT","MOJITO","0","0.67","2","XÀBIA/JÁVEA","A","A","28072025","03730","D","","B00","03082","JAVEA","3.50","A1","","EE","00","87","261","L3e","ND","31","0400","BEV","011400","","","","",""
"28072025","0","","SILENCE","S01","0","1.35","2","BARCELONA","B","B","28072025","08019","D","","B00","08019","BARCELONA","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"28072025","0","","SILENCE","S01","0","1.35","2","MADRID","M","B","28072025","28006","X","","A01","28079","MADRID","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"28072025","0","","BMW","CE04","0","2.91","2","GIJÓN","O","M","28072025","33202","D","","B00","33024","GIJON","15.00","A2","","0C51","A","175","410","L3e","","77","0400","BEV","013000","","","","",""
"28072025","0","","SILENCE","S01","0","1.35","2","MADRID","M","B","28072025","28006","X","","A01","28079","MADRID","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"28072025","0","","SILENCE","S01","0","1.35","2","MADRID","M","B","28072025","28006","X","","A01","28079","MADRID","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"28072025","0","","URBAN ELECTRIC MOTORS","URBAN DELIVERY","0","0.91","1","SAN FERNANDO DE HENARES","M","M","28072025","28830","X","","A01","28130","SAN FERNANDO HENARES","4.70","A1","","MD80A","MDF9B","89","262","L3e","","55","0400","BEV","010400","","","","",""
"28072025","0","","SILENCE","S01","0","1.35","2","MADRID","M","B","28072025","28006","X","","A01","28079","MADRID","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"28072025","0","","SILENCE","S01","0","1.35","2","MADRID","M","B","28072025","28006","X","","A01","28079","MADRID","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"28072025","0","","SILENCE","S01","0","1.35","2","MADRID","M","B","28072025","28006","X","","A01","28079","MADRID","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"28072025","0","","SILENCE","S01","0","1.35","2","MADRID","M","B","28072025","28006","X","","A01","28079","MADRID","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"28072025","0","","NEXT","OVEGA","0","1.94","2","ELCHE/ELX","A","A","28072025","03204","D","","B00","03065","ELCHE","10.00","A1","","EF","E","118","348","L3e","ND","87","0400","BEV","012500","","","","",""
"28072025","0","","NEXT","MOJITO","0","0.67","2","MÁLAGA","MA","MA","28072025","29014","D","","B00","29067","MALAGA","3.50","A1","","EE","00","87","261","L3e","ND","31","0400","BEV","011400","","","","",""
"28072025","0","","NEXT","OVEGA","0","1.94","2","ALZIRA","V","SG","28072025","46600","D","","B00","46017","ALZIRA","10.00","A1","","EF","E","118","348","L3e","ND","87","0400","BEV","012500","","","","",""
"28072025","0","","BMW","CE 04","0","2.91","2","VALENCIA","V","V","28072025","46015","X","","B00","46250","VALENCIA","11.00","A1","","0C51","B","175","410","L3e","","77","0400","BEV","010000","","","","",""
"28072025","0","","QUAZZAR","E-DIVINE PLUS","0","0.77","2","PLAYA DE LOS CRISTIANOS","TF","TF","28072025","38650","D","","B00","38006","ARONA","4.00","A1","","A","A","83","253","L3e","","45","0400","BEV","010000","","","","",""
