FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,POTENCIA_ITV,NUM_PLAZAS,LOCALIDAD_VEHICULO,COD_PROVINCIA_VEH,COD_PROVINCIA_MAT,FEC_TRAMITE,CODIGO_POSTAL,PERSONA_FISICA_JURIDICA,CODIGO_ITV,SERVICIO,COD_MUNICIPIO_INE_VEH,MUNICIPIO,KW_ITV,TIPO_CARNET,TIPO_ITV,VARIANTE_ITV,VERSION_ITV,MASA_ORDEN_MARCHA_ITV,MASA_MAXIMA_TECNICA_ITV,CATEGORIA_HOMOLOGACION_EUROPEA_ITV,CARROCERIA,CONSUMO_WH_KM_ITV,CLASIFICACION_REGLAMENTO_VEHICULOS_ITV,CATEGORIA_VEHICULO_ELECTRICO,AUTONOMIA_VEHICULO_ELECTRICO,MARCA_VEHICULO_BASE,FABRICANTE_VEHICULO_BASE,TIPO_VEHICULO_BASE,VARIANTE_VEHICULO_BASE,VERSION_VEHICULO_BASE
"21072025","0","","VELCA","ONE","0","1.35","2","RENEDO DE ESGUEVA","VA","SA","21072025","47170","D","","B00","47133","RENEDO DE ESGUEVA","7.00","A1","","00","2","103","300","L3e","","60","0400","BEV","013500","","","","",""
"21072025","0","","BMW","CE 02","0","1.16","2","ELCHE/ELX","A","A","21072025","03206","X","","B00","03065","ELCHE","6.00","A1","","0C71","A","105","312","L3e","","60","0400","BEV","009500","","","","",""
"21072025","0","","ARENA","R30","0","0.77","2","ZARAGOZA","Z","Z","21072025","50009","D","","B00","50297","ZARAGOZA","4.00","A1","","2","0","88","254","L3e","ND","31","0400","BEV","007000","","","","",""
"21072025","0","","VELCA","ONE","0","1.35","2","MADRID","M","SG","21072025","28031","D","","B00","28079","MADRID","7.00","A1","","A","2","103","300","L3e","","60","0400","BEV","013500","","","","",""
"21072025","0","","STARK","STARK VARG","0","1.74","1","SANT BOI DE LLOBREGAT","B","T","21072025","08830","X","","B00","08200","S BOI DE LLOB","9.00","A1","","EX","HB","97","275","L3e","ND","126","0400","BEV","011700","","","","",""
"21072025","0","","SEGWAY","--","0","1.51","2","DOS HERMANAS","SE","SE","21072025","41703","D","","B00","41038","DOS HERMANAS","7.80","A1","","000","00","101","280","L3e","ND","44","0400","BEV","009000","","","","",""
"21072025","0","","SILENCE","S01","0","1.35","2","BARCELONA","B","B","21072025","08030","D","","B00","08019","BARCELONA","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"21072025","0","","NEXT","MOJITO","0","0.67","2","URDULIZ","BI","BI","21072025","48610","D","","B00","48089","URDULIZ","3.50","A1","","EE","00","87","261","L3e","ND","31","0400","BEV","011400","","","","",""
"21072025","0","","SILENCE","S01","0","1.35","2","BARCELONA","B","B","21072025","08013","D","","B00","08019","BARCELONA","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"21072025","0","","RAY ELECTRIC MOTORS","RAY 7.7","0","2.13","2","ZARAGOZA","Z","Z","21072025","50018","D","","B00","50297","ZARAGOZA","11.00","A1","","1","1","117","320","L3e","","85","0400","BEV","015400","","","","",""
"21072025","0","","VELCA","ONE","0","1.35","2","CARMOLI, EL","MU","M","21072025","30368","D","","B00","30016","CARTAGENA","7.00","A1","","A","2","103","300","L3e","","60","0400","BEV","013500","","","","",""
"21072025","0","","VELCA","VORTEX","0","1.55","2","BILBAO","BI","BI","21072025","48013","D","","B00","48020","BILBAO","8.00","A1","","00","B","129","356","L3e","","65","0400","BEV","014500","","","","",""
"21072025","0","","BMW","CE04","0","2.13","2","SEVILLA","SE","CA","21072025","41001","D","","B00","41091","SEVILLA","11.00","A1","","0C51","B","175","410","L3e","","77","0400","BEV","010000","","","","",""
