MARCA_ITV,COUNT
"AEON",1
"APRILIA",70
"BENELLI",8
"BETA",31
"BMW",613
"CF MOTO",3
"DAELIM",129
"DERBI",17
"DUCATI",158
"GASGAS",29
"GENERIC",12
"GOES",1
"GUZZI",21
"HANWAY",67
"HARLEY-DAVIDSON",140
"HM",1
"HONDA",1730
"HUSQVARNA-CAGIVA",24
"HYOSUNG",20
"JONWAY",2
"KAWASAKI",392
"KEEWAY",228
"KENROD",7
"KTM",171
"KYMCO",1387
"LEONART",3
"LIFAN",10
"LML",23
"LUCLA",1
"MASH",35
"MBK",3
"MINELLI",1
"MINIMOTO",1
"MONKEY BIKES",8
"MONTESA",5
"MOTRAC",2
"MTR",1
"MV AGUSTA",17
"NO STOCK BIKES",1
"OSSA",1
"PEUGEOT",300
"PIAGGIO",876
"PIONEER",1
"RIDE",28
"RIEJU",84
"RIYA",24
"ROYAL ENFIELD",10
"SANYOU",13
"SHERCO",21
"SUMCO",15
"SUZUKI",505
"SYM",845
"TGB",16
"TRIUMPH",171
"YAMAHA",1411
"YIYING",5
"ZHENHUA",2
"ZNEN",6
