MARCA_ITV,COUNT
"AJP",20
"ALPINA DI RENANIA",1
"APRILIA",417
"ARIIC",27
"BENDA",8
"BENELLI",188
"BETA",64
"BMW",1302
"BRIXTON",36
"BSA",5
"BULTACO",2
"CFMOTO",179
"DAELIM",12
"DUCATI",244
"EFUN",8
"F.B MONDIAL",7
"FANTIC MOTOR",44
"GAS GAS",1
"GASGAS",63
"HANWAY",27
"HARLEY-DAVIDSON",93
"HONDA",4556
"HUSQVARNA",179
"HYOSUNG",15
"INDIAN MOTORCYCLE",19
"ITALJET",3
"KAWASAKI",941
"KEEWAY",293
"KL",8
"KOVE",43
"KTM",600
"KYMCO",1076
"LAMBRETTA",31
"LEONART",16
"LINHAI",32
"MACBOR",112
"MALAGUTI",7
"MALCOR IBERICA",5
"MBP",25
"MH MOTORCYCLES",138
"MITT",232
"MONDIAL",4
"MONKEY BIKES",5
"MONTESA",1
"MOTO GUZZI",70
"MOTO MORINI",20
"MOTRON MOTORRAD",23
"MTR BIKES",9
"MUTT",19
"MV AGUSTA",7
"ORCAL",13
"PEUGEOT",282
"PIAGGIO",1085
"QJMOTOR",321
"REDMOTO",7
"RIEJU",131
"RIYA",2
"ROYAL ALLOY",3
"ROYAL ENFIELD",202
"SHERCO",34
"SUMCO",2
"SUZUKI",367
"SWM",14
"SYM",1149
"TM RACING",1
"TRIUMPH",499
"TRS",21
"UM",60
"URAL",1
"VERTIGO MOTORS",6
"VOGE",496
"WOTTAN",104
"WOTTAN MOTOR",21
"YAMAHA",3479
"ZONTES",697
