MARCA_ITV,COUNT
"ACURA",2
"AEON",1
"APRILIA",85
"BENELLI",18
"BETA",21
"BMW",862
"DAELIM",186
"DERBI",26
"DUCATI",175
"GAS-GAS",26
"GENERIC",14
"GILERA",1
"GOES",5
"HANGLONG",1
"HANWAY",135
"HARLEY DAVIDSON",197
"HM",1
"HONDA",2926
"HUSQVARNA",43
"HYOSUNG",75
"INDIAN MOTORCYCLE",15
"JONWAY",2
"KAWASAKI",976
"KEEWAY",428
"KENROD",13
"KTM",397
"KYMCO",2187
"LEONART",4
"LIFAN",12
"LML",55
"MASH",78
"MBK",1
"MH MOTORCYCLES",10
"MONKEY BIKES",4
"MONTESA",6
"MOTO GUZZI",21
"MTR",3
"MV AGUSTA",15
"MX",1
"NO STOCK BIKES",1
"ORCAL",4
"PEUGEOT",417
"PIAGGIO",1183
"RIDE",33
"RIEJU",96
"RIYA",64
"ROYAL ENFIELD",40
"S.Y.M",857
"SANYOU",4
"SCOMADI",36
"SCORPA",1
"SCUTUM",1
"SHERCO",23
"SKY TEAM",3
"SLINGSHOT",1
"SUMCO",3
"SUZUKI",768
"TGB",11
"TRIUMPH",198
"TRS",4
"VERTIGO MOTORS",1
"VICTORY MOTOR DIVISION",14
"YAMAHA",2555
"YIYING",1
"ZHENHUA",3
"ZNEN",3
