MARCA_ITV,COUNT
"AJP",3
"APRILIA",263
"ARIIC",4
"BENDA",1
"BENELLI",238
"BETA",68
"BMW",818
"BRIXTON",57
"CFMOTO",49
"DAELIM",12
"DAYANG",1
"DUCATI",155
"EFUN",4
"FANTIC MOTOR",25
"FKMOTORS",1
"GAS GAS",84
"GASGAS",1
"HANWAY",11
"HARLEY-DAVIDSON",79
"HONDA",3002
"HUSQVARNA",131
"HYOSUNG",20
"INDIAN",2
"INDIAN MOTORCYCLE",27
"ITALJET",5
"KAWASAKI",414
"KEEWAY",357
"KL",2
"KSR MOTO",1
"KTM",439
"KYMCO",981
"LAMBRETTA",17
"LEONART",26
"LINHAI",8
"MACBOR",91
"MALAGUTI",14
"MALCOR",3
"MALCOR IBERICA",3
"MASH",6
"MH MOTORCYCLES",113
"MITT",197
"MONDIAL",22
"MONKEY BIKES",5
"MONTESA",9
"MOTO GUZZI",59
"MOTO MORINI",16
"MOTRON MOTORRAD",53
"MUTT",13
"MV AGUSTA",8
"ORCAL",7
"PEUGEOT",213
"PIAGGIO",887
"QJMOTOR",33
"REDMOTO",8
"RIEJU",74
"RIYA",7
"ROYAL ALLOY",5
"ROYAL ENFIELD",77
"SCORPA",3
"SHERCO",44
"SUMCO",10
"SUZUKI",154
"SWM",8
"SYM",936
"TM RACING",2
"TRIUMPH",222
"TRS",22
"UM",56
"VERTIGO MOTORS",11
"VOGE",141
"VTA",10
"WOTTAN",132
"YAMAHA",2011
"ZONTES",444
