MARCA_ITV,COUNT
"AJP",8
"ALPINA DI RENANIA",1
"APRILIA",265
"ARIIC",24
"BAJAJ",4
"BENDA",16
"BENELLI",129
"BETA",68
"BMW",1244
"BRIXTON",35
"BSA",6
"CFMOTO",272
"CYCLONE",33
"DAELIM",4
"DAYANG",1
"DUCATI",170
"EFUN",4
"F.B MONDIAL",4
"FANTIC MOTOR",51
"GASGAS",205
"GOES",1
"GUZZI",1
"HANWAY",1
"HARLEY-DAVIDSON",67
"HONDA",3487
"HUSQVARNA",285
"HYOSUNG",20
"INDIAN",40
"ITALJET",6
"KAWASAKI",615
"KEEWAY",177
"KL",10
"KOVE",48
"KTM",865
"KYMCO",772
"LAMBRETTA",19
"LEONART",5
"LINHAI",14
"MACBOR",164
"MALAGUTI",7
"MALCOR IBERICA",2
"MASH",1
"MBP",21
"MH MOTORCYCLES",103
"MITT",179
"MONDIAL",12
"MONKEY BIKES",3
"MONTESA",2
"MORBIDELLI",15
"MOTO GUZZI",69
"MOTO MORINI",9
"MOTORBIKE",1
"MOTRON MOTORRAD",6
"MTR BIKES",2
"MUTT",1
"MV AGUSTA",11
"ORCAL",6
"PEUGEOT",173
"PIAGGIO",695
"QJMOTOR",357
"REDMOTO",10
"RIEJU",70
"ROYAL ALLOY",1
"ROYAL ENFIELD",106
"SHERCO",44
"SUZUKI",349
"SWM",7
"SYM",801
"TRIUMPH",240
"TRS",31
"UM",29
"VENT",1
"VENT S.R.L.",10
"VERTIGO MOTORS",5
"VOGE",973
"WOTTAN",152
"YAMAHA",2083
"ZONTES",508
