MARCA_ITV,COUNT
"APRILIA",391
"ARIIC",22
"BENELLI",254
"BETA",37
"BMW",1424
"BRIXTON",56
"CFMOTO",61
"DAELIM",6
"DUCATI",220
"EFUN",9
"FANTIC MOTOR",38
"GAS GAS",76
"HANWAY",11
"HARLEY-DAVIDSON",109
"HONDA",5059
"HUSQVARNA",176
"HYOSUNG",18
"INDIAN MOTORCYCLE",25
"ITALJET",8
"KAWASAKI",815
"KEEWAY",382
"KTM",627
"KYMCO",1788
"LAMBRETTA",10
"LEONART",10
"LINHAI",7
"MACBOR",182
"MALAGUTI",9
"MALCOR IBERICA",6
"MASH",2
"MH MOTORCYCLES",175
"MITT",210
"MONDIAL",17
"MONKEY BIKES",4
"MONTESA",5
"MOTO GUZZI",44
"MOTO MORINI",32
"MOTRON MOTORRAD",53
"MUTT",17
"MV AGUSTA",4
"ORCAL",11
"PEUGEOT",436
"PIAGGIO",1188
"QJMOTOR",104
"REDMOTO",5
"RIEJU",101
"RIYA",10
"ROYAL ALLOY",4
"ROYAL ENFIELD",140
"SCORPA",1
"SHERCO",46
"SUMCO",2
"SUZUKI",363
"SWM",13
"SYM",1265
"TM RACING",2
"TRIUMPH",338
"TRS",20
"UM",74
"VERTIGO MOTORS",8
"VOGE",308
"WOTTAN",212
"WOTTAN MOTOR",3
"YAMAHA",2467
"ZONTES",863
