MARCA_ITV,COUNT
"APRILIA",50
"ARIIC",1
"ASIAWING",2
"BENELLI",128
"BETA",65
"BMW",921
"BRIXTON",32
"CC",1
"CF MOTO",1
"DAELIM",83
"DERBI",1
"DUCATI",170
"GAS-GAS",71
"GENERIC",1
"GILERA",1
"GOES",46
"HANWAY",68
"HARLEY DAVIDSON",171
"HONDA",2285
"HUDSON BOSS",6
"HUSQVARNA",157
"HYOSUNG",10
"INDIAN MOTORCYCLE",26
"JNEN",3
"JTG",1
"KANDI MX",2
"KAWASAKI",523
"KEEWAY",141
"KENROD",3
"KSR MOTO",1
"KSR MOTO AUSTRIA",26
"KTM",414
"KYMCO",979
"LEONART",2
"LML",6
"MACBOR",73
"MALCOR",3
"MASH",26
"MH MOTORCYCLES",17
"MONDIAL",35
"MONTESA",16
"MOTO GUZZI",30
"MOTO SPA",9
"MV AGUSTA",10
"NORTON",2
"ORCAL",1
"PEUGEOT",182
"PIAGGIO",781
"PIONEER",5
"RIDE",1
"RIEJU",52
"RIYA",33
"ROYAL ENFIELD",46
"S.Y.M",524
"SANBEN",2
"SCOMADI",27
"SCORPA",1
"SHERCO",71
"SUMCO",9
"SUZUKI",435
"SWM",9
"TARO",1
"TGB",2
"TIANDA",6
"TRIUMPH",208
"TRS",21
"UM",33
"VENT SRL",10
"VERTIGO MOTORS",5
"VICTORY MOTORCYCLES DIV",1
"WOTTAN",60
"YAMAHA",1892
"YIYING",4
"ZHENHUA",1
