MARCA_ITV,COUNT
"AJP",11
"ALPINA DI RENANIA",4
"APRILIA",270
"ARIIC",45
"BAJAJ",16
"BENDA",18
"BENELLI",186
"BETA",94
"BMW",1015
"BRIXTON",17
"BSA",1
"CFMOTO",146
"CYCLONE",37
"DAELIM",1
"DUCATI",156
"F.B MONDIAL",6
"FANTIC MOTOR",45
"GASGAS",71
"HANWAY",11
"HARLEY-DAVIDSON",79
"HONDA",4488
"HUSQVARNA",219
"HYOSUNG",9
"INDIAN",37
"ITALJET",6
"KAWASAKI",783
"KEEWAY",275
"KL",8
"KOVE",69
"KTM",684
"KYMCO",1114
"LAMBRETTA",22
"LEONART",7
"LINHAI",19
"MACBOR",187
"MALAGUTI",4
"MALCOR IBERICA",1
"MASH",1
"MBP",51
"MH MOTORCYCLES",115
"MITT",172
"MONDIAL",13
"MONKEY BIKES",5
"MONTESA",7
"MORBIDELLI",16
"MOTO GUZZI",42
"MOTO MORINI",24
"MOTORBIKE",1
"MOTRON MOTORRAD",15
"MTR BIKES",2
"MUTT",9
"MV AGUSTA",10
"NO STOCK BIKES",1
"ORCAL",8
"PEUGEOT",270
"PIAGGIO",777
"QJMOTOR",420
"REDMOTO",9
"RIEJU",112
"RIYA",1
"ROYAL ENFIELD",166
"SCORPA",1
"SHERCO",84
"SUMCO",1
"SUZUKI",347
"SWM",10
"SYM",1043
"TM RACING",2
"TRIUMPH",322
"TRS",19
"UM",35
"VENT S.R.L.",1
"VERTIGO MOTORS",12
"VOGE",1197
"WOTTAN",101
"YAMAHA",3072
"ZONTES",765
