FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"11092026","0","","HONDA","PCX 125","Alicante/Alacant","Comunidad Valenciana","125"
"11092026","0","","RIEJU","NKD 125","Madrid","Comunidad de Madrid","124"
"11092026","0","","QJMOTOR","FORT 125 N E5+","Santa Cruz de Tenerife","Canarias","125"
"11092026","0","","SYM","ADX 125 LC TCS E5+","Jaén","Andalucía","125"
"11092026","0","","VOGE","SR16","Murcia","Región de Murcia","125"
"11092026","0","","HONDA","FORZA 750","Madrid","Comunidad de Madrid","745"
"11092026","0","","HERO MOTOCORP","XOOM 125R ZX","Madrid","Comunidad de Madrid","125"
"11092026","0","","YAMAHA","NMAX 125","Santa Cruz de Tenerife","Canarias","125"
"11092026","0","","YAMAHA","NMAX 125","Illes Balears","Illes Balears","125"
"11092026","0","","ZONTES","ZT125-G1","Toledo","Castilla-La Mancha","125"
"11092026","0","","ZONTES","125V","Toledo","Castilla-La Mancha","125"
"11092026","0","","ZONTES","125V","Córdoba","Andalucía","125"
"11092026","0","","ZONTES","125V","Alicante/Alacant","Comunidad Valenciana","125"
"11092026","0","","RIEJU","NKD 125","Córdoba","Andalucía","124"
"11092026","0","","ZONTES","368G","Almería","Andalucía","368"
"11092026","0","","KYMCO","AGILITY S","Madrid","Comunidad de Madrid","125"
"11092026","0","","DUCATI","MONSTER","Alicante/Alacant","Comunidad Valenciana","890"
"11092026","0","","KTM","KTM 1390 SUPER ADVENTU","Alicante/Alacant","Comunidad Valenciana","1350"
"11092026","0","","HONDA","ADV 750","Valencia/València","Comunidad Valenciana","745"
"11092026","0","","YAMAHA","NMAX 125","Castellón/Castelló","Comunidad Valenciana","125"
"11092026","0","","ZONTES","125V","Cádiz","Andalucía","125"
"11092026","0","","BMW","F 800 GS","Valencia/València","Comunidad Valenciana","895"
"11092026","0","","HONDA","NX500","Cádiz","Andalucía","471"
"11092026","0","","HONDA","CB 125 F","Valencia/València","Comunidad Valenciana","124"
"11092026","0","","ZONTES","125X","Cádiz","Andalucía","125"
"11092026","0","","CFMOTO","125 NK","Illes Balears","Illes Balears","124"
"11092026","0","","HONDA","PCX 125","Gipuzkoa","País Vasco","125"
"11092026","0","","KAWASAKI","VULCAN S","Málaga","Andalucía","649"
"11092026","0","","KAWASAKI","Z500","Bizkaia","País Vasco","451"
"11092026","0","","ZONTES","125V","Madrid","Comunidad de Madrid","125"
"11092026","0","","KYMCO","SUPER DINK GT","Almería","Andalucía","321"
"11092026","0","","HONDA","PCX 125","Valladolid","Castilla y León","125"
"11092026","0","","KYMCO","DTX 350","Santa Cruz de Tenerife","Canarias","321"
"11092026","0","","YAMAHA","NMAX 125","Alicante/Alacant","Comunidad Valenciana","125"
"11092026","0","","PIAGGIO","LIBERTY 125 ABS","Granada","Andalucía","124"
"11092026","0","","MORBIDELLI","SC300","Valencia/València","Comunidad Valenciana","278"
"11092026","0","","RIEJU","X-OVER 125","Madrid","Comunidad de Madrid","125"
"11092026","0","","ZONTES","125X","Alicante/Alacant","Comunidad Valenciana","125"
"11092026","0","","ZONTES","368G","Pontevedra","Galicia","368"
"11092026","0","","SYM","JET X","Cádiz","Andalucía","125"
"11092026","0","","SUZUKI","ADDRESS 125","Asturias","Principado de Asturias","124"
"11092026","0","","TRIUMPH","STREET TRIPLE RS","Madrid","Comunidad de Madrid","765"
"11092026","0","","ZONTES","125X","Alicante/Alacant","Comunidad Valenciana","125"
"11092026","0","","MITT","125 DESERT","Madrid","Comunidad de Madrid","125"
"11092026","0","","HONDA","PCX 125","Madrid","Comunidad de Madrid","125"
"11092026","0","","MITT","TY125T-58E","Sevilla","Andalucía","125"
"11092026","0","","HONDA","PCX 125","Pontevedra","Galicia","125"
"11092026","0","","VOGE","DS800X RALLY","Málaga","Andalucía","798"
"11092026","0","","ZONTES","125V","Málaga","Andalucía","125"
"11092026","0","","HONDA","FORZA125","Valladolid","Castilla y León","125"
"11092026","0","","HONDA","Rebel 500","Alicante/Alacant","Comunidad Valenciana","471"
"11092026","0","","SHERCO","125 SE-R","Valladolid","Castilla y León","125"
"11092026","0","","SYM","SYMPHONY 125","Cádiz","Andalucía","125"
"11092026","0","","PEUGEOT","KISBEE M","Málaga","Andalucía","125"
"11092026","0","","APRILIA","RX 125","Sevilla","Andalucía","124"
"11092026","0","","CFMOTO","675SR-R","Sevilla","Andalucía","674"
"11092026","0","","HONDA","VISION 110","Valencia/València","Comunidad Valenciana","109"
"11092026","0","","ZONTES","368G","Gipuzkoa","País Vasco","368"
"11092026","0","","YAMAHA","NMAX 125","Rioja (La)","La Rioja","125"
"11092026","0","","PIAGGIO","LIBERTY 125 ABS","Gipuzkoa","País Vasco","124"
"11092026","0","","ZONTES","368E","Cádiz","Andalucía","368"
"11092026","0","","BMW","S 1000 RR","Bizkaia","País Vasco","999"
"11092026","0","","ZONTES","125V","Madrid","Comunidad de Madrid","125"
"11092026","0","","SYM","SYMPHONY 125","Pontevedra","Galicia","125"
"11092026","0","","HONDA","PCX 125","Sevilla","Andalucía","125"
"11092026","0","","VOGE","625R","Zaragoza","Aragón","581"
"11092026","0","","HONDA","SH350i","Alicante/Alacant","Comunidad Valenciana","330"
"11092026","0","","SYM","ADX 125 LC TCS E5+","Madrid","Comunidad de Madrid","125"
"11092026","0","","VOGE","DS800X RALLY","Lugo","Galicia","798"
"11092026","0","","YAMAHA","NMAX 125","Málaga","Andalucía","125"
"11092026","0","","KYMCO","SKYTOWN 125","Illes Balears","Illes Balears","125"
"11092026","0","","PEUGEOT","KISBEE M","Alicante/Alacant","Comunidad Valenciana","125"
"11092026","0","","HONDA","PCX 125","Gipuzkoa","País Vasco","125"
"11092026","0","","HONDA","ADV 350","Santa Cruz de Tenerife","Canarias","330"
"11092026","0","","CFMOTO","1000MT-X","Valencia/València","Comunidad Valenciana","946"
"11092026","0","","ZONTES","368M","Castellón/Castelló","Comunidad Valenciana","368"
"11092026","0","","TRIUMPH","THRUXTON 400","Gipuzkoa","País Vasco","398"
"11092026","0","","ZONTES","125V","Madrid","Comunidad de Madrid","125"
"11092026","0","","HONDA","PCX 125","Santa Cruz de Tenerife","Canarias","125"
"11092026","0","","ZONTES","125V","Sevilla","Andalucía","125"
"11092026","0","","VOGE","DS800X RALLY","Cantabria","Cantabria","798"
"11092026","0","","ZONTES","125V","Madrid","Comunidad de Madrid","125"
"11092026","0","","ZONTES","703F","Guadalajara","Castilla-La Mancha","699"
"11092026","0","","RIEJU","RALLY 307","Barcelona","Cataluña","292"
"11092026","0","","YAMAHA","MT-07","Valencia/València","Comunidad Valenciana","689"
"11092026","0","","APRILIA","TUAREG 660","Valladolid","Castilla y León","659"
"11092026","0","","PEUGEOT","DJANGO","Santa Cruz de Tenerife","Canarias","125"
"11092026","0","","YAMAHA","NMAX 125","Badajoz","Extremadura","125"
"11092026","0","","INDIAN","SCOUT SIXTY BOBBER","Madrid","Comunidad de Madrid","1000"
"11092026","0","","KYMCO","SKYTOWN 125","Coruña (A)","Galicia","125"
"11092026","0","","HONDA","ADV 750","Palmas (Las)","Canarias","745"
"11092026","0","","HONDA","CB1000SP","Gipuzkoa","País Vasco","1000"
"11092026","0","","HONDA","PCX 125","Illes Balears","Illes Balears","125"
"11092026","0","","QJMOTOR","SRT 900 S","Bizkaia","País Vasco","904"
"11092026","0","","BMW","R 1300 GS","Castellón/Castelló","Comunidad Valenciana","1300"
"11092026","0","","ZONTES","125V","Madrid","Comunidad de Madrid","125"
"11092026","0","","YAMAHA","NMAX 125","Alicante/Alacant","Comunidad Valenciana","125"
"11092026","0","","MORBIDELLI","F125","Toledo","Castilla-La Mancha","125"
"11092026","0","","YAMAHA","NMAX 125","Navarra","Comunidad Foral de Navarra","125"
"11092026","0","","ZONTES","125V","Murcia","Región de Murcia","125"
"11092026","0","","MITT","125 NK","Sevilla","Andalucía","124"
"11092026","0","","HONDA","FORZA 750","Sevilla","Andalucía","745"
"11092026","0","","VOGE","DS800X RALLY","Toledo","Castilla-La Mancha","798"
