FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"24092026","0","","ZONTES","125V","Navarra","Comunidad Foral de Navarra","125"
"24092026","0","","ZONTES","125V","Zaragoza","Aragón","125"
"24092026","0","","KYMCO","AGILITY NX 125","Illes Balears","Illes Balears","125"
"24092026","0","","VOGE","DS800X RALLY","Madrid","Comunidad de Madrid","798"
"24092026","0","","ZONTES","125V","Madrid","Comunidad de Madrid","125"
"24092026","0","","ZONTES","ZT125-G1","Cádiz","Andalucía","125"
"24092026","0","","VOGE","R125","Valencia/València","Comunidad Valenciana","125"
"24092026","0","","HONDA","FORZA 750","Palmas (Las)","Canarias","745"
"24092026","0","","YAMAHA","MT-07","Santa Cruz de Tenerife","Canarias","689"
"24092026","0","","QJMOTOR","ATR 125 E5+","Valladolid","Castilla y León","125"
"24092026","0","","CFMOTO","450MT","Bizkaia","País Vasco","449"
"24092026","0","","SYM","JET 14","Navarra","Comunidad Foral de Navarra","125"
"24092026","0","","TRIUMPH","SPEED TWIN 1200 RS","Sevilla","Andalucía","1200"
"24092026","0","","ZONTES","125X","Alicante/Alacant","Comunidad Valenciana","125"
"24092026","0","","SYM","JET 14","Granada","Andalucía","125"
"24092026","0","","BMW","F 800 GS","Málaga","Andalucía","895"
"24092026","0","","BMW","F 450 GS","Badajoz","Extremadura","420"
"24092026","0","","ZONTES","ZT125-U1","Córdoba","Andalucía","125"
"24092026","0","","HONDA","FORZA125","Valencia/València","Comunidad Valenciana","125"
"24092026","0","","SYM","SYMPHONY 125","Córdoba","Andalucía","125"
"24092026","0","","ZONTES","368G","Tarragona","Cataluña","368"
"24092026","0","","QJMOTOR","SRV 550","Murcia","Región de Murcia","554"
"24092026","0","","BMW","F 450 GS","Zaragoza","Aragón","420"
"24092026","0","","HONDA","ADV 750","Valencia/València","Comunidad Valenciana","745"
"24092026","0","","KOVE","KOVE 800 X PRO 2026","Navarra","Comunidad Foral de Navarra","799"
"24092026","0","","YAMAHA","NMAX 125","Bizkaia","País Vasco","125"
"24092026","0","","RIEJU","NKD 125","Valencia/València","Comunidad Valenciana","124"
"24092026","0","","YAMAHA","NMAX 125","Valencia/València","Comunidad Valenciana","125"
"24092026","0","","ZONTES","368G","Madrid","Comunidad de Madrid","368"
"24092026","0","","KAWASAKI","Z900","Barcelona","Cataluña","948"
"24092026","0","","SUZUKI","SV650GXU","Badajoz","Extremadura","645"
"24092026","0","","TRIUMPH","TIGER SPORT 800","Navarra","Comunidad Foral de Navarra","798"
"24092026","0","","HONDA","FORZA 350","Barcelona","Cataluña","330"
"24092026","0","","YAMAHA","NMAX 125","Valencia/València","Comunidad Valenciana","125"
"24092026","0","","BMW","C 400 X","Alicante/Alacant","Comunidad Valenciana","350"
"24092026","0","","YAMAHA","NMAX 125","Ourense","Galicia","125"
"24092026","0","","YAMAHA","XMAX 125","Sevilla","Andalucía","125"
"24092026","0","","BMW","R 1300 RS","Ciudad Real","Castilla-La Mancha","1300"
"24092026","0","","SYM","JET 14","Valencia/València","Comunidad Valenciana","125"
"24092026","0","","KYMCO","SKYTOWN 125","Málaga","Andalucía","125"
"24092026","0","","HONDA","SH125i","Málaga","Andalucía","125"
"24092026","0","","ZONTES","125V","Illes Balears","Illes Balears","125"
"24092026","0","","YAMAHA","NMAX 125","Bizkaia","País Vasco","125"
"24092026","0","","SYM","SYMPHONY 125","Málaga","Andalucía","125"
"24092026","0","","VOGE","625R","León","Castilla y León","581"
"24092026","0","","HONDA","NX500","Valencia/València","Comunidad Valenciana","471"
"24092026","0","","KAWASAKI","KLE500","Alicante/Alacant","Comunidad Valenciana","451"
"24092026","0","","HONDA","CB1000SP","Zaragoza","Aragón","1000"
"24092026","0","","YAMAHA","MT-07","Madrid","Comunidad de Madrid","689"
"24092026","0","","YAMAHA","NMAX 125","Madrid","Comunidad de Madrid","125"
"24092026","0","","CFMOTO","125 NK","Cáceres","Extremadura","124"
"24092026","0","","KYMCO","SUPER DINK GT 125 E5+","Madrid","Comunidad de Madrid","124"
"24092026","0","","YAMAHA","NMAX 125","Barcelona","Cataluña","125"
"24092026","0","","KYMCO","DTX 125","Badajoz","Extremadura","124"
"24092026","0","","ZONTES","125V","Granada","Andalucía","125"
"24092026","0","","ZONTES","125V","Santa Cruz de Tenerife","Canarias","125"
"24092026","0","","YAMAHA","NMAX 125","Madrid","Comunidad de Madrid","125"
"24092026","0","","GASGAS","EC 300","Illes Balears","Illes Balears","293"
"24092026","0","","MITT","TY125T-26F","Valladolid","Castilla y León","125"
"24092026","0","","APRILIA","RX 125","Valencia/València","Comunidad Valenciana","124"
"24092026","0","","HONDA","CRF1100L Africa Twin","Palmas (Las)","Canarias","1084"
"24092026","0","","ZONTES","125V","Melilla","Melilla","125"
"24092026","0","","KAWASAKI","NINJA 650","Madrid","Comunidad de Madrid","649"
"24092026","0","","YAMAHA","R125","Pontevedra","Galicia","125"
"24092026","0","","ZONTES","125V","Rioja (La)","La Rioja","125"
"24092026","0","","HARLEY-DAVIDSON","STREET BOB","Tarragona","Cataluña","1923"
"24092026","0","","KYMCO","AGILITY NX 125","Málaga","Andalucía","125"
"24092026","0","","YAMAHA","MT-09","Teruel","Aragón","890"
"24092026","0","","HONDA","SH350i","Castellón/Castelló","Comunidad Valenciana","330"
"24092026","0","","HONDA","ADV 350","Córdoba","Andalucía","330"
"24092026","0","","HONDA","GB350S","Madrid","Comunidad de Madrid","348"
"24092026","0","","ZONTES","125V","Bizkaia","País Vasco","125"
"24092026","0","","VOGE","R125S","Cantabria","Cantabria","125"
"24092026","0","","VOGE","DS800X RALLY","Almería","Andalucía","798"
"24092026","0","","HONDA","FORZA125","Alicante/Alacant","Comunidad Valenciana","125"
"24092026","0","","ZONTES","125V","Bizkaia","País Vasco","125"
"24092026","0","","KTM","KTM 390 ADVENTURE X","Barcelona","Cataluña","399"
"24092026","0","","HONDA","VISION 110","Málaga","Andalucía","109"
"24092026","0","","ZONTES","125V","Melilla","Melilla","125"
"24092026","0","","HONDA","PCX 125","Almería","Andalucía","125"
"24092026","0","","HONDA","FORZA125","Madrid","Comunidad de Madrid","125"
"24092026","0","","SYM","JET 14","Illes Balears","Illes Balears","125"
"24092026","0","","HONDA","PCX 125","Salamanca","Castilla y León","125"
"24092026","0","","YAMAHA","NMAX 125","Cádiz","Andalucía","125"
"24092026","0","","BMW","C 400 GT","Almería","Andalucía","350"
"24092026","0","","KYMCO","AGILITY NX 125","Asturias","Principado de Asturias","125"
"24092026","0","","ZONTES","125V","Murcia","Región de Murcia","125"
"24092026","0","","BMW","F 800 GS","León","Castilla y León","895"
"24092026","0","","YAMAHA","RayZR 125","Pontevedra","Galicia","125"
"24092026","0","","KOVE","KOVE 800 X PRO 2026","Illes Balears","Illes Balears","799"
"24092026","0","","CFMOTO","675NK","Huelva","Andalucía","674"
"24092026","0","","MORBIDELLI","SC 125","Tarragona","Cataluña","125"
"24092026","0","","RIEJU","AVENTURA 500","Badajoz","Extremadura","471"
"24092026","0","","CFMOTO","450MT","Valencia/València","Comunidad Valenciana","449"
"24092026","0","","ZONTES","368G","Madrid","Comunidad de Madrid","368"
"24092026","0","","HONDA","CB750 Hornet","Sevilla","Andalucía","755"
"24092026","0","","SYM","SYMPHONY 125","Tarragona","Cataluña","125"
"24092026","0","","ZONTES","125V","Madrid","Comunidad de Madrid","125"
"24092026","0","","BMW","F 800 GS","Palencia","Castilla y León","895"
"24092026","0","","BENDA","NAPOLEON 250","Bizkaia","País Vasco","249"
"24092026","0","","ZONTES","368G","Toledo","Castilla-La Mancha","368"
"24092026","0","","YAMAHA","RayZR 125","Valencia/València","Comunidad Valenciana","125"
"24092026","0","","HONDA","CBF 125","Valencia/València","Comunidad Valenciana","125"
"24092026","0","","VOGE","SR450X","Madrid","Comunidad de Madrid","398"
"24092026","0","","YAMAHA","MT-125","Ceuta","Ceuta","125"
"24092026","0","","YAMAHA","NMAX 125","Illes Balears","Illes Balears","125"
"24092026","0","","ZONTES","125V","Madrid","Comunidad de Madrid","125"
"24092026","0","","SUZUKI","V-Strom 800","Murcia","Región de Murcia","776"
"24092026","0","","BENELLI","BN125","Sevilla","Andalucía","125"
"24092026","0","","ZONTES","368G","Toledo","Castilla-La Mancha","368"
"24092026","0","","VOGE","DS900X","Valladolid","Castilla y León","895"
"24092026","0","","HONDA","NX500","Palmas (Las)","Canarias","471"
"24092026","0","","VOGE","DS800X RALLY","Málaga","Andalucía","798"
"24092026","0","","BAJAJ","PULSAR NS 125","Sevilla","Andalucía","124"
"24092026","0","","HUSQVARNA","HUSQVARNA TE 300","Rioja (La)","La Rioja","293"
"24092026","0","","YAMAHA","NMAX 125","Tarragona","Cataluña","125"
"24092026","0","","ZONTES","125V","Asturias","Principado de Asturias","125"
"24092026","0","","SUZUKI","GSX-S 1000","Ciudad Real","Castilla-La Mancha","999"
"24092026","0","","VOGE","DS800X RALLY","Murcia","Región de Murcia","798"
"24092026","0","","MH MOTORCYCLES","VR10","Sevilla","Andalucía","124"
"24092026","0","","HONDA","FORZA 750","Barcelona","Cataluña","745"
"24092026","0","","YAMAHA","NMAX 125","Almería","Andalucía","125"
"24092026","0","","MITT","TY125T-26G","Valencia/València","Comunidad Valenciana","125"
"24092026","0","","BMW","R 1300 GS ADVENTURE","Asturias","Principado de Asturias","1300"
"24092026","0","","PIAGGIO","LIBERTY 125 ABS","Girona","Cataluña","124"
"24092026","0","","VOGE","R125","Valencia/València","Comunidad Valenciana","125"
"24092026","0","","ZONTES","368G","Huesca","Aragón","368"
"24092026","0","","SUZUKI","GSX-S125","Madrid","Comunidad de Madrid","124"
"24092026","0","","YAMAHA","MT-125","Valencia/València","Comunidad Valenciana","125"
"24092026","0","","ZONTES","125X","Valencia/València","Comunidad Valenciana","125"
"24092026","0","","ZONTES","125X","Madrid","Comunidad de Madrid","125"
"24092026","0","","TRS","TR1 300I","Madrid","Comunidad de Madrid","294"
"24092026","0","","ZONTES","368K","Córdoba","Andalucía","368"
"24092026","0","","ZONTES","ZT125-U","Madrid","Comunidad de Madrid","125"
"24092026","0","","HONDA","SH Mode 125","Madrid","Comunidad de Madrid","125"
"24092026","0","","QJMOTOR","MTX 125 E5+","Granada","Andalucía","125"
"24092026","0","","ZONTES","368G","Rioja (La)","La Rioja","368"
"24092026","0","","HERO MOTOCORP","X PULSE 200 4V","Córdoba","Andalucía","200"
"24092026","0","","KAWASAKI","NINJA ZX-6R","Pontevedra","Galicia","636"
"24092026","0","","KEEWAY","VIESTE 125","Illes Balears","Illes Balears","125"
"24092026","0","","YAMAHA","NMAX 125","Huelva","Andalucía","125"
"24092026","0","","HONDA","SH125i","Málaga","Andalucía","125"
"24092026","0","","YAMAHA","NMAX 125","Valencia/València","Comunidad Valenciana","125"
"24092026","0","","HONDA","ADV 750","Málaga","Andalucía","745"
"24092026","0","","ZONTES","125V","Málaga","Andalucía","125"
"24092026","0","","YAMAHA","NMAX 125","Granada","Andalucía","125"
"24092026","0","","YAMAHA","NMAX 125","Murcia","Región de Murcia","125"
"24092026","0","","KYMCO","AGILITY NX 125","Murcia","Región de Murcia","125"
"24092026","0","","HONDA","NX500","Madrid","Comunidad de Madrid","471"
"24092026","0","","VOGE","R125S","Almería","Andalucía","125"
"24092026","0","","HONDA","VISION 110","Madrid","Comunidad de Madrid","109"
"24092026","0","","KYMCO","AGILITY NX 125","Valencia/València","Comunidad Valenciana","125"
"24092026","0","","ZONTES","125X","Huelva","Andalucía","125"
"24092026","0","","PIAGGIO","VESPA PRIMAVERA 125","Pontevedra","Galicia","124"
"24092026","0","","BMW","C 400 X","Asturias","Principado de Asturias","350"
"24092026","0","","CYCLONE","RT1","Tarragona","Cataluña","125"
"24092026","0","","YAMAHA","R125","Lugo","Galicia","125"
"24092026","0","","CFMOTO","1000MT-X","Valencia/València","Comunidad Valenciana","946"
"24092026","0","","ZONTES","125V","Madrid","Comunidad de Madrid","125"
"24092026","0","","VOGE","625DSX","Asturias","Principado de Asturias","581"
"24092026","0","","VOGE","DS900X","Madrid","Comunidad de Madrid","895"
"24092026","0","","PEUGEOT","TWEET FL 125 CC","Madrid","Comunidad de Madrid","125"
"24092026","0","","SYM","JET 14","Almería","Andalucía","125"
"24092026","0","","ROYAL ENFIELD","SUPER METEOR 650","Cádiz","Andalucía","648"
"24092026","0","","KEEWAY","VIESTE 125","Valencia/València","Comunidad Valenciana","125"
"24092026","0","","ZONTES","125C","Murcia","Región de Murcia","125"
"24092026","0","","BMW","C 400 GT","Málaga","Andalucía","350"
"24092026","0","","HONDA","PCX 125","Santa Cruz de Tenerife","Canarias","125"
"24092026","0","","MH MOTORCYCLES","VRT","Madrid","Comunidad de Madrid","124"
"24092026","0","","ZONTES","368G","Sevilla","Andalucía","368"
"24092026","0","","BMW","M 1000 XR","Illes Balears","Illes Balears","999"
