MARCA_ITV,COUNT
"AGROMET",1
"AJP",2
"APRILIA",50
"ARIIC",3
"BENELLI",244
"BETA",93
"BMW",826
"BRIXTON",44
"BULLIT",1
"CF MOTO",15
"DAELIM",71
"DUCATI",130
"EFUN",45
"FANTIC MOTOR",6
"FKMOTORS",4
"GAS-GAS",15
"GOES",49
"HANWAY",32
"HARLEY DAVIDSON",112
"HONDA",2651
"HUSQVARNA",243
"HYOSUNG",8
"INDIAN MOTORCYCLE",29
"KAWASAKI",797
"KEEWAY",154
"KENROD",1
"KSR MOTO",1
"KSR MOTO AUSTRIA",17
"KTM",605
"KYMCO",1201
"LAMBRETTA",17
"LEONART",10
"LEXMOTO",1
"LONCIN",8
"MACBOR",144
"MALAGUTI",32
"MALCOR",6
"MASH",18
"MESSERSCHMITT",15
"MH MOTORCYCLES",28
"MONDIAL",23
"MONKEY BIKES",5
"MONTESA",43
"MOTO GUZZI",39
"MOTO SPA",1
"MOTORBIKE",4
"MUTTI",4
"MV AGUSTA",10
"MX",1
"ORCAL",3
"PEUGEOT",205
"PIAGGIO",736
"PIONEER",1
"RIEJU",57
"RIYA",1
"ROYAL ENFIELD",78
"S.Y.M",552
"SANBEN",1
"SCOMADI",7
"SHERCO",94
"SUMCO",12
"SUZUKI",320
"SWM",24
"TARO",1
"TIANDA",1
"TIANYING",2
"TM RACING",5
"TOYOTA",1
"TRIUMPH",200
"TRS",26
"UM",33
"VERTIGO MOTORS",8
"WOTTAN",101
"YAMAHA",1843
"ZONTES",34
