MARCA_ITV,COUNT
"APRILIA",45
"ARIIC",2
"BENELLI",295
"BETA",59
"BMW",1310
"BRIXTON",71
"BULLIT",2
"CF MOTO",2
"DAELIM",75
"DUCATI",186
"EFUN",30
"FANTIC MOTOR",3
"GAS-GAS",16
"GOES",71
"HANWAY",40
"HARLEY DAVIDSON",145
"HONDA",3092
"HUDSON BOSS",1
"HUSQVARNA",225
"HYOSUNG",12
"INDIAN",1
"INDIAN MOTORCYCLE",32
"JNEN",4
"KAWASAKI",653
"KEEWAY",292
"KENROD",2
"KSR MOTO AUSTRIA",24
"KTM",603
"KYMCO",1845
"LAMBRETTA",22
"LEONART",6
"LEXMOTO",1
"LONCIN",2
"MACBOR",182
"MALAGUTI",12
"MALCOR",5
"MASH",21
"MBK",1
"MESSERSCHMITT",6
"MH MOTORCYCLES",36
"MONDIAL",35
"MONKEY BIKES",1
"MONTESA",15
"MOTO GUZZI",37
"MOTO SPA",2
"MOTORBIKE",1
"MUTTI",2
"MV AGUSTA",5
"MX",1
"ORCAL",4
"PEUGEOT",242
"PIAGGIO",1040
"PIONEER",3
"RIEJU",64
"RIYA",3
"ROYAL ALLOY",1
"ROYAL ENFIELD",87
"S.Y.M",720
"SANBEN",6
"SCOMADI",9
"SCORPA",1
"SHERCO",41
"SUMCO",18
"SUZUKI",536
"SWM",16
"TARO",1
"TIANDA",1
"TIANYING",6
"TNT MOTOR",1
"TRIUMPH",135
"TRS",14
"UM",39
"VARIO",2
"VENT SRL",2
"VERTIGO MOTORS",4
"WANGYE",2
"WOTTAN",152
"YAMAHA",2165
"ZNEN",4
"ZONTES",63
