FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,POTENCIA_ITV,NUM_PLAZAS,LOCALIDAD_VEHICULO,COD_PROVINCIA_VEH,COD_PROVINCIA_MAT,FEC_TRAMITE,CODIGO_POSTAL,PERSONA_FISICA_JURIDICA,CODIGO_ITV,SERVICIO,COD_MUNICIPIO_INE_VEH,MUNICIPIO,KW_ITV,TIPO_CARNET,TIPO_ITV,VARIANTE_ITV,VERSION_ITV,MASA_ORDEN_MARCHA_ITV,MASA_MAXIMA_TECNICA_ITV,CATEGORIA_HOMOLOGACION_EUROPEA_ITV,CARROCERIA,CONSUMO_WH_KM_ITV,CLASIFICACION_REGLAMENTO_VEHICULOS_ITV,CATEGORIA_VEHICULO_ELECTRICO,AUTONOMIA_VEHICULO_ELECTRICO,MARCA_VEHICULO_BASE,FABRICANTE_VEHICULO_BASE,TIPO_VEHICULO_BASE,VARIANTE_VEHICULO_BASE,VERSION_VEHICULO_BASE
"25112025","0","","EFUN","LION","125","2.14","2","UCEDA","GU","SG","25112025","19187","D","","B00","19293","UCEDA","11.00","A1","","0","0","161","371","L3e","","57","0400","BEV","029000","","","","",""
"25112025","0","","STARK","VARG","0","1.74","1","CASTELLDEFELS","B","B","25112025","08860","D","","B00","08056","CASTELLDEFELS","9.00","A1","","EX","HB","97","275","L3e","ND","126","0400","BEV","011700","","","","",""
"25112025","0","","FELQ","FW03","0","0.58","2","RETAMAR","AL","AL","25112025","04131","X","","B00","04013","ALMERIA","3.00","A1","","000","00","67","252","L3e","ND","52","0400","BEV","010400","","","","",""
"25112025","0","","STARK","VARG","0","1.74","1","PALMA","IB","IB","25112025","07600","X","","B00","07040","PALMA","9.00","A1","","EX","HB","97","275","L3e","ND","126","0400","BEV","011700","","","","",""
"25112025","0","","BMW","CE 02","0","1.16","2","","TO","M","25112025","45529","X","","B00","45203","YUNCLER","6.00","A1","","0C71","A","105","312","L3e","","60","0400","BEV","009500","","","","",""
"25112025","0","","EFUN","LION","125","2.14","2","FUENLABRADA","M","SG","25112025","28945","D","","B00","28058","FUENLABRADA","11.00","A1","","0","0","161","371","L3e","","57","0400","BEV","029000","","","","",""
"25112025","0","","EFUN","LION","125","2.14","2","MADRID","M","SG","25112025","28047","D","","B00","28079","MADRID","11.00","A1","","0","0","161","371","L3e","","57","0400","BEV","029000","","","","",""
"25112025","0","","EFUN","LION","125","2.14","2","PALMA","IB","IB","25112025","07004","D","","B00","07040","PALMA","11.00","A1","","0","0","161","371","L3e","","57","0400","BEV","029000","","","","",""
"25112025","0","","EFUN","LION","125","2.14","2","ALCALÁ DE HENARES","M","SG","25112025","28806","D","","B00","28005","ALCALA DE HENARES","11.00","A1","","0","0","161","371","L3e","","57","0400","BEV","029000","","","","",""
"25112025","0","","SEGWAY","--","0","1.51","2","SAN JOSE DE LA RINCONADA","SE","SE","25112025","41300","D","","B00","41081","LA RINCONADA","7.80","A1","","000","00","101","280","L3e","ND","44","0400","BEV","009000","","","","",""
"25112025","0","","EFUN","LION","125","2.14","2","ARROYOMOLINOS","M","SG","25112025","28939","D","","B00","28015","ARROYOMOLINOS","11.00","A1","","0","0","161","371","L3e","","57","0400","BEV","029000","","","","",""
"25112025","0","","SEGWAY","--","0","1.51","2","SANT PERE DE RIBES","B","B","25112025","08810","D","","B00","08231","S PERE DE RIBES","7.80","A1","","000","00","101","280","L3e","ND","44","0400","BEV","009000","","","","",""
"25112025","0","","SILENCE","S02","0","1.35","2","GALLETAS, LAS","TF","GC","25112025","38631","D","","B00","38006","ARONA","7.00","A1","","0","2","105","330","L3e","","60","0400","BEV","012700","","","","",""
"25112025","0","","SEGWAY","E250S","0","0.97","2","BARCELONA","B","B","25112025","08037","D","","B00","08019","BARCELONA","5.00","A1","","001","00","104","290","L3e","ND","46","0400","BEV","010500","","","","",""
"25112025","0","","EFUN","LION","125","2.14","2","AMER","GI","GI","25112025","17170","D","","B00","17007","AMER","11.00","A1","","0","0","161","371","L3e","","57","0400","BEV","029000","","","","",""
"25112025","0","","NEXT","MOJITO","0","0.67","2","PALMA","IB","IB","25112025","07012","X","","B00","07040","PALMA","3.50","A1","","EF","00","91","267","L3e","ND","39","0400","BEV","012100","","","","",""
"25112025","0","","SILENCE","S01+","0","1.45","2","BARCELONA","B","B","25112025","08032","D","","B00","08019","BARCELONA","7.50","A1","","7","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"25112025","0","","STARK","VARG","0","1.74","1","LOGROÑO","LO","M","25112025","26002","D","","A00","26089","LOGROÑO","9.00","A1","","EX","HB","97","275","L3e","ND","126","0400","BEV","011700","","","","",""
