MARCA_ITV,COUNT
"AEON",1
"APRILIA",38
"BENELLI",24
"BETA",52
"BMW",759
"CF MOTO",1
"DAELIM",138
"DERBI",11
"DUCATI",107
"FOSTI",1
"GASGAS",39
"GENERIC",12
"GOES",4
"HANWAY",116
"HARLEY-DAVIDSON",153
"HM",12
"HONDA",1907
"HUDSON BOSS",2
"HUSQVARNA",168
"HYOSUNG",56
"INDIAN",8
"JTG",1
"KAWASAKI",590
"KEEWAY",290
"KENROD",5
"KSR MOTO",5
"KTM",371
"KYMCO",2190
"LEONART",2
"LIFAN",7
"LINTEX",2
"LML",27
"LUCLA",1
"MASH",52
"MBK",2
"MH MOTORCYCLES",16
"MONKEY BIKES",2
"MONSTERPRO",1
"MONTESA",28
"MOTO GUZZI",22
"MV AGUSTA",9
"MX",2
"NO STOCK BIKES",1
"ORCAL",5
"OSSA",1
"PEUGEOT",451
"PIAGGIO",815
"PIONEER",1
"RIDE",29
"RIEJU",60
"RIYA",42
"ROYAL ENFIELD",27
"SANYOU",5
"SCOMADI",34
"SCORPA",2
"SCUTUM",2
"SHERCO",52
"SKY TEAM",2
"SUMCO",8
"SUZUKI",465
"SWM",1
"SYM",830
"TGB",8
"TRIUMPH",150
"TRS",7
"VERTIGO MOTORS",2
"VICTORY MOTOR",8
"WOTTAN",2
"YAMAHA",1663
"ZHENHUA",2
