MARCA_ITV,COUNT
"ACURA",1
"AEON",1
"APRILIA",65
"BENELLI",12
"BETA",49
"BMW",805
"BMW I",1
"DAELIM",115
"DERBI",8
"DUCATI",182
"GAS-GAS",7
"GENERIC",6
"GOES",2
"HANWAY",89
"HARLEY DAVIDSON",193
"HM",2
"HONDA",2156
"HUSQVARNA",49
"HYOSUNG",85
"INDIAN MOTORCYCLE",14
"JONWAY",1
"KAWASAKI",620
"KEEWAY",282
"KENROD",11
"KTM",405
"KYMCO",1355
"LAMBRETTA",1
"LEONART",3
"LIFAN",8
"LML",24
"MASH",55
"MBK",3
"MONKEY BIKES",4
"MONTESA",22
"MOTO GUZZI",35
"MTR",2
"MV AGUSTA",10
"PEUGEOT",872
"PIAGGIO",1232
"RIDE",4
"RIEJU",66
"RIYA",34
"ROYAL ENFIELD",26
"S.Y.M",440
"SANYOU",10
"SCOMADI",47
"SHERCO",41
"SKY TEAM",1
"SUMCO",5
"SUZUKI",573
"TGB",14
"TNT MOTOR",1
"TRIUMPH",233
"TRS",1
"VERTIGO MOTORS",16
"VICTORY MOTOR DIVISION",6
"YAMAHA",1612
"ZERO MOTORCYCLES",1
"ZNEN",6
